,puma,BABS_Home_Ownership_Total,BABS_Home_Ownership_M,BABS_Home_Ownership_F,HS_Home_Ownership_Total,HS_Home_Ownership_M,HS_Home_Ownership_F,HSINC_Home_Ownership_Total,HSINC_Home_Ownership_M,HSINC_Home_Ownership_F
0,Total Geo,0.43733252083968094,0.40635932377236844,0.4603700070840826,0.31619616699102104,0.30595690287092064,0.3275482241685025,0.28074067753221266,0.29620170945217816,0.25956035511334913
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.14052953156822812,0.3031634446397188,0.0,0.028200905722519556,0.0,0.0848297213622291,0.0,0.0,0.0
2,Ulster County (East) PUMA,0.4866666666666667,0.07981220657276995,0.710594315245478,0.5763888888888888,0.3759124087591241,0.6995515695067265,0.0,0.0,0.0
3,Albany County (East Central)--Albany City PUMA,1.0,#DIV/0!,1.0,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,0.44110275689223055,0.0,0.6616541353383458,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,1.0,1.0,#DIV/0!,0.6724137931034483,#DIV/0!,0.6724137931034483,1.0,#DIV/0!,1.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.7385800770500826,0.6284090909090909,0.8420490928495198,0.3199407517126458,0.34019417475728153,0.30148619957537154,0.46842105263157896,0.4738372093023256,0.4569672131147541
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.4117647058823529,0.0,1.0,1.0,#DIV/0!,1.0,0.3522727272727273,1.0,0.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,1.0,#DIV/0!,1.0,0.29965156794425085,0.35684647302904565,0.0,0.7206703910614525,1.0,0.563953488372093
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.21362547072920232,0.21641791044776118,0.211258697027198,0.20396039603960395,0.23829344432882413,0.15828334102445776,0.0451879958606416,0.0,0.07797619047619048
11,Livingston & Wyoming Counties PUMA,0.0,0.0,0.0,1.0,#DIV/0!,1.0,0.0,0.0,0.0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,1.0,1.0,1.0,0.26971463639153115,0.26714801444043323,0.2780678851174935,0.710752688172043,0.9560155239327296,0.5363385464581417
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,1.0,#DIV/0!,1.0,1.0,1.0,#DIV/0!,0.0,0.0,#DIV/0!
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,1.0,1.0,1.0,0.8314087759815243,0.54375,1.0,0.05816831683168317,0.0,0.08986615678776291
