,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,0.869979712028994,0.9205243135334664,0.8145747316267548,0.8130674544559331,0.8995142735406902,0.6947638483965014,0.8678472413017958,0.916968505295112,0.7389572773352643
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.8960573476702509,0.8498520710059172,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.3801916932907348,1.0,0.0,0.5714285714285714,1.0,0.5344,1.0,1.0,#DIV/0!
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,1.0,1.0,#DIV/0!,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
4,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,Monroe County (Central)--Greece & Gates Towns PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,1.0,1.0,1.0,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
9,NYC-Manhattan Community District 8--Upper East Side PUMA,0.6611721611721612,1.0,0.5707656612529002,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
10,Suffolk County (Southwest)--Islip Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
11,Erie County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
