,puma,BABS_Working_Poor_Total,BABS_Working_Poor_M,BABS_Working_Poor_F,HS_Working_Poor_Total,HS_Working_Poor_M,HS_Working_Poor_F,HSINC_Working_Poor_Total,HSINC_Working_Poor_M,HSINC_Working_Poor_F
0,Total Geo,5.905073246642745,5.66506827318132,6.150389386941954,18.116526297582457,19.079756480788504,16.622542630607146,28.886374182833602,27.47893569844789,32.776637146446845
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,100.0,#DIV/0!,100.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.1252740369558409,0.0,0.26972353337828725,10.668642341174293,21.591397849462364,2.4072869225764477,0.0,0.0,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,4.392106938255888,0.0,10.574712643678161,22.105263157894736,0.0,30.129124820659968,#DIV/0!,#DIV/0!,#DIV/0!
4,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
5,Ontario & Yates Counties PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,0.0,#DIV/0!,52.4451939291737,40.54794520547945,71.49122807017544,32.51231527093596,32.51231527093596,#DIV/0!
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,18.76606683804627,37.244897959183675,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
9,NYC-Manhattan Community District 8--Upper East Side PUMA,1.6856392294220666,0.0,3.176567656765677,0.0,0.0,0.0,0.0,0.0,#DIV/0!
10,Suffolk County (Southwest)--Islip Town (South) PUMA,0.0,0.0,0.0,5.803571428571429,6.683804627249357,0.0,0.0,0.0,0.0
11,Erie County (Northwest) PUMA,0.2724795640326975,0.0,0.4132231404958678,0.0,0.0,#DIV/0!,100.0,100.0,#DIV/0!
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",4.631125471190091,6.230239910730891,3.1396357328707722,5.114141713608064,5.09902117004325,5.1423714407139824,0.0,0.0,0.0
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,22.36992024306874,23.184195235328296,20.833333333333336,18.481890572823016,15.064935064935064,23.468098547062542,53.75757575757576,48.049921996879874,57.38354806739346
14,Rockland County (North)--New City & Congers PUMA,0.0,0.0,0.0,3.781117895725693,0.0,10.012437810945274,12.479999999999999,14.10488245931284,0.0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",55.252918287937746,44.03669724770643,63.51351351351351,100.0,100.0,100.0,81.08108108108108,81.08108108108108,#DIV/0!
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,13.776223776223775,14.632665452337584,12.61335531739489,29.813990044537597,35.439795046968406,20.88135593220339,46.05689593086064,45.06172839506173,48.37935174069628
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,4.909902463217061,4.135224871717477,5.847953216374268,19.723865877712033,23.108665749656122,15.17113783533765,31.745454545454542,34.39011284255776,26.209223847019125
18,Tompkins County PUMA,1.8556701030927836,4.361873990306947,0.0,0.0,#DIV/0!,0.0,81.35593220338984,0.0,100.0
19,Dutchess County (Southwest) PUMA,14.414727335880514,12.04730229120473,16.51376146788991,32.81972265023113,33.38213762811127,32.19512195121951,14.87603305785124,14.87603305785124,#DIV/0!
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,10.641649957032369,9.134615384615383,12.607260726072608,16.565774155995346,17.166212534059948,15.494327390599677,17.918781725888326,18.36243226971704,15.53398058252427
21,Westchester County (Northwest) PUMA,0.0,0.0,0.0,44.931163954943685,44.974131559497415,44.69387755102041,24.26564495530013,24.26564495530013,#DIV/0!
22,Albany County (Outside Albany City) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,48.0225988700565,#DIV/0!,48.0225988700565
23,Monroe County (South) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
24,Jefferson & Lewis Counties PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
25,"Chenango, Delaware & Broome (East) Counties PUMA",0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
26,Erie County (Central) PUMA,0.0,0.0,0.0,34.465408805031444,43.35443037974683,0.0,0.0,#DIV/0!,0.0
27,St. Lawrence County PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
28,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",4.128360797918473,8.686131386861314,0.0,9.198058701178645,5.862457722660654,14.525810324129651,42.93351152689609,36.86974789915966,53.535353535353536
29,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
30,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,2.608695652173913,0.8533747090768037,4.277286135693215,19.57324579400903,29.371921182266007,0.0,0.0,0.0,0.0
