,puma,BABS_Poverty_Total,BABS_Poverty_M,BABS_Poverty_F,HS_Poverty_Total,HS_Poverty_M,HS_Poverty_F,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
0,Total Geo,9.790524139171088,9.379011384440563,10.162400638953335,19.46408172590489,18.453447604207245,20.4856599068058,32.51610594130279,32.024601904119976,33.07259372317085
1,Monroe County (Central)--Rochester City (East) PUMA,80.71065989847716,#DIV/0!,80.71065989847716,80.44692737430168,49.275362318840585,100.0,0.0,#DIV/0!,0.0
2,NYC-Brooklyn Community District 4--Bushwick PUMA,0.0,0.0,0.0,41.522491349480966,0.0,57.23370429252782,0.0,0.0,#DIV/0!
3,NYC-Manhattan Community District 10--Central Harlem PUMA,27.729772191673213,34.024179620034545,22.478386167146976,69.25566343042071,7.766990291262135,100.0,#DIV/0!,#DIV/0!,#DIV/0!
4,Ontario & Yates Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Albany County (Outside Albany City) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,55.26315789473685,0.0,100.0
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,0.0,0.0,27.655310621242485,27.56183745583039,27.77777777777778,59.34065934065934,0.0,100.0
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,8.890549122151663,8.761804826862539,9.006873666745674,12.839217974905164,11.305483028720626,14.781746031746032,56.89810640216412,52.03389830508475,62.42774566473989
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",15.753424657534246,14.477611940298507,17.46987951807229,19.360414866032844,0.0,31.683168316831683,#DIV/0!,#DIV/0!,#DIV/0!
9,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
10,Erie County (North Central) PUMA,0.0,0.0,0.0,7.049891540130152,21.73913043478261,0.0,0.0,0.0,#DIV/0!
11,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",7.958228303925099,10.321651464234277,6.539902045520023,84.89510489510491,83.17757009345794,100.0,100.0,#DIV/0!,100.0
12,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,55.03875968992248,0.0,63.534675615212535,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
13,Nassau County (Central)--Hempstead Town (Northeast) PUMA,18.88276947285602,12.365591397849462,28.083491461100568,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
14,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,100.0,100.0,#DIV/0!,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,5.683060109289618,5.594405594405594,5.779467680608365,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
16,Onondaga County (Central)--Syracuse City PUMA,51.616499442586395,51.85185185185185,51.21212121212121,50.16797312430011,0.0,74.5424292845258,100.0,#DIV/0!,100.0
17,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,7.855995717344753,0.0,13.972863603903832,10.659114315139032,11.902173913043478,8.527493010251632,0.0,0.0,0.0
18,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
19,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",37.83367556468173,48.23298429319372,0.0,44.76987447698745,44.76987447698745,#DIV/0!,0.0,0.0,#DIV/0!
20,Monroe County (Central)--Rochester City (West) PUMA,100.0,#DIV/0!,100.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
