,puma,BABS_Rent_Burden_Total,BABS_Rent_Burden_M,BABS_Rent_Burden_F,HS_Rent_Burden_Total,HS_Rent_Burden_M,HS_Rent_Burden_F,HSINC_Rent_Burden_Total,HSINC_Rent_Burden_M,HSINC_Rent_Burden_F
0,Total Geo,14.238284023022398,13.76819646627403,14.692492698848994,25.933737440837,27.73552542153468,24.034656842679766,33.23312380431812,31.788472964943555,35.52414605418139
1,Monroe County (Central)--Rochester City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,100.0,100.0,100.0,100.0,#DIV/0!,100.0
2,NYC-Brooklyn Community District 4--Bushwick PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
3,NYC-Manhattan Community District 10--Central Harlem PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4,Ontario & Yates Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Albany County (Outside Albany City) PUMA,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,28.76039304610733,34.87031700288185,22.01907790143084,37.03091810243097,38.37259100642398,35.38380651945321,47.216035634743875,25.85551330798479,77.41935483870968
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",50.943396226415096,0.0,100.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
9,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
10,Erie County (North Central) PUMA,0.0,0.0,0.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",11.661683041435284,8.695652173913043,13.355704697986578,84.89510489510491,83.17757009345794,100.0,0.0,#DIV/0!,0.0
12,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
13,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
14,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,10.039630118890356,0.0,20.76502732240437,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
16,Onondaga County (Central)--Syracuse City PUMA,13.455149501661129,18.706697459584294,0.0,12.234910277324634,0.0,15.527950310559005,#DIV/0!,#DIV/0!,#DIV/0!
17,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,44.15243101182654,0.0,86.15384615384616,34.92884864165588,34.92884864165588,#DIV/0!,0.0,0.0,0.0
18,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,73.79310344827587,100.0,62.5615763546798,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
19,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",45.78672632363908,54.52930728241563,0.0,25.903614457831324,25.903614457831324,#DIV/0!,0.0,0.0,#DIV/0!
20,Monroe County (Central)--Rochester City (West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21,"Chenango, Delaware & Broome (East) Counties PUMA",0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22,Dutchess County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,21.03448275862069,0.0,27.3542600896861,#DIV/0!,#DIV/0!,#DIV/0!
23,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,6.59432387312187,11.870773854244929,0.0,32.939322301024426,45.97560975609756,9.131403118040089,14.388489208633093,25.0,0.0
24,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,15.228780998952148,7.159904534606206,21.54420921544209,29.191616766467064,36.87528140477262,13.941018766756033,34.750462107208875,31.496062992125985,35.748792270531396
25,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.0,0.0,0.0,10.879848628192999,0.0,15.519568151147098,#DIV/0!,#DIV/0!,#DIV/0!
26,Westchester County (Southeast) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
27,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
28,Westchester County (Northwest) PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
29,Monroe County (South) PUMA,66.56441717791411,51.33928571428571,100.0,58.88888888888889,0.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
30,Rockland County (North)--New City & Congers PUMA,#DIV/0!,#DIV/0!,#DIV/0!,38.93129770992366,100.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
31,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
32,Orange County (Southeast) PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",#DIV/0!,#DIV/0!,#DIV/0!,100.0,100.0,#DIV/0!,0.0,0.0,#DIV/0!
34,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,17.551020408163264,9.821428571428571,100.0,61.97718631178707,#DIV/0!,61.97718631178707,100.0,100.0,#DIV/0!
35,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",100.0,#DIV/0!,100.0,10.329985652797705,27.480916030534353,0.0,31.05022831050228,100.0,0.0
36,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,0.0,0.0,0.0,22.251082251082252,17.748091603053435,25.990491283676704,24.475524475524477,0.0,100.0
37,Suffolk County (Northwest)--Huntington Town (South) PUMA,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
38,Westchester County (Southwest)--Yonkers City PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
39,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",4.516961651917404,2.8055465978716545,6.801549720189411,100.0,100.0,#DIV/0!,0.0,#DIV/0!,0.0
40,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,23.49775784753363,29.78723404255319,18.50362027353178,29.191394658753712,26.186186186186188,34.04461687681862,68.26923076923077,68.26923076923077,#DIV/0!
41,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,0.0,0.0,0.0,16.681943171402384,0.0,21.064814814814813,#DIV/0!,#DIV/0!,#DIV/0!
42,Erie County (West Central)--Buffalo City (West) PUMA,0.0,#DIV/0!,0.0,19.75560081466395,19.383259911894275,20.075757575757574,#DIV/0!,#DIV/0!,#DIV/0!
43,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,63.45381526104418,100.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
44,Westchester County (Central)--White Plains City PUMA,0.0,0.0,0.0,100.0,100.0,100.0,60.0,60.0,#DIV/0!
45,St. Lawrence County PUMA,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
46,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
47,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!
48,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
49,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
50,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
51,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",8.526315789473685,17.763157894736842,0.0,26.31578947368421,0.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
52,Westchester County (Northeast) PUMA,43.78109452736319,#DIV/0!,43.78109452736319,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53,Chautauqua County PUMA,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
54,Erie County (West Central)--Buffalo City (East) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
55,Cayuga & Onondaga (South) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
56,Oneida County (Central)--Greater Utica & Rome Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
57,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
58,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
59,NYC-Manhattan Community District 11--East Harlem PUMA,33.6,38.009049773755656,0.0,5.752961082910321,0.0,12.078152753108348,#DIV/0!,#DIV/0!,#DIV/0!
60,Schenectady County--Schenectady City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
61,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
62,Onondaga County (Central)--Syracuse City (Outer) PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
63,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",0.0,0.0,0.0,80.93023255813954,100.0,69.17293233082707,100.0,#DIV/0!,100.0
64,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
65,Onondaga County (North) PUMA,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
66,Ulster County (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
67,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
68,Niagara County (North & East) PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
69,Broome (Outer West) & Tioga Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
70,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
