,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,86.84523203313304,91.60217022567203,82.01757885976812,80.62568270197055,87.65193329068539,70.62349104155196,74.67772280677305,84.3834141087776,56.88906435057245
1,Monroe County (Central)--Rochester City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,19.553072625698324,50.72463768115942,0.0,100.0,#DIV/0!,100.0
2,NYC-Brooklyn Community District 4--Bushwick PUMA,71.77177177177178,64.02214022140221,80.96280087527352,71.5909090909091,100.0,53.70370370370371,100.0,100.0,#DIV/0!
3,NYC-Manhattan Community District 10--Central Harlem PUMA,68.02827965435978,82.90155440414507,55.61959654178674,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4,Ontario & Yates Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Albany County (Outside Albany City) PUMA,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,#DIV/0!
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",100.0,100.0,#DIV/0!,85.61151079136691,100.0,62.5,#DIV/0!,#DIV/0!,#DIV/0!
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,86.61899897854954,88.59416445623343,84.20369769704833,73.74245472837022,81.70594837261504,53.55618776671408,56.28342245989305,58.8135593220339,46.835443037974684
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",100.0,100.0,100.0,90.2439024390244,100.0,72.46963562753037,#DIV/0!,#DIV/0!,#DIV/0!
9,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,70.16129032258065,100.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
10,Erie County (North Central) PUMA,87.4326750448833,100.0,74.12199630314234,88.21603927986907,100.0,80.90185676392572,100.0,100.0,#DIV/0!
11,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",100.0,100.0,100.0,55.95854922279793,55.95854922279793,#DIV/0!,0.0,#DIV/0!,0.0
12,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,29.74137931034483,100.0,0.0,37.52860411899314,100.0,24.585635359116022,#DIV/0!,#DIV/0!,#DIV/0!
13,Nassau County (Central)--Hempstead Town (Northeast) PUMA,94.92119089316988,100.0,85.42713567839196,100.0,100.0,#DIV/0!,100.0,100.0,#DIV/0!
