,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
61,NYC-Manhattan Community District 10--Central Harlem PUMA,44779.0,18558.0,26221.0,40238.0,16863.0,23375.0,4541.0,1695.0,2846.0,17964.0,6999.0,10965.0,15965.0,6201.0,9764.0,1999.0,798.0,1201.0,22251.0,9729.0,12522.0,20531.0,9197.0,11334.0,1720.0,532.0,1188.0,4564.0,1830.0,2734.0,3742.0,1465.0,2277.0,822.0,365.0,457.0
62,Nassau County (West Central)--North Hempstead Town (South) PUMA,5692.0,2983.0,2709.0,4826.0,2569.0,2257.0,866.0,414.0,452.0,2771.0,1072.0,1699.0,2664.0,1072.0,1592.0,107.0,0.0,107.0,2921.0,1911.0,1010.0,2162.0,1497.0,665.0,759.0,414.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,26288.0,12088.0,14200.0,17076.0,7828.0,9248.0,9212.0,4260.0,4952.0,3446.0,1781.0,1665.0,3097.0,1553.0,1544.0,349.0,228.0,121.0,17657.0,7425.0,10232.0,12051.0,5385.0,6666.0,5606.0,2040.0,3566.0,5185.0,2882.0,2303.0,1928.0,890.0,1038.0,3257.0,1992.0,1265.0
64,Albany County (East Central)--Albany City PUMA,27184.0,13505.0,13679.0,20999.0,10861.0,10138.0,6185.0,2644.0,3541.0,8124.0,3741.0,4383.0,7520.0,3528.0,3992.0,604.0,213.0,391.0,15451.0,7501.0,7950.0,11574.0,6310.0,5264.0,3877.0,1191.0,2686.0,3609.0,2263.0,1346.0,1905.0,1023.0,882.0,1704.0,1240.0,464.0
65,Nassau County (West Central)--Hempstead Town (West Central) PUMA,5711.0,3289.0,2422.0,4522.0,2653.0,1869.0,1189.0,636.0,553.0,1455.0,948.0,507.0,1455.0,948.0,507.0,0.0,0.0,0.0,4025.0,2227.0,1798.0,2953.0,1591.0,1362.0,1072.0,636.0,436.0,231.0,114.0,117.0,114.0,114.0,0.0,117.0,0.0,117.0
66,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,13250.0,6818.0,6432.0,10425.0,5670.0,4755.0,2825.0,1148.0,1677.0,2364.0,1010.0,1354.0,2219.0,1010.0,1209.0,145.0,0.0,145.0,9275.0,5002.0,4273.0,7096.0,4192.0,2904.0,2179.0,810.0,1369.0,1611.0,806.0,805.0,1110.0,468.0,642.0,501.0,338.0,163.0
67,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",34210.0,13427.0,20783.0,23139.0,9158.0,13981.0,11071.0,4269.0,6802.0,4353.0,1649.0,2704.0,3432.0,1409.0,2023.0,921.0,240.0,681.0,20646.0,7009.0,13637.0,14813.0,5129.0,9684.0,5833.0,1880.0,3953.0,9211.0,4769.0,4442.0,4894.0,2620.0,2274.0,4317.0,2149.0,2168.0
68,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",20817.0,9046.0,11771.0,14377.0,6623.0,7754.0,6440.0,2423.0,4017.0,4688.0,1255.0,3433.0,4005.0,1255.0,2750.0,683.0,0.0,683.0,11220.0,4984.0,6236.0,8172.0,4070.0,4102.0,3048.0,914.0,2134.0,4909.0,2807.0,2102.0,2200.0,1298.0,902.0,2709.0,1509.0,1200.0
69,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",21072.0,10762.0,10310.0,18389.0,9691.0,8698.0,2683.0,1071.0,1612.0,9662.0,5099.0,4563.0,9486.0,5017.0,4469.0,176.0,82.0,94.0,9515.0,4772.0,4743.0,7704.0,3975.0,3729.0,1811.0,797.0,1014.0,1895.0,891.0,1004.0,1199.0,699.0,500.0,696.0,192.0,504.0
70,Erie County (Northeast) PUMA,5993.0,3068.0,2925.0,5056.0,2588.0,2468.0,937.0,480.0,457.0,2002.0,786.0,1216.0,1340.0,306.0,1034.0,662.0,480.0,182.0,3826.0,2117.0,1709.0,3551.0,2117.0,1434.0,275.0,0.0,275.0,165.0,165.0,0.0,165.0,165.0,0.0,0.0,0.0,0.0
71,NYC-Manhattan Community District 11--East Harlem PUMA,37820.0,15952.0,21868.0,30890.0,12732.0,18158.0,6930.0,3220.0,3710.0,15179.0,6262.0,8917.0,12612.0,5606.0,7006.0,2567.0,656.0,1911.0,16243.0,7127.0,9116.0,14180.0,5966.0,8214.0,2063.0,1161.0,902.0,6398.0,2563.0,3835.0,4098.0,1160.0,2938.0,2300.0,1403.0,897.0
72,Orange County (Southeast) PUMA,11480.0,6097.0,5383.0,7793.0,3870.0,3923.0,3687.0,2227.0,1460.0,3747.0,1892.0,1855.0,3403.0,1680.0,1723.0,344.0,212.0,132.0,6159.0,3434.0,2725.0,3649.0,1893.0,1756.0,2510.0,1541.0,969.0,1574.0,771.0,803.0,741.0,297.0,444.0,833.0,474.0,359.0
73,Westchester County (Southeast) PUMA,8948.0,4862.0,4086.0,7089.0,4042.0,3047.0,1859.0,820.0,1039.0,5303.0,2888.0,2415.0,4521.0,2811.0,1710.0,782.0,77.0,705.0,2825.0,1154.0,1671.0,2147.0,810.0,1337.0,678.0,344.0,334.0,820.0,820.0,0.0,421.0,421.0,0.0,399.0,399.0,0.0
74,NYC-Queens Community District 1--Astoria & Long Island City PUMA,44550.0,22366.0,22184.0,40209.0,20204.0,20005.0,4341.0,2162.0,2179.0,29994.0,14752.0,15242.0,27551.0,13700.0,13851.0,2443.0,1052.0,1391.0,12060.0,6600.0,5460.0,10428.0,5490.0,4938.0,1632.0,1110.0,522.0,2496.0,1014.0,1482.0,2230.0,1014.0,1216.0,266.0,0.0,266.0
75,Livingston & Wyoming Counties PUMA,11459.0,5590.0,5869.0,9681.0,4903.0,4778.0,1778.0,687.0,1091.0,959.0,465.0,494.0,612.0,465.0,147.0,347.0,0.0,347.0,8311.0,4111.0,4200.0,7053.0,3597.0,3456.0,1258.0,514.0,744.0,2189.0,1014.0,1175.0,2016.0,841.0,1175.0,173.0,173.0,0.0
76,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,6727.0,3169.0,3558.0,5259.0,2622.0,2637.0,1468.0,547.0,921.0,880.0,303.0,577.0,880.0,303.0,577.0,0.0,0.0,0.0,5562.0,2773.0,2789.0,4311.0,2319.0,1992.0,1251.0,454.0,797.0,285.0,93.0,192.0,68.0,0.0,68.0,217.0,93.0,124.0
77,Westchester County (Southwest)--Yonkers City PUMA,23548.0,10379.0,13169.0,19198.0,8894.0,10304.0,4350.0,1485.0,2865.0,6403.0,1947.0,4456.0,5767.0,1818.0,3949.0,636.0,129.0,507.0,13673.0,6807.0,6866.0,11015.0,5901.0,5114.0,2658.0,906.0,1752.0,3472.0,1625.0,1847.0,2416.0,1175.0,1241.0,1056.0,450.0,606.0
78,Erie County (North Central) PUMA,8716.0,3891.0,4825.0,6619.0,3391.0,3228.0,2097.0,500.0,1597.0,4799.0,2383.0,2416.0,3850.0,1883.0,1967.0,949.0,500.0,449.0,3917.0,1508.0,2409.0,2769.0,1508.0,1261.0,1148.0,0.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Saratoga County (South & Central) PUMA,15508.0,8732.0,6776.0,13467.0,7825.0,5642.0,2041.0,907.0,1134.0,4711.0,2527.0,2184.0,4546.0,2460.0,2086.0,165.0,67.0,98.0,10322.0,5992.0,4330.0,8774.0,5261.0,3513.0,1548.0,731.0,817.0,475.0,213.0,262.0,147.0,104.0,43.0,328.0,109.0,219.0
80,Suffolk County (South Central)--Brookhaven Town (South) PUMA,10896.0,4279.0,6617.0,8588.0,3715.0,4873.0,2308.0,564.0,1744.0,2047.0,818.0,1229.0,1878.0,818.0,1060.0,169.0,0.0,169.0,6797.0,2519.0,4278.0,5686.0,2329.0,3357.0,1111.0,190.0,921.0,2052.0,942.0,1110.0,1024.0,568.0,456.0,1028.0,374.0,654.0
81,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",9088.0,4420.0,4668.0,7426.0,3637.0,3789.0,1662.0,783.0,879.0,3337.0,1879.0,1458.0,3185.0,1807.0,1378.0,152.0,72.0,80.0,5451.0,2372.0,3079.0,4170.0,1830.0,2340.0,1281.0,542.0,739.0,300.0,169.0,131.0,71.0,0.0,71.0,229.0,169.0,60.0
82,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,10647.0,4976.0,5671.0,9152.0,4554.0,4598.0,1495.0,422.0,1073.0,1310.0,827.0,483.0,1310.0,827.0,483.0,0.0,0.0,0.0,7555.0,3419.0,4136.0,6371.0,3027.0,3344.0,1184.0,392.0,792.0,1782.0,730.0,1052.0,1471.0,700.0,771.0,311.0,30.0,281.0
83,Niagara County (North & East) PUMA,10371.0,5357.0,5014.0,9478.0,4763.0,4715.0,893.0,594.0,299.0,738.0,384.0,354.0,644.0,384.0,260.0,94.0,0.0,94.0,7831.0,4085.0,3746.0,7107.0,3566.0,3541.0,724.0,519.0,205.0,1802.0,888.0,914.0,1727.0,813.0,914.0,75.0,75.0,0.0
84,Monroe County (Central)--Rochester City (East) PUMA,24999.0,12587.0,12412.0,18199.0,10449.0,7750.0,6800.0,2138.0,4662.0,4902.0,2522.0,2380.0,4424.0,2454.0,1970.0,478.0,68.0,410.0,15596.0,7327.0,8269.0,10782.0,5747.0,5035.0,4814.0,1580.0,3234.0,4501.0,2738.0,1763.0,2993.0,2248.0,745.0,1508.0,490.0,1018.0
85,Warren & Washington Counties PUMA,12594.0,6102.0,6492.0,9462.0,4532.0,4930.0,3132.0,1570.0,1562.0,1865.0,369.0,1496.0,1723.0,369.0,1354.0,142.0,0.0,142.0,9730.0,5075.0,4655.0,7167.0,3893.0,3274.0,2563.0,1182.0,1381.0,999.0,658.0,341.0,572.0,270.0,302.0,427.0,388.0,39.0
86,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,8675.0,3687.0,4988.0,6057.0,3019.0,3038.0,2618.0,668.0,1950.0,4075.0,1558.0,2517.0,3108.0,1077.0,2031.0,967.0,481.0,486.0,4491.0,2020.0,2471.0,2840.0,1833.0,1007.0,1651.0,187.0,1464.0,109.0,109.0,0.0,109.0,109.0,0.0,0.0,0.0,0.0
87,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,38115.0,16763.0,21352.0,31273.0,14306.0,16967.0,6842.0,2457.0,4385.0,19734.0,8765.0,10969.0,18311.0,8454.0,9857.0,1423.0,311.0,1112.0,15265.0,6500.0,8765.0,11024.0,5015.0,6009.0,4241.0,1485.0,2756.0,3116.0,1498.0,1618.0,1938.0,837.0,1101.0,1178.0,661.0,517.0
88,Onondaga County (Central)--Syracuse City PUMA,30605.0,14698.0,15907.0,24289.0,12246.0,12043.0,6316.0,2452.0,3864.0,7910.0,3713.0,4197.0,7520.0,3485.0,4035.0,390.0,228.0,162.0,16033.0,7891.0,8142.0,12072.0,6355.0,5717.0,3961.0,1536.0,2425.0,6662.0,3094.0,3568.0,4697.0,2406.0,2291.0,1965.0,688.0,1277.0
89,Westchester County (Central)--White Plains City PUMA,14462.0,6968.0,7494.0,12753.0,6418.0,6335.0,1709.0,550.0,1159.0,7934.0,3354.0,4580.0,6949.0,3053.0,3896.0,985.0,301.0,684.0,6274.0,3360.0,2914.0,5550.0,3111.0,2439.0,724.0,249.0,475.0,254.0,254.0,0.0,254.0,254.0,0.0,0.0,0.0,0.0
90,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,36453.0,17659.0,18794.0,27989.0,13972.0,14017.0,8464.0,3687.0,4777.0,11474.0,5569.0,5905.0,9496.0,4742.0,4754.0,1978.0,827.0,1151.0,20582.0,9686.0,10896.0,15797.0,7555.0,8242.0,4785.0,2131.0,2654.0,4397.0,2404.0,1993.0,2696.0,1675.0,1021.0,1701.0,729.0,972.0
91,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",28153.0,11919.0,16234.0,22518.0,10345.0,12173.0,5635.0,1574.0,4061.0,3883.0,1071.0,2812.0,3667.0,1071.0,2596.0,216.0,0.0,216.0,18042.0,8434.0,9608.0,14529.0,7438.0,7091.0,3513.0,996.0,2517.0,6228.0,2414.0,3814.0,4322.0,1836.0,2486.0,1906.0,578.0,1328.0
92,Cattaraugus & Allegany Counties PUMA,13044.0,6106.0,6938.0,10722.0,5297.0,5425.0,2322.0,809.0,1513.0,1956.0,785.0,1171.0,1578.0,703.0,875.0,378.0,82.0,296.0,9583.0,4627.0,4956.0,8124.0,4097.0,4027.0,1459.0,530.0,929.0,1505.0,694.0,811.0,1020.0,497.0,523.0,485.0,197.0,288.0
93,Oswego County PUMA,11350.0,5433.0,5917.0,9214.0,4094.0,5120.0,2136.0,1339.0,797.0,834.0,358.0,476.0,798.0,358.0,440.0,36.0,0.0,36.0,8093.0,4076.0,4017.0,6676.0,3420.0,3256.0,1417.0,656.0,761.0,2423.0,999.0,1424.0,1740.0,316.0,1424.0,683.0,683.0,0.0
94,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",24165.0,11673.0,12492.0,20788.0,9950.0,10838.0,3377.0,1723.0,1654.0,6952.0,3119.0,3833.0,6529.0,2955.0,3574.0,423.0,164.0,259.0,14798.0,7737.0,7061.0,12358.0,6299.0,6059.0,2440.0,1438.0,1002.0,2415.0,817.0,1598.0,1901.0,696.0,1205.0,514.0,121.0,393.0
95,Monroe County (East) PUMA,8548.0,3888.0,4660.0,7112.0,3258.0,3854.0,1436.0,630.0,806.0,2124.0,772.0,1352.0,2124.0,772.0,1352.0,0.0,0.0,0.0,5913.0,2700.0,3213.0,4934.0,2486.0,2448.0,979.0,214.0,765.0,511.0,416.0,95.0,54.0,0.0,54.0,457.0,416.0,41.0
96,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,20423.0,8310.0,12113.0,15696.0,6579.0,9117.0,4727.0,1731.0,2996.0,8933.0,3188.0,5745.0,8336.0,3188.0,5148.0,597.0,0.0,597.0,9337.0,3471.0,5866.0,6200.0,2456.0,3744.0,3137.0,1015.0,2122.0,2153.0,1651.0,502.0,1160.0,935.0,225.0,993.0,716.0,277.0
97,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",16933.0,6162.0,10771.0,14035.0,5835.0,8200.0,2898.0,327.0,2571.0,4603.0,2010.0,2593.0,4229.0,1950.0,2279.0,374.0,60.0,314.0,10625.0,3805.0,6820.0,8670.0,3538.0,5132.0,1955.0,267.0,1688.0,1705.0,347.0,1358.0,1136.0,347.0,789.0,569.0,0.0,569.0
98,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",22804.0,12869.0,9935.0,14358.0,8428.0,5930.0,8446.0,4441.0,4005.0,5568.0,3690.0,1878.0,4341.0,2908.0,1433.0,1227.0,782.0,445.0,13068.0,6740.0,6328.0,7439.0,3975.0,3464.0,5629.0,2765.0,2864.0,4168.0,2439.0,1729.0,2578.0,1545.0,1033.0,1590.0,894.0,696.0
99,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",19846.0,10635.0,9211.0,14735.0,8225.0,6510.0,5111.0,2410.0,2701.0,6182.0,2975.0,3207.0,5406.0,2637.0,2769.0,776.0,338.0,438.0,11522.0,6546.0,4976.0,7899.0,4941.0,2958.0,3623.0,1605.0,2018.0,2142.0,1114.0,1028.0,1430.0,647.0,783.0,712.0,467.0,245.0
100,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",6919.0,3349.0,3570.0,6366.0,3299.0,3067.0,553.0,50.0,503.0,3508.0,1401.0,2107.0,3508.0,1401.0,2107.0,0.0,0.0,0.0,2926.0,1463.0,1463.0,2423.0,1463.0,960.0,503.0,0.0,503.0,485.0,485.0,0.0,435.0,435.0,0.0,50.0,50.0,0.0
101,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",46480.0,22114.0,24366.0,40725.0,18059.0,22666.0,5755.0,4055.0,1700.0,42563.0,18803.0,23760.0,37261.0,15201.0,22060.0,5302.0,3602.0,1700.0,3795.0,3311.0,484.0,3342.0,2858.0,484.0,453.0,453.0,0.0,122.0,0.0,122.0,122.0,0.0,122.0,0.0,0.0,0.0
102,Chautauqua County PUMA,14624.0,7029.0,7595.0,9306.0,4689.0,4617.0,5318.0,2340.0,2978.0,1432.0,527.0,905.0,970.0,527.0,443.0,462.0,0.0,462.0,10796.0,4918.0,5878.0,7144.0,3289.0,3855.0,3652.0,1629.0,2023.0,2396.0,1584.0,812.0,1192.0,873.0,319.0,1204.0,711.0,493.0
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,17762.0,6280.0,11482.0,14079.0,5094.0,8985.0,3683.0,1186.0,2497.0,6147.0,1802.0,4345.0,5983.0,1724.0,4259.0,164.0,78.0,86.0,10279.0,3824.0,6455.0,7407.0,2778.0,4629.0,2872.0,1046.0,1826.0,1336.0,654.0,682.0,689.0,592.0,97.0,647.0,62.0,585.0
104,Erie County (West Central)--Buffalo City (East) PUMA,31790.0,13508.0,18282.0,22838.0,10815.0,12023.0,8952.0,2693.0,6259.0,2897.0,1732.0,1165.0,2580.0,1684.0,896.0,317.0,48.0,269.0,22605.0,9928.0,12677.0,17842.0,8267.0,9575.0,4763.0,1661.0,3102.0,6288.0,1848.0,4440.0,2416.0,864.0,1552.0,3872.0,984.0,2888.0
105,Genesee & Orleans Counties PUMA,8453.0,4790.0,3663.0,6545.0,3665.0,2880.0,1908.0,1125.0,783.0,918.0,408.0,510.0,903.0,408.0,495.0,15.0,0.0,15.0,6244.0,3427.0,2817.0,5159.0,2858.0,2301.0,1085.0,569.0,516.0,1291.0,955.0,336.0,483.0,399.0,84.0,808.0,556.0,252.0
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",18483.0,7189.0,11294.0,13634.0,5713.0,7921.0,4849.0,1476.0,3373.0,3577.0,1112.0,2465.0,3025.0,1007.0,2018.0,552.0,105.0,447.0,12049.0,5045.0,7004.0,9615.0,4088.0,5527.0,2434.0,957.0,1477.0,2857.0,1032.0,1825.0,994.0,618.0,376.0,1863.0,414.0,1449.0
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",9639.0,4513.0,5126.0,6718.0,3394.0,3324.0,2921.0,1119.0,1802.0,769.0,284.0,485.0,738.0,253.0,485.0,31.0,31.0,0.0,7602.0,3922.0,3680.0,5070.0,2834.0,2236.0,2532.0,1088.0,1444.0,1268.0,307.0,961.0,910.0,307.0,603.0,358.0,0.0,358.0
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,4006.0,2019.0,1987.0,3552.0,1781.0,1771.0,454.0,238.0,216.0,1724.0,416.0,1308.0,1494.0,242.0,1252.0,230.0,174.0,56.0,2282.0,1603.0,679.0,2058.0,1539.0,519.0,224.0,64.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",31787.0,11565.0,20222.0,24341.0,9752.0,14589.0,7446.0,1813.0,5633.0,5401.0,1658.0,3743.0,5075.0,1457.0,3618.0,326.0,201.0,125.0,19930.0,7639.0,12291.0,14737.0,6688.0,8049.0,5193.0,951.0,4242.0,6456.0,2268.0,4188.0,4529.0,1607.0,2922.0,1927.0,661.0,1266.0
110,Suffolk County (East) PUMA,8632.0,4450.0,4182.0,5281.0,3125.0,2156.0,3351.0,1325.0,2026.0,1867.0,568.0,1299.0,1535.0,478.0,1057.0,332.0,90.0,242.0,6394.0,3511.0,2883.0,3746.0,2647.0,1099.0,2648.0,864.0,1784.0,371.0,371.0,0.0,0.0,0.0,0.0,371.0,371.0,0.0
111,Orange County (Northwest) PUMA,15873.0,7262.0,8611.0,12967.0,6458.0,6509.0,2906.0,804.0,2102.0,3153.0,1228.0,1925.0,3089.0,1164.0,1925.0,64.0,64.0,0.0,9977.0,4723.0,5254.0,8198.0,4403.0,3795.0,1779.0,320.0,1459.0,2743.0,1311.0,1432.0,1680.0,891.0,789.0,1063.0,420.0,643.0
