,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,237541.0,125900.0,111641.0,181193.0,99189.0,82004.0,56348.0,26711.0,29637.0,42228.0,18499.0,23729.0,35560.0,15510.0,20050.0,6668.0,2989.0,3679.0,139149.0,75129.0,64020.0,107464.0,60378.0,47086.0,31685.0,14751.0,16934.0,56164.0,32272.0,23892.0,38169.0,23301.0,14868.0,17995.0,8971.0,9024.0
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",6410.0,4054.0,2356.0,5371.0,3485.0,1886.0,1039.0,569.0,470.0,1524.0,686.0,838.0,1426.0,686.0,740.0,98.0,0.0,98.0,3867.0,2651.0,1216.0,3554.0,2470.0,1084.0,313.0,181.0,132.0,1019.0,717.0,302.0,391.0,329.0,62.0,628.0,388.0,240.0
2,Ulster County (East) PUMA,613.0,367.0,246.0,330.0,196.0,134.0,283.0,171.0,112.0,308.0,196.0,112.0,196.0,196.0,0.0,112.0,0.0,112.0,305.0,171.0,134.0,134.0,0.0,134.0,171.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Albany County (East Central)--Albany City PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Ontario & Yates Counties PUMA,223.0,133.0,90.0,223.0,133.0,90.0,0.0,0.0,0.0,223.0,133.0,90.0,223.0,133.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,4037.0,1935.0,2102.0,3410.0,1308.0,2102.0,627.0,627.0,0.0,205.0,57.0,148.0,205.0,57.0,148.0,0.0,0.0,0.0,3024.0,1335.0,1689.0,2397.0,708.0,1689.0,627.0,627.0,0.0,808.0,543.0,265.0,808.0,543.0,265.0,0.0,0.0,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",117.0,60.0,57.0,117.0,60.0,57.0,0.0,0.0,0.0,60.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,57.0,57.0,0.0,57.0,0.0,0.0,0.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,305.0,155.0,150.0,305.0,155.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,155.0,0.0,155.0,155.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,0.0,150.0,0.0,0.0,0.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",6581.0,3004.0,3577.0,5303.0,2863.0,2440.0,1278.0,141.0,1137.0,1032.0,0.0,1032.0,1032.0,0.0,1032.0,0.0,0.0,0.0,3382.0,1785.0,1597.0,2621.0,1706.0,915.0,761.0,79.0,682.0,2167.0,1219.0,948.0,1650.0,1157.0,493.0,517.0,62.0,455.0
11,Livingston & Wyoming Counties PUMA,44.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,44.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,1121.0,237.0,884.0,599.0,237.0,362.0,522.0,0.0,522.0,250.0,107.0,143.0,250.0,107.0,143.0,0.0,0.0,0.0,565.0,0.0,565.0,219.0,0.0,219.0,346.0,0.0,346.0,306.0,130.0,176.0,130.0,130.0,0.0,176.0,0.0,176.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,2669.0,1612.0,1057.0,2265.0,1361.0,904.0,404.0,251.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2165.0,1612.0,553.0,1761.0,1361.0,400.0,404.0,251.0,153.0,504.0,0.0,504.0,504.0,0.0,504.0,0.0,0.0,0.0
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,139.0,139.0,0.0,0.0,0.0,0.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,139.0,0.0,0.0,0.0,0.0,139.0,139.0,0.0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,446.0,123.0,323.0,203.0,123.0,80.0,243.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,123.0,0.0,123.0,123.0,0.0,0.0,0.0,0.0,323.0,0.0,323.0,80.0,0.0,80.0,243.0,0.0,243.0
16,Monroe County (Central)--Rochester City (East) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
