,puma,Unemployment_BABS_score,FT_Work_BABS_score,Poverty_BABS_score,Working_Poor_BABS_score,Rent_Burden_BABS_score,Home_ownership_BABS_score,Income_level_BABS_score,Overall_BABS_score,Unemployment_HS_score,FT_Work_HS_score,Poverty_HS_score,Working_Poor_HS_score,Rent_Burden_HS_score,Home_ownership_HS_score,Income_level_HS_score,Overall_HS_score,Unemployment_BABS_grade,FT_Work_BABS_grade,Poverty_BABS_grade,Working_Poor_BABS_grade,Rent_Burden_BABS_grade,Home_ownership_BABS_grade,Income_level_BABS_grade,Overall_BABS_grade,Unemployment_HS_grade,FT_Work_HS_grade,Poverty_HS_grade,Working_Poor_HS_grade,Income_level_HS_grade,Rent_Burden_HS_grade,Home_ownership_HS_grade,Overall_HS_grade
0,Total Geo,-0.005863381926856944,0.015526818831757438,-0.0637450588584749,-0.48558135707365807,0.12131119553019103,-0.33147443544697064,-0.28219851109003935,-0.1474321042905788,0.09634858047253196,-0.04177402870860491,0.15254278613487762,-0.32854602396435456,0.20442933206292144,-0.6440531602488705,-0.009415889207240225,-0.08149548620839131,C,C,C,C-,C,C-,C-,C,C,C,C,C-,C,C,C-,C
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.1789852420637121,0.7362934752464927,0.1966152156079883,0.20060409862426648,0.38093830777825716,-0.08717450371044033,0.3178276384665082,0.27486992486811207,#DIV/0!,-0.14141409402163083,-1.645919411083694,-1.6410829797857716,0.19730292316258863,-1.3355316148474559,-0.6933521124418076,#DIV/0!,C,B-,C,C,B-,C,B-,B-,#DIV!0,C,D-,D-,C-,C,D-,#DIV!0
2,Ulster County (East) PUMA,-2.1706305098619354,0.8231944596253539,-0.2033334703275172,-0.19887626780167308,-0.24655030337258074,-0.33801475168347667,-0.7839895748772479,-0.44545720261415384,0.20184208298389783,0.6937537548660268,0.11262296261639776,0.11680032972327153,-1.3876894866160951,0.1463643911548952,-0.558110685040595,-0.09634523575888586,E,B,C,C,C,C-,D,C-,C,B-,C,C,C-,D-,C,C
3,Albany County (East Central)--Albany City PUMA,0.1789852420637121,0.7759639009551424,0.3615283434022934,0.3653241215582594,#DIV/0!,1.0967391392283294,-0.2272125286548272,#DIV/0!,#DIV/0!,#DIV/0!,0.7400035157457417,0.7439457539965177,#DIV/0!,2.7623033464556572,#DIV/0!,#DIV/0!,C,B,B-,B-,#DIV!0,B,C,#DIV!0,#DIV!0,#DIV!0,B-,B-,#DIV!0,#DIV!0,A,#DIV!0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
5,Ontario & Yates Counties PUMA,0.1789852420637121,-0.8186087501457452,0.3615283434022934,0.3653241215582594,0.5198894202219045,-0.5156988746727613,-0.29697348359489684,-0.029364854452461984,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0582847575668197,#DIV/0!,#DIV/0!,C,D,B-,B-,B-,C-,C-,C,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B,#DIV!0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.3617932890320897,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.048512340906358406,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.1789852420637121,-1.076573339840823,0.3615283434022934,0.3653241215582594,0.5198894202219045,0.047876665445350367,-0.5172066166220114,-0.017168023395902097,0.20184208298389783,-0.563499399582417,-2.223261704026494,-2.218208897145619,-0.36042527258725265,-0.5391396089715685,-0.4895359137770169,-0.8846041018723528,C,D,B-,B-,B-,C,C-,C,C,C-,E,E,C-,C-,C-,D
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.1789852420637121,0.7440175373819664,0.3615283434022934,0.3653241215582594,0.5198894202219045,-0.5701990395957135,1.909877576158547,0.5013461715987099,-4.585934586706903,#DIV/0!,-1.1709432673332418,-1.1662848469679135,#DIV/0!,1.1134459783789525,#DIV/0!,#DIV/0!,C,B-,B-,B-,B-,C-,A,B-,E,#DIV!0,D,D,#DIV!0,#DIV!0,B,#DIV!0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,#DIV/0!,#DIV/0!,0.3615283434022934,0.3653241215582594,#DIV/0!,0.7096746565096004,#DIV/0!,#DIV/0!,0.20184208298389783,0.6742990898038139,-0.549337856774959,-0.544912400865414,0.7957089716489921,-0.597175988138999,0.04150034762650152,0.003132035183404762,#DIV!0,#DIV!0,B-,B-,#DIV!0,B-,#DIV!0,#DIV!0,C,B-,C-,C-,C,B,C-,C
