,puma,Unemployment_BABS_score,FT_Work_BABS_score,Poverty_BABS_score,Working_Poor_BABS_score,Rent_Burden_BABS_score,Home_ownership_BABS_score,Income_level_BABS_score,Overall_BABS_score,Unemployment_HS_score,FT_Work_HS_score,Poverty_HS_score,Working_Poor_HS_score,Rent_Burden_HS_score,Home_ownership_HS_score,Income_level_HS_score,Overall_HS_score,Unemployment_BABS_grade,FT_Work_BABS_grade,Poverty_BABS_grade,Working_Poor_BABS_grade,Rent_Burden_BABS_grade,Home_ownership_BABS_grade,Income_level_BABS_grade,Overall_BABS_grade,Unemployment_HS_grade,FT_Work_HS_grade,Poverty_HS_grade,Working_Poor_HS_grade,Income_level_HS_grade,Rent_Burden_HS_grade,Home_ownership_HS_grade,Overall_HS_grade
0,Total Geo,0.022438193005151885,-0.0006771648732275131,0.021277014038232695,-0.25595262367263516,0.07430245768673692,-0.35089968107481945,-0.219182120657608,-0.10124198936402408,0.1281590957599945,0.059324246273364266,0.15004889949340988,-0.2890821526917852,0.16518983608644444,-0.5462662331994753,0.0549825348603317,-0.03966339620253082,C,C,C,C-,C,C-,C,C,C,C,C,C-,C,C,C-,C
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.21342299963504824,-0.3233591512400014,0.2638493785900653,0.2661253688898408,0.38652062315733926,-0.1359718339003818,0.14724410592812298,0.11683307015143332,0.21357808006932866,0.16541308065463634,0.06900674342720306,0.0723941212497607,0.15991045508595703,-1.0333641071745687,-0.5128837746831761,-0.12370648591012272,C,C-,B-,B-,B-,C,C,C,C,C,C,C,C-,C,D,C
2,Ulster County (East) PUMA,-0.7523648352587656,0.9373186352299537,-0.314744206413895,-0.3123073382692634,-0.7213609519619368,-0.4444384250748916,-0.9870776048909911,-0.37071067523425566,0.21357808006932866,0.9295411820372633,0.08111946795605003,0.0845039563178176,-1.4359839794708047,0.05202843369381021,-1.0772234560051621,-0.16463375934309957,D,B,C-,C-,C-,C-,D,C-,C,B,C,C,D,D-,C,C
3,Albany County (East Central)--Albany City PUMA,0.21342299963504824,0.8693467449115573,0.4659709299566705,0.4681907203945298,#DIV/0!,1.94816121506974,-0.4306895634860709,#DIV/0!,#DIV/0!,#DIV/0!,0.7278552011294361,0.7310854122649623,#DIV/0!,4.713966810042506,#DIV/0!,#DIV/0!,C,B,B-,B-,#DIV!0,A,C-,#DIV!0,#DIV!0,#DIV!0,B-,B-,#DIV!0,#DIV!0,A,#DIV!0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
5,Ontario & Yates Counties PUMA,0.21342299963504824,-2.1816385594678676,-2.3454191933831967,-2.3424176964145094,0.5543186966153809,-0.6831509250224942,-0.58059368348777,-1.0522111945036299,-5.2801461336505655,#DIV/0!,0.7278552011294361,0.7310854122649623,#DIV/0!,0.7623254150827754,#DIV/0!,#DIV/0!,C,E,E,E,B-,C-,C-,D,E,#DIV!0,B-,B-,#DIV!0,#DIV!0,B,#DIV!0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.21342299963504824,0.6475169833999316,0.4659709299566705,0.4681907203945298,#DIV/0!,0.572851506335964,0.7419850182029691,#DIV/0!,0.21357808006932866,-1.8563509396982705,-5.822241246619263,-5.817448526007704,-0.2953631597329247,-0.1926865075057347,-2.0287794113286117,-2.25704167297474,C,B-,B-,B-,#DIV!0,B-,B-,#DIV!0,C,E,E,E,E,C-,C,E
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.21342299963504824,0.0768693627359071,0.4659709299566705,0.4681907203945298,0.5543186966153809,0.29364534856622904,0.2648520868420042,0.33389573496368136,0.12816864002114411,-0.41501950255440384,-0.3494015902022845,-0.3459144020958078,0.27677028563470824,-0.13897490648580507,0.31192116897340616,-0.07606432952986322,C,C,B-,B-,B-,B-,B-,B-,C,C-,C-,C-,B-,B-,C,C
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.21342299963504824,0.8822031671934075,0.4659709299566705,0.4681907203945298,0.5543186966153809,-0.7669906018971917,1.4586466237927795,0.4679660765272321,-5.5067606470050094,#DIV/0!,-2.002683330554997,-1.9988017561358207,#DIV/0!,0.7956192894844343,#DIV/0!,#DIV/0!,C,B,B-,B-,B-,D,A-,B-,E,#DIV!0,E,E,#DIV!0,#DIV!0,B,#DIV!0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,#DIV/0!,#DIV/0!,0.4659709299566705,0.4681907203945298,#DIV/0!,1.0160483430490137,#DIV/0!,#DIV/0!,0.21357808006932866,0.00499642602088498,-0.6737643453435026,-0.6701997812956756,0.6348834476783985,-0.5468224340280243,-0.11123656528270744,-0.1640807388830425,#DIV!0,#DIV!0,B-,B-,#DIV!0,B,#DIV!0,#DIV!0,C,C,C-,C-,C,B-,C-,C
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.21342299963504824,-0.5186524223886724,0.22070691923852215,0.2229949052915555,0.4870390938712843,1.0772777272153315,-0.08056950555208789,0.2317456739015688,0.08525895178743642,0.34288030884909537,0.33513033135526665,0.3384542260472704,0.16248696347445482,2.6994227466329836,0.2963466213031894,0.6085685927785282,C,C-,C,C,B-,B,C,C,C,B-,B-,B-,B-,C,A,B-
11,Livingston & Wyoming Counties PUMA,0.21342299963504824,0.6700150934617715,-4.683475394871614,-4.679823801786072,0.5543186966153809,-1.8298161315070889,-1.2391048854001792,-1.5706376319789648,0.21357808006932866,0.5943138174684255,0.7278552011294361,0.7310854122649623,#DIV/0!,0.6080923951773877,-0.11447157127197745,#DIV/0!,C,B-,E,E,B-,E,D,D-,C,B-,B-,B-,C,#DIV!0,B-,#DIV!0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.21342299963504824,-2.6703969144714157,0.4659709299566705,0.4681907203945298,-0.26001195028371427,-1.8298161315070889,-1.1875746616171474,-0.6857450011275883,0.21357808006932866,0.4606851806079933,0.20560234194986174,0.20895713522671402,-0.20915388920169808,-1.405535823089999,-0.5732796562714171,-0.1570209472441738,C,E,B-,B-,C-,E,D,C-,C,B-,C,C,C-,C,D-,C
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.21342299963504824,-2.2815866182919993,0.4659709299566705,0.4681907203945298,#DIV/0!,0.6968373885911717,0.39101964492403135,#DIV/0!,0.21357808006932866,0.5587584955192199,0.5991323261941314,0.6023932438564198,0.4549842809969815,-0.7882580936560093,0.029545479071782066,0.2385905445788363,C,E,B-,B-,#DIV!0,B-,B-,#DIV!0,C,B-,B-,B-,C,B-,D,C
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,#DIV/0!,#DIV/0!,0.4659709299566705,0.4681907203945298,#DIV/0!,1.0364794176259624,#DIV/0!,#DIV/0!,0.21357808006932866,-3.0874163111390365,0.7278552011294361,0.7310854122649623,#DIV/0!,1.5333623346856968,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,B-,B-,#DIV!0,B,#DIV!0,#DIV!0,C,E,B-,B-,#DIV!0,#DIV!0,A-,#DIV!0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,0.21342299963504824,0.8381780727469917,0.4659709299566705,0.4681907203945298,#DIV/0!,0.8567625994335929,-1.0058985260432332,#DIV/0!,0.21357808006932866,-0.21027883498872554,0.7278552011294361,0.7310854122649623,0.6348834476783985,0.5460877962948663,-1.272937674092544,0.1957533469079604,C,B,B-,B-,#DIV!0,B,D,#DIV!0,C,C,B-,B-,D-,B-,B-,C
16,Monroe County (Central)--Rochester City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.21357808006932866,1.2357950835491511,0.7278552011294361,0.7310854122649623,#DIV/0!,2.2484511150857944,1.3518743214233675,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,B,B-,B-,A-,#DIV!0,A,#DIV!0
17,Westchester County (Northwest) PUMA,0.21342299963504824,-0.5490088076369615,-0.07957800123439003,-0.07720652101187304,0.2827255651324995,-0.7033513041019515,-0.27015469617967613,-0.16902153791390062,0.21357808006932866,-0.25229196195013076,-0.30613441406373754,-0.30265754723623084,0.2939362629090446,-0.7130424682350825,-0.9721680052769377,-0.29125429339767805,C,C-,C,C,B-,C-,C-,C,C,C-,C-,C-,D,B-,C-,C-
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.21342299963504824,0.024499439402031354,0.4659709299566705,0.4681907203945298,0.5543186966153809,-0.43793126875724336,1.1518657130508698,0.34861960432818384,0.21357808006932866,0.9313451625354731,0.46775137906003866,0.47104363732570675,0.45663000863231173,-1.405535823089999,1.505402109876965,0.37717350777283215,C,C,B-,B-,B-,C-,B,B-,C,B,B-,B-,A-,B-,D-,B-
19,Onondaga County (Central)--Syracuse City PUMA,0.21342299963504824,0.7920676851391865,0.4659709299566705,0.4681907203945298,#DIV/0!,1.6480329435816052,0.19386144868968455,#DIV/0!,0.21357808006932866,-0.6698847746106033,0.21788738733749205,0.2212392500468352,-1.1625113990847245,1.0657770402649422,-0.4888176058062369,-0.08610457454042378,C,B,B-,B-,#DIV!0,A-,C,#DIV!0,C,C-,C,C,C-,D,B,C
