,puma,Unemployment_BABS_score,FT_Work_BABS_score,Poverty_BABS_score,Working_Poor_BABS_score,Rent_Burden_BABS_score,Home_ownership_BABS_score,Income_level_BABS_score,Overall_BABS_score,Unemployment_HS_score,FT_Work_HS_score,Poverty_HS_score,Working_Poor_HS_score,Rent_Burden_HS_score,Home_ownership_HS_score,Income_level_HS_score,Overall_HS_score,Unemployment_BABS_grade,FT_Work_BABS_grade,Poverty_BABS_grade,Working_Poor_BABS_grade,Rent_Burden_BABS_grade,Home_ownership_BABS_grade,Income_level_BABS_grade,Overall_BABS_grade,Unemployment_HS_grade,FT_Work_HS_grade,Poverty_HS_grade,Working_Poor_HS_grade,Income_level_HS_grade,Rent_Burden_HS_grade,Home_ownership_HS_grade,Overall_HS_grade
0,Total Geo,-0.1663208626955141,-0.10965066757367574,0.15130673714281684,0.11248687825267518,0.1587610677844128,-0.21527568896479035,-0.1883093960108878,-0.03671456172356618,0.13463286317098333,0.09895123393287017,0.140789485750922,0.05296538737991656,0.095150772502069,-0.21512460644080955,-0.19177423172124258,0.016512986367815563,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",#DIV/0!,-0.3745069278671695,0.19944560073373868,0.19994389951082261,0.47923458476404496,0.6631877940913127,0.5942100751273539,#DIV/0!,0.31065005274459473,0.027818774509026357,0.09370075170957895,0.0944583463200533,0.104915763658255,-0.4718788788839342,0.0035382577016374573,0.023314723965601674,#DIV!0,C-,C,C,B-,B-,B-,#DIV!0,B-,C,C,C,C,C,C-,C
2,Ulster County (East) PUMA,-0.5771569091268276,0.23329970010666715,0.10511051384939975,0.10560269788198637,#DIV/0!,-0.41771116527233115,-0.6906014943782564,#DIV/0!,0.31065005274459473,0.8638040932874642,0.1509940191845761,0.1517558163025526,-0.6148238101816453,-0.21890741108482026,-0.7186084970372877,-0.010733676683509361,C-,C,C,C,#DIV!0,C-,C-,#DIV!0,B-,B,C,C,C-,C-,C,C
3,Albany County (East Central)--Albany City PUMA,#DIV/0!,0.13904001550450798,0.32798726135572565,0.3284938921271706,#DIV/0!,3.4753578358353314,-1.0165052336511577,#DIV/0!,#DIV/0!,#DIV/0!,0.24143890254309758,0.24220733386641083,#DIV/0!,2.723993061843283,#DIV/0!,#DIV/0!,#DIV!0,C,B-,B-,#DIV!0,A,D,#DIV!0,#DIV!0,#DIV!0,C,C,#DIV!0,#DIV!0,A,#DIV!0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
5,Ontario & Yates Counties PUMA,#DIV/0!,-1.060879413852627,0.2122300976563923,0.21272922511699996,#DIV/0!,-0.48429284823412677,-0.13406221355229656,#DIV/0!,-2.702542250694308,#DIV/0!,0.24143890254309758,0.24220733386641083,#DIV/0!,0.03599298151936026,#DIV/0!,#DIV/0!,#DIV!0,D,C,C,#DIV!0,C-,C,#DIV!0,E,#DIV!0,C,C,#DIV!0,#DIV!0,C,#DIV!0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,#DIV/0!,0.1090430578364659,#DIV/0!,#DIV/0!,#DIV/0!,0.2893376171840325,0.37153517504138367,#DIV/0!,#DIV/0!,-1.7893982984833428,#DIV/0!,#DIV/0!,#DIV/0!,-0.30409004463511197,-1.3099071530810285,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,B-,B-,#DIV!0,#DIV!0,E,#DIV!0,#DIV!0,D-,#DIV!0,C-,#DIV!0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.4444255892888707,-0.23993505018301373,#DIV/0!,#DIV/0!,#DIV/0!,-0.14821565977807016,-0.5342410319052063,#DIV/0!,#DIV/0!,-0.48852720414359485,0.054551297911968395,0.05530602087834668,0.2654911715648616,0.1226422825359537,-0.16458408282732082,#DIV/0!,B-,C,#DIV!0,#DIV!0,#DIV!0,C,C-,#DIV!0,#DIV!0,C-,C,C,C,B-,C,#DIV!0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,0.7102027476182713,#DIV/0!,#DIV/0!,#DIV/0!,-0.09959031608404505,1.2941579476720264,#DIV/0!,#DIV/0!,#DIV/0!,-9.561884647461671,-9.561835297848663,#DIV/0!,-0.03136092216170405,#DIV/0!,#DIV/0!,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,C,A-,#DIV!0,#DIV!0,#DIV!0,E,E,#DIV!0,#DIV!0,C,#DIV!0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,#DIV/0!,#DIV/0!,0.32798726135572565,0.3284938921271706,#DIV/0!,0.5697885204782145,#DIV/0!,#DIV/0!,0.31065005274459473,-0.07967095772059984,-0.032696400482920475,-0.03194807720577634,0.7657851840539545,-0.19659669115778144,-0.2206685971212959,0.07355064473002502,#DIV!0,#DIV!0,B-,B-,#DIV!0,B-,#DIV!0,#DIV!0,B-,C,C,C,C,B,C,C
