,puma,Unemployment_BABS_score,FT_Work_BABS_score,Poverty_BABS_score,Working_Poor_BABS_score,Rent_Burden_BABS_score,Home_ownership_BABS_score,Income_level_BABS_score,Overall_BABS_score,Unemployment_HS_score,FT_Work_HS_score,Poverty_HS_score,Working_Poor_HS_score,Rent_Burden_HS_score,Home_ownership_HS_score,Income_level_HS_score,Overall_HS_score,Unemployment_BABS_grade,FT_Work_BABS_grade,Poverty_BABS_grade,Working_Poor_BABS_grade,Rent_Burden_BABS_grade,Home_ownership_BABS_grade,Income_level_BABS_grade,Overall_BABS_grade,Unemployment_HS_grade,FT_Work_HS_grade,Poverty_HS_grade,Working_Poor_HS_grade,Income_level_HS_grade,Rent_Burden_HS_grade,Home_ownership_HS_grade,Overall_HS_grade
0,Total Geo,-2.292003168384488,-0.11651594827834395,-0.09820185552076872,-0.44493194943128606,-0.14411072461834604,-0.1448922537418403,-0.3415912855141804,-0.5117495979270362,-1.5089783189020276,-0.08311813322595497,-0.0641409406206875,-0.11507685938674825,0.016259528705057716,-0.29778950633018564,-0.28273236439248856,-0.3336537991647192,E,C,C,C-,C,C,C-,C-,D-,C,C,C,C-,C,C-,C-
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",#DIV/0!,2.1389787380960157,-0.23970836863365313,-0.2273610904500317,0.026132414178646847,-0.16839124213482956,0.3195846245206617,#DIV/0!,#DIV/0!,-0.03564582712266199,#DIV/0!,#DIV/0!,0.8744358646734524,-1.3116346220025712,-0.5675589241552246,#DIV/0!,#DIV!0,A,C,C,C,C,B-,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,C-,B,D-,#DIV!0
2,Ulster County (East) PUMA,#DIV/0!,-0.17038195847157733,0.1693864121901869,0.18040427097714568,#DIV/0!,-0.5603824982780313,0.09537526819629098,#DIV/0!,#DIV/0!,-0.0655324024104747,#DIV/0!,#DIV/0!,#DIV/0!,-0.1258182156352964,-0.09202840230308591,#DIV/0!,#DIV!0,C,C,C,#DIV!0,C-,C,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,C,#DIV!0,C,#DIV!0
3,Albany County (East Central)--Albany City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.020229261798056442,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.011383229180926678,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
5,Ontario & Yates Counties PUMA,#DIV/0!,#DIV/0!,0.5210219981435789,0.5308971604444521,#DIV/0!,-1.0142927810343128,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,B-,B-,#DIV!0,D,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,#DIV/0!,-0.99515194636286,#DIV/0!,#DIV/0!,#DIV/0!,0.03620998349281653,-0.6448102413087675,#DIV/0!,0.5082088097939492,-0.2049949557715484,-2.5958551145486695,-2.594730069705768,#DIV/0!,-1.240335708618985,-0.6661340345525114,#DIV/0!,#DIV!0,D,#DIV!0,#DIV!0,#DIV!0,C,C-,#DIV!0,B-,C,E,E,C-,#DIV!0,D,#DIV!0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.020229261798056442,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.011383229180926678,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.020229261798056442,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.23679753459415925,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",#DIV/0!,0.2564017705952602,0.40280575735705126,0.41306508237734546,0.644791584416449,0.7391248153963063,0.3826208246264824,#DIV/0!,-0.5914762720056473,0.1940910174837138,-0.0764742953965355,-0.07555828526276694,-0.11204087927952093,0.17664043097777898,0.4938723396418384,0.0012934365941229303,#DIV!0,B-,B-,B-,B-,B-,B-,#DIV!0,C-,C,C,C,B-,C,C,C
11,Livingston & Wyoming Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.011383229180926678,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.644791584416449,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.4062842977176847,-3.8047093882765695,-3.8034840439872437,#DIV/0!,#DIV/0!,-0.09028243063815376,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C-,E,E,C,#DIV!0,#DIV!0,#DIV!0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.15209144280345932,#DIV/0!,#DIV/0!,#DIV/0!,-0.26825316990126985,-0.5882597812840816,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,C-,#DIV!0,C-,#DIV!0
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.020229261798056442,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.9712925819483879,#DIV/0!,#DIV/0!,#DIV/0!,-0.3784141186992696,-0.536133500243148,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,D,#DIV!0,#DIV!0,C-,#DIV!0,C-,#DIV!0
16,Monroe County (Central)--Rochester City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.011383229180926678,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0
17,Westchester County (Northwest) PUMA,#DIV/0!,0.3299723412720526,0.5210219981435789,0.5308971604444521,0.644791584416449,-0.17479094571419862,1.1373089236266134,#DIV/0!,#DIV/0!,0.7690824368954382,-0.46797499785026003,-0.4670265046417453,-0.5531658186731948,-0.5805892037524438,-0.029924399713707008,#DIV/0!,#DIV!0,B-,B-,B-,B-,C,B,#DIV!0,#DIV!0,B,C-,C-,C,C-,C-,#DIV!0
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,#DIV/0!,-0.7322050218103949,#DIV/0!,#DIV/0!,#DIV/0!,0.04373560977942149,-0.4011473846605645,#DIV/0!,#DIV/0!,-0.0655324024104747,0.7544831491847895,0.7553302142244265,0.5969914915782666,#DIV/0!,1.5624309063415582,#DIV/0!,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,C,C-,#DIV!0,#DIV!0,C,B,B,A-,B-,#DIV!0,#DIV!0
19,Onondaga County (Central)--Syracuse City PUMA,#DIV/0!,-0.17038195847157733,#DIV/0!,#DIV/0!,#DIV/0!,-0.020229261798056442,0.9827234987240507,#DIV/0!,#DIV/0!,-1.08524634925289,0.8167661097711759,0.8176080071519773,#DIV/0!,0.7220919154876932,1.6178740297070864,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,C,B,#DIV!0,#DIV!0,D,B,B,A-,#DIV!0,B-,#DIV!0
20,Westchester County (Northeast) PUMA,#DIV/0!,-0.17038195847157733,#DIV/0!,#DIV/0!,#DIV/0!,-0.1669280061229115,0.4605831214172466,#DIV/0!,#DIV/0!,0.6820077299923347,-0.5255450761310896,-0.5245918062947317,0.5685638600185938,-0.49779124882877684,0.2959409157209437,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,C,B-,#DIV!0,#DIV!0,B-,C-,C-,B-,B-,C-,#DIV!0
21,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
22,Erie County (West Central)--Buffalo City (West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
23,Monroe County (Central)--Rochester City (West) PUMA,#DIV/0!,#DIV/0!,0.5210219981435789,0.5308971604444521,0.644791584416449,#DIV/0!,#DIV/0!,#DIV/0!,0.5082088097939492,-1.5834272087789556,-0.06776508133685868,-0.0668497938123971,#DIV/0!,-0.5220188833440109,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,B-,B-,B-,#DIV!0,#DIV!0,#DIV!0,B-,D-,C,C,#DIV!0,#DIV!0,C-,#DIV!0
24,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,0.3038281376472706,#DIV/0!,#DIV/0!,#DIV/0!,-1.0142927810343128,2.613039240285291,#DIV/0!,#DIV/0!,-0.0655324024104747,#DIV/0!,#DIV/0!,#DIV/0!,-0.011383229180926678,0.3963678736984202,#DIV/0!,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,D,A,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,B-,#DIV!0,C,#DIV!0
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,#DIV/0!,2.860083196710887,#DIV/0!,#DIV/0!,#DIV/0!,1.107444945507589,-0.9450236184495749,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.3116346220025712,#DIV/0!,#DIV/0!,#DIV!0,A,#DIV!0,#DIV!0,#DIV!0,B,D,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,D-,#DIV!0
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",#DIV/0!,1.02753908166441,0.19454014315098658,0.205476260836848,0.11441647139681496,0.08877142106508545,-0.7807085764452074,#DIV/0!,#DIV/0!,0.6955896726084744,0.4544031398029956,0.4552751026814193,0.10186407840186448,0.3007365564840138,-0.049410675447673996,#DIV/0!,#DIV!0,B,C,C,C,C,D,#DIV!0,#DIV!0,B-,B-,B-,C,C,B-,#DIV!0
27,St. Lawrence County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.011383229180926678,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0
28,Columbia & Greene Counties PUMA,#DIV/0!,-0.17038195847157733,0.5210219981435789,0.5308971604444521,#DIV/0!,-0.020229261798056442,-0.6190310348370313,#DIV/0!,#DIV/0!,#DIV/0!,0.27356768639219053,0.2744546533089547,#DIV/0!,-1.3116346220025712,#DIV/0!,#DIV/0!,#DIV!0,C,B-,B-,#DIV!0,C,C-,#DIV!0,#DIV!0,#DIV!0,B-,B-,#DIV!0,#DIV!0,D-,#DIV!0
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.6136329488324584,-0.17038195847157733,0.5210219981435789,0.5308971604444521,#DIV/0!,0.6030754313446771,-0.4293749065017797,#DIV/0!,#DIV/0!,-0.46858921540097526,#DIV/0!,#DIV/0!,#DIV/0!,-0.28508929567834007,-0.8451151101133764,#DIV/0!,B-,C,B-,B-,#DIV!0,B-,C-,#DIV!0,#DIV!0,C-,#DIV!0,#DIV!0,D,#DIV!0,C-,#DIV!0
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.09641206027768,#DIV/0!,#DIV/0!,0.5082088097939492,1.3828405947617355,0.5710306114628891,0.5718928976820996,0.5490201444226501,0.529950008934339,0.2345947433866469,0.6210768300634728,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,B-,A-,B-,B-,C,B-,B-,B-
31,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
32,Schenectady County--Schenectady City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.020229261798056442,#DIV/0!,#DIV/0!,#DIV/0!,-0.0655324024104747,#DIV/0!,#DIV/0!,#DIV/0!,-0.11542122983664344,0.38337413532388415,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,B-,#DIV!0,C,#DIV!0
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",#DIV/0!,-0.5453902363320887,#DIV/0!,#DIV/0!,#DIV/0!,0.4531767378059236,-0.6238595756138671,#DIV/0!,#DIV/0!,6.689099485929264,#DIV/0!,#DIV/0!,#DIV/0!,-1.3116346220025712,-0.29477133757550994,#DIV/0!,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,B-,C-,#DIV!0,#DIV!0,A,#DIV!0,#DIV!0,C-,#DIV!0,D-,#DIV!0
34,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.020229261798056442,#DIV/0!,#DIV/0!,#DIV/0!,-0.7805737574766185,0.8167661097711759,0.8176080071519773,#DIV/0!,1.2705805209849985,0.179104236750522,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,D,B,B,C,#DIV!0,A-,#DIV!0
36,Suffolk County (East) PUMA,#DIV/0!,-0.17038195847157733,#DIV/0!,#DIV/0!,#DIV/0!,-1.0142927810343128,0.4284911965659263,#DIV/0!,0.5082088097939492,0.5021396649381777,-0.4576406686626725,-0.4566930329003522,-2.457775810241945,0.07903159248504428,-0.145383103534667,-0.3468732211603522,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,D,B-,#DIV!0,B-,B-,C-,C-,C,E,C,C-
37,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.011383229180926678,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,#DIV/0!,-0.3040222840642384,#DIV/0!,#DIV/0!,#DIV/0!,-0.2143460338085632,-0.41652039385122974,#DIV/0!,#DIV/0!,0.12716248392138138,0.8167661097711759,0.8176080071519773,#DIV/0!,-0.8424972466342,-0.25196329508250537,#DIV/0!,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,C,C-,#DIV!0,#DIV!0,C,B,B,C-,#DIV!0,D,#DIV!0
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.9587392031795033,0.05763485422951146,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B,C,#DIV!0
40,Westchester County (Central)--White Plains City PUMA,#DIV/0!,0.13605502385069596,#DIV/0!,#DIV/0!,#DIV/0!,-0.3440349645889863,-0.4738433626621565,#DIV/0!,#DIV/0!,0.17321813651224188,0.5133087885513381,0.514175863988745,-0.3395136230548578,-0.06843351140134393,0.3652935379320131,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,C-,C-,#DIV!0,#DIV!0,C,B-,B-,B-,C-,C,#DIV!0
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",#DIV/0!,-0.5788207330709577,#DIV/0!,#DIV/0!,#DIV/0!,0.11548201865419765,-0.5011754692111019,#DIV/0!,#DIV/0!,0.219224740472919,-1.9186024657380991,-1.9175336129997724,0.6734897867133031,-0.5600491501333709,0.2465391036567878,#DIV/0!,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,C,C-,#DIV!0,#DIV!0,C,E,E,C,B-,C-,#DIV!0
42,Erie County (North Central) PUMA,#DIV/0!,-0.17038195847157733,#DIV/0!,#DIV/0!,#DIV/0!,-1.0142927810343128,-0.4772360932257109,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.011383229180926678,#DIV/0!,#DIV/0!,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,D,C-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0
43,Chautauqua County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
44,Dutchess County (Southwest) PUMA,0.6136329488324584,-0.16101159981470878,#DIV/0!,#DIV/0!,#DIV/0!,0.17029024019761832,1.8223526670359755,#DIV/0!,-2.1717118626486194,-0.28822634316641166,0.2025706040070524,0.20346346159915737,0.19350027486858648,-0.027884635227380664,0.18826041519019066,-0.24286115505391784,B-,C,#DIV!0,#DIV!0,#DIV!0,C,A,#DIV!0,E,C-,C,C,C,C,C,C
45,Westchester County (Southeast) PUMA,#DIV/0!,-0.14995097894549336,#DIV/0!,#DIV/0!,#DIV/0!,-0.3270808788689948,-1.122341339059809,#DIV/0!,0.5082088097939492,-0.12145303543117553,-0.4238930793933254,-0.42294824369102507,-3.504117106499692,-0.3025901439177389,-0.42964429295143086,-0.6709195845843484,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,C-,D,#DIV!0,B-,C,C-,C-,C-,E,C-,C-
46,Rockland County (North)--New City & Congers PUMA,#DIV/0!,-0.6576163577881595,#DIV/0!,#DIV/0!,#DIV/0!,-0.25899261783026045,-0.88175528575617,#DIV/0!,#DIV/0!,0.2827990805099519,#DIV/0!,#DIV/0!,#DIV/0!,-0.25910198575288346,-0.40937868960076906,#DIV/0!,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,C-,D,#DIV!0,#DIV!0,B-,#DIV!0,#DIV!0,C-,#DIV!0,C-,#DIV!0
