,puma,Unemployment_BABS_score,FT_Work_BABS_score,Poverty_BABS_score,Working_Poor_BABS_score,Rent_Burden_BABS_score,Home_ownership_BABS_score,Income_level_BABS_score,Overall_BABS_score,Unemployment_HS_score,FT_Work_HS_score,Poverty_HS_score,Working_Poor_HS_score,Rent_Burden_HS_score,Home_ownership_HS_score,Income_level_HS_score,Overall_HS_score,Unemployment_BABS_grade,FT_Work_BABS_grade,Poverty_BABS_grade,Working_Poor_BABS_grade,Rent_Burden_BABS_grade,Home_ownership_BABS_grade,Income_level_BABS_grade,Overall_BABS_grade,Unemployment_HS_grade,FT_Work_HS_grade,Poverty_HS_grade,Working_Poor_HS_grade,Income_level_HS_grade,Rent_Burden_HS_grade,Home_ownership_HS_grade,Overall_HS_grade
0,Total Geo,-0.592216931105082,0.01935649676834444,0.017004780016257912,0.2634119614119416,-0.5210955656177318,-0.2959204177572095,-0.14161113958042337,-0.17872440226627181,-0.5781378675130071,0.077578549990788,0.10711994702673486,0.18755399638463435,0.16891663806620452,-0.09470460674957219,0.04792031734187401,-0.01196471792176337,C-,C,C,B-,C-,C-,C,C,C-,C,C,C,C,C,C,C
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",#DIV/0!,-0.7400968794343614,-1.3866797386678962,-1.3926506235076244,-0.7522013655337035,-0.9726495477111886,-0.5961475631981379,#DIV/0!,#DIV/0!,0.5410425173186849,0.38400454521491806,0.382839258371772,0.4766371160877866,#DIV/0!,1.398841878040665,#DIV/0!,#DIV!0,C-,D-,D-,D,D,C-,#DIV!0,#DIV!0,B-,B-,B-,A-,B-,#DIV!0,#DIV!0
2,Ulster County (East) PUMA,0.4105363727884002,0.2901978440095001,-4.524454059155513,-4.527038543003631,#DIV/0!,4.345621765492493,0.713782669169151,#DIV/0!,#DIV/0!,0.5463935891469675,0.5904273362289647,0.5892280711935771,0.8518191381737397,0.7143692320863451,2.3248226139308636,#DIV/0!,B-,B-,E,E,#DIV!0,A,B-,#DIV!0,#DIV!0,B-,B-,B-,A,B,B-,#DIV!0
3,Albany County (East Central)--Albany City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
5,Ontario & Yates Counties PUMA,#DIV/0!,-2.73608512780316,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.8618343506451361,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,E,#DIV!0,#DIV!0,#DIV!0,#DIV!0,D,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.8618343506451361,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,D,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,#DIV/0!,-1.0085308807360143,#DIV/0!,#DIV/0!,#DIV/0!,-0.17223857898520847,-0.17216987277071893,#DIV/0!,#DIV/0!,-0.7906661339392691,0.2095484696327768,0.20841189910552155,0.8518191381737397,-0.2834182839785765,-0.23758559811896093,#DIV/0!,#DIV!0,D,#DIV!0,#DIV!0,#DIV!0,C,C,#DIV!0,#DIV!0,D,C,C,C,B,C-,#DIV!0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,0.2901978440095001,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.027305164216334412,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.785970822257707,0.5904273362289647,0.5892280711935771,#DIV/0!,-1.19060465839984,-1.1008663712211786,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,E,B-,B-,D,#DIV!0,D,#DIV!0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",#DIV/0!,0.2803953068557719,-0.06358247216123085,-0.07098129203951145,0.7801911774416666,-0.3895543351656804,0.059053150108110505,#DIV/0!,-3.569727895996775,0.7027526082013136,-0.004739510214029922,-0.0058408079008274525,-1.5150977739153806,-0.5106513859774536,0.5605937585923211,-0.6203872867444045,#DIV!0,B-,C,C,B,C-,C,#DIV!0,E,B-,C,C,B-,D-,C-,C-
11,Livingston & Wyoming Counties PUMA,#DIV/0!,0.2901978440095001,0.5764349083991064,0.5683453583182023,#DIV/0!,#DIV/0!,8.057787449235013,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,B-,B-,B-,#DIV!0,#DIV!0,A,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,#DIV/0!,-2.73608512780316,#DIV/0!,#DIV/0!,0.7801911774416666,#DIV/0!,-0.8618343506451361,#DIV/0!,#DIV/0!,-0.23263500980398655,-5.87590731163774,-5.876042186638076,#DIV/0!,#DIV/0!,1.0708784290015367,#DIV/0!,#DIV!0,E,#DIV!0,#DIV!0,B,#DIV!0,D,#DIV!0,#DIV!0,C,E,E,B,#DIV!0,#DIV!0,#DIV!0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,#DIV/0!,-2.73608512780316,#DIV/0!,#DIV/0!,#DIV/0!,-0.375314388179528,-0.8618343506451361,#DIV/0!,#DIV/0!,0.02620152654505032,#DIV/0!,#DIV/0!,-0.26279228702968704,-0.12510126461623206,0.5956662162232927,#DIV/0!,#DIV!0,E,#DIV!0,#DIV!0,#DIV!0,C-,D,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,B-,C-,C,#DIV!0
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,#DIV/0!,0.2901978440095001,#DIV/0!,#DIV/0!,#DIV/0!,-0.375314388179528,0.11367871708859152,#DIV/0!,#DIV/0!,-0.23106121465459079,#DIV/0!,#DIV/0!,#DIV/0!,0.6919894023898574,-1.0568076755673073,#DIV/0!,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,C-,C,#DIV!0,#DIV!0,C,#DIV!0,#DIV!0,D,#DIV!0,B-,#DIV!0
16,Monroe County (Central)--Rochester City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
17,Westchester County (Northwest) PUMA,#DIV/0!,-1.696380548530099,#DIV/0!,#DIV/0!,#DIV/0!,1.277752018975131,-0.24354970235248524,#DIV/0!,#DIV/0!,0.20399882709923847,-0.2592279606024043,-0.26028736825638105,#DIV/0!,1.032216170749726,-0.26614778489635693,#DIV/0!,#DIV!0,D-,#DIV!0,#DIV!0,#DIV!0,A-,C,#DIV!0,#DIV!0,C,C-,C-,C-,#DIV!0,B,#DIV!0
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,#DIV/0!,-0.5998853829942233,#DIV/0!,#DIV/0!,#DIV/0!,-0.31281816358551046,-0.2743626379025386,#DIV/0!,#DIV/0!,0.5463935891469675,0.03251181232861591,0.03140438289351489,-0.9024791794361873,#DIV/0!,-0.2830538809263771,#DIV/0!,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,C-,C-,#DIV!0,#DIV!0,B-,C,C,C-,D,#DIV!0,#DIV!0
19,Onondaga County (Central)--Syracuse City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.785970822257707,0.5904273362289647,0.5892280711935771,#DIV/0!,1.5924723818574291,-1.1008663712211786,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,E,B-,B-,D,#DIV!0,A-,#DIV!0
20,Westchester County (Northeast) PUMA,#DIV/0!,0.2901978440095001,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.3460830164069388,#DIV/0!,#DIV/0!,-1.4118206979282073,0.27485227639985477,0.27370495654938026,-3.1751362876176463,1.1892830157688759,-0.020577860424489672,#DIV/0!,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,A-,#DIV!0,#DIV!0,D-,B-,B-,C,E,B,#DIV!0
21,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
22,Erie County (West Central)--Buffalo City (West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.1008663712211786,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,D,#DIV!0,#DIV!0,#DIV!0
23,Monroe County (Central)--Rochester City (West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.47521396804264693,-1.785970822257707,0.4090527553120786,0.40788334541210436,#DIV/0!,-0.6409298913774174,-1.1008663712211786,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B-,E,B-,B-,D,#DIV!0,C-,#DIV!0
24,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.5463935891469675,#DIV/0!,#DIV/0!,#DIV/0!,-0.1669441378454421,-0.4178831999933753,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B-,#DIV!0,#DIV!0,C-,#DIV!0,C,#DIV!0
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,#DIV/0!,1.975454075752076,#DIV/0!,#DIV/0!,#DIV/0!,-0.04267437750771914,1.5239313041384372,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,A,#DIV!0,#DIV!0,#DIV!0,C,A-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",#DIV/0!,0.06284257506113768,-1.1128434904159614,-1.1191099093661463,-0.16932784821131644,#DIV/0!,-0.11537482261942472,#DIV/0!,0.47521396804264693,0.08305249499049536,-0.24751275804070594,-0.2485740940738255,-3.126378896117718,-1.19060465839984,0.013304281050815126,-0.6059285232211618,#DIV!0,C,D,D,C,#DIV!0,C,#DIV!0,B-,C,C,C,C,E,D,C-
27,St. Lawrence County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
28,Columbia & Greene Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.8618343506451361,#DIV/0!,#DIV/0!,-1.785970822257707,0.27787625228266855,0.276728434671102,#DIV/0!,#DIV/0!,-1.1008663712211786,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,D,#DIV!0,#DIV!0,E,B-,B-,D,#DIV!0,#DIV!0,#DIV!0
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.4105363727884002,0.2901978440095001,0.5764349083991064,0.5683453583182023,0.7801911774416666,-0.20447816383205938,-0.09655330627923091,0.3320963129779408,#DIV/0!,0.13735953192301334,#DIV/0!,#DIV/0!,#DIV/0!,-1.0110821044220164,-0.8121012456895541,#DIV/0!,B-,B-,B-,B-,B,C,C,B-,#DIV!0,C,#DIV!0,#DIV!0,D,#DIV!0,D,#DIV!0
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.4105363727884002,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.6526830931772912,#DIV/0!,#DIV/0!,#DIV/0!,-0.3965694835882522,-0.1272503322726868,-0.12833146408417997,-1.0251586432274793,-0.5082290590245838,-0.0716184921619714,#DIV/0!,B-,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,C-,C,C,C,D,C-,#DIV!0
31,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
32,Schenectady County--Schenectady City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.5463935891469675,#DIV/0!,#DIV/0!,#DIV/0!,-0.2587725080716454,-0.1290686976302863,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B-,#DIV!0,#DIV!0,C,#DIV!0,C-,#DIV!0
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",#DIV/0!,-0.256155076148498,#DIV/0!,#DIV/0!,#DIV/0!,0.038693567559602765,0.023486393454208335,#DIV/0!,#DIV/0!,-1.785970822257707,#DIV/0!,#DIV/0!,#DIV/0!,-1.19060465839984,-1.1008663712211786,#DIV/0!,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,C,C,#DIV!0,#DIV!0,E,#DIV!0,#DIV!0,D,#DIV!0,D,#DIV!0
34,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.375314388179528,-0.8618343506451361,#DIV/0!,#DIV/0!,-1.1258676869544972,0.5904273362289647,0.5892280711935771,#DIV/0!,1.133030544960052,-0.9102306456576709,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,C-,D,#DIV!0,#DIV!0,D,B-,B-,D,#DIV!0,B,#DIV!0
36,Suffolk County (East) PUMA,#DIV/0!,0.2901978440095001,#DIV/0!,#DIV/0!,#DIV/0!,0.4039904226001883,-0.3553955097709058,#DIV/0!,#DIV/0!,0.009877817506990282,-0.5174612410459991,-0.5184781422499712,0.5776100298592624,-0.578719106070175,-0.3828285773854655,#DIV/0!,#DIV!0,B-,#DIV!0,#DIV!0,#DIV!0,B-,C-,#DIV!0,#DIV!0,C,C-,C-,C-,B-,C-,#DIV!0
