,puma,BABS_Poverty_Total,BABS_Poverty_M,BABS_Poverty_F,HS_Poverty_Total,HS_Poverty_M,HS_Poverty_F,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
0,Total Geo,12.781738995569306,12.294690928917058,13.198797032264592,26.265059825998303,22.28936531799464,30.69340089696546,40.43659465443985,38.71187595842563,42.80215550423402
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,2.7210884353741496,6.101694915254238,0.0,30.572109654350417,29.377328366152213,32.09207853757617,56.333830104321905,33.44481605351171,74.73118279569893
2,"Chenango, Delaware & Broome (East) Counties PUMA",44.166666666666664,21.176470588235293,100.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3,Cayuga & Onondaga (South) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,10.343347639484978,21.11650485436893,4.4488711819389115,41.606192549588776,37.470725995316165,46.40468227424749,23.96694214876033,22.84134410888983,26.035965598123532
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",12.596850787303174,14.666666666666666,11.028119507908611,18.781920326864146,20.33174164362905,17.181417077601868,64.43390634262003,69.70760233918128,59.01442307692307
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",17.143398370903583,7.6462765957446805,20.927152317880797,27.812840043525572,19.172699069286452,37.4052812858783,38.74160480735242,29.35131663455363,50.235849056603776
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",25.699745547073793,0.0,34.23728813559322,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
8,Erie County (Northwest) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,#DIV/0!
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,11.377511377511377,6.308758040573974,15.502315280853635,24.596651445966515,20.625610948191593,26.392572944297083,35.678391959798994,49.07834101382488,0.0
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",4.13129598189021,3.745510518214469,4.355608591885442,27.276190476190475,38.68653421633554,1.8450184501845017,100.0,100.0,#DIV/0!
11,Saratoga County (South & Central) PUMA,10.867052023121387,7.529162248144221,14.866581956797967,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,0.0,0.0,11.961989938513137,0.0,14.479025710419485,50.42016806722689,62.28373702422145,0.0
