,puma,BABS_Working_Poor_Total,BABS_Working_Poor_M,BABS_Working_Poor_F,HS_Working_Poor_Total,HS_Working_Poor_M,HS_Working_Poor_F,HSINC_Working_Poor_Total,HSINC_Working_Poor_M,HSINC_Working_Poor_F
0,Total Geo,5.826696310471956,6.393140128079887,5.216578009002163,17.388082789747216,17.057216909171437,17.961120226147607,29.48020765120671,31.84297457171391,22.712436278285107
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,3.3271719038817005,6.480648064806481,0.0,25.711892797319933,31.063590320765332,10.147299509001636,0.0,0.0,#DIV/0!
2,"Chenango, Delaware & Broome (East) Counties PUMA",44.166666666666664,21.176470588235293,100.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3,Cayuga & Onondaga (South) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,3.520756699947451,0.0,5.347166799680767,26.07967860729829,16.150375939849624,38.5428463571159,13.97804054054054,7.318501170960187,31.212121212121215
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",8.733172247152227,16.19718309859155,0.0,6.179775280898876,8.32,2.896416298478154,65.33678756476684,65.74626865671642,64.40677966101694
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",19.05829596412556,9.31174089068826,23.38970852824757,10.787523694640704,1.225769669327252,25.40305010893246,32.162849872773535,33.26055312954877,29.610829103214893
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
8,Erie County (Northwest) PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",0.15428130624839292,0.3188097768331562,0.0,0.0,#DIV/0!,0.0,100.0,100.0,#DIV/0!
11,Saratoga County (South & Central) PUMA,5.193855157278712,8.930817610062892,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,0.0,0.0,10.04056795131846,0.0,14.666666666666666,100.0,100.0,#DIV/0!
13,Columbia & Greene Counties PUMA,0.0,0.0,0.0,43.47826086956522,0.0,100.0,100.0,100.0,#DIV/0!
