,puma,BABS_Rent_Burden_Total,BABS_Rent_Burden_M,BABS_Rent_Burden_F,HS_Rent_Burden_Total,HS_Rent_Burden_M,HS_Rent_Burden_F,HSINC_Rent_Burden_Total,HSINC_Rent_Burden_M,HSINC_Rent_Burden_F
0,Total Geo,17.523218710447974,15.757971988692345,19.178851186209396,27.85593354189238,25.40694617692236,30.702947574048885,35.95820895522388,36.055729752115006,35.82537572021435
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,26.455026455026452,100.0,0.0
2,"Chenango, Delaware & Broome (East) Counties PUMA",21.176470588235293,21.176470588235293,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3,Cayuga & Onondaga (South) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,5.960854092526691,0.0,7.604994324631101,44.81132075471698,42.525697503671076,47.268708556994,39.74550898203593,49.0,20.642201834862387
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.0,0.0,0.0,37.69041769041769,46.04691572545613,26.809954751131222,71.37931034482759,75.35903250188964,67.28826728826729
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",26.65184243964422,5.529075309818875,37.208194378275365,41.39953088350274,41.994437822804926,40.82339361292805,38.248436103663984,19.035087719298247,58.19672131147541
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
8,Erie County (Northwest) PUMA,0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,16.425638278878772,10.31608197290726,22.887582659808963,50.54327463469465,56.65024630541872,47.872913301023154,0.0,0.0,#DIV/0!
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",28.44400396432111,0.0,43.68340943683409,73.71647509578544,100.0,14.035087719298245,100.0,100.0,#DIV/0!
11,Saratoga County (South & Central) PUMA,38.36734693877551,25.818181818181817,54.418604651162795,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,#DIV/0!,0.0,32.67326732673268,0.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
13,Columbia & Greene Counties PUMA,0.0,0.0,0.0,15.49636803874092,#DIV/0!,15.49636803874092,#DIV/0!,#DIV/0!,#DIV/0!
14,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,13.859649122807017,0.0,52.317880794701985,48.03446418955304,58.17307692307693,35.12851897184823,0.0,#DIV/0!,0.0
