,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,0.8944365015229688,0.9414078479499041,0.8637578099309438,0.824011426010978,0.8468762925077424,0.7954691415546965,0.6955244801922371,0.7744970629516037,0.5538877493939959
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.47549019607843135,0.0,1.0,0.900990099009901,0.8706099815157117,1.0,#DIV/0!,#DIV/0!,#DIV/0!
2,Ulster County (East) PUMA,1.0,1.0,1.0,0.8195488721804511,0.8690835850956697,0.7379767827529021,#DIV/0!,#DIV/0!,#DIV/0!
3,Albany County (East Central)--Albany City PUMA,0.8798882681564246,1.0,0.8142548596112311,0.27813504823151125,0.0,0.34189723320158105,1.0,#DIV/0!,1.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,0.5443037974683544,0.0,1.0,0.9432773109243697,1.0,0.9258241758241759,1.0,1.0,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,1.0,1.0,#DIV/0!,0.7532097004279601,1.0,0.0,1.0,1.0,#DIV/0!
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.9482926829268292,1.0,0.9186492709132771,0.6583333333333333,0.7725118483412322,0.5687732342007435,1.0,1.0,#DIV/0!
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.7334801762114538,#DIV/0!,0.7334801762114538,0.8642191142191142,0.8896746817538896,0.7450331125827815,1.0,#DIV/0!,1.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",1.0,1.0,1.0,0.7979377713458755,0.7902790279027903,0.8030852994555354,0.574784276126558,0.3244274809160305,0.7261538461538461
11,Livingston & Wyoming Counties PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.9196078431372549,#DIV/0!,0.9196078431372549,0.776873354081877,0.5006729475100942,0.9293942772203642,0.46233230134158926,0.7028112449799196,0.208067940552017
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,1.0,1.0,1.0,0.8962264150943396,1.0,0.7868217054263565,0.3087719298245614,0.1581196581196581,1.0
