,puma,BABS_Rent_Burden_Total,BABS_Rent_Burden_M,BABS_Rent_Burden_F,HS_Rent_Burden_Total,HS_Rent_Burden_M,HS_Rent_Burden_F,HSINC_Rent_Burden_Total,HSINC_Rent_Burden_M,HSINC_Rent_Burden_F
0,Total Geo,0.1077604485699477,0.12353018029788346,0.09886506006337976,0.23508654476477397,0.2184994394539288,0.2511141278264566,0.3299583851731091,0.24148296593186372,0.42345363098914673
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.0,0.0,#DIV/0!,0.07906044113434546,0.22904564315352696,0.0,1.0,1.0,#DIV/0!
2,Ulster County (East) PUMA,0.0,#DIV/0!,0.0,0.4579710144927536,0.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
3,Albany County (East Central)--Albany City PUMA,0.0,0.0,0.0,0.028050490883590462,0.0,0.043859649122807015,0.0,#DIV/0!,0.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.0,#DIV/0!,0.0,0.6148148148148148,0.6819571865443425,0.5423542354235423,0.7297734627831716,0.0,1.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.0,#DIV/0!,0.0,0.1424272818455366,0.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.0,0.0,0.0,0.21339584728734093,0.11521652761223679,0.263338722716249,0.46015684290412345,0.0,0.6767113095238095
11,Livingston & Wyoming Counties PUMA,1.0,1.0,#DIV/0!,0.22745098039215686,#DIV/0!,0.22745098039215686,#DIV/0!,#DIV/0!,#DIV/0!
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.17064544650751548,1.0,0.0803921568627451,0.16373134328358208,0.06960950764006792,0.23754993342210387,0.32603201347935973,0.10909090909090909,0.5515463917525774
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.6511056511056511,0.6511056511056511,#DIV/0!,0.7031963470319634,0.0,1.0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
16,Monroe County (Central)--Rochester City (East) PUMA,0.3488372093023256,1.0,0.0,0.40299625468164796,0.16151202749140894,0.5896414342629482,0.5509138381201044,0.7508896797153025,0.0
17,Westchester County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.5511938486442736,0.5862412761714856,0.5272479564032697,0.0,0.0,0.0
19,Onondaga County (Central)--Syracuse City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.3944197844007609,0.547144754316069,0.25485436893203883,1.0,#DIV/0!,1.0
20,Westchester County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22,Erie County (West Central)--Buffalo City (West) PUMA,0.20532319391634982,0.3253012048192771,0.0,0.39426284189459637,0.5746606334841629,0.2511961722488038,0.0,0.0,0.0
23,Monroe County (Central)--Rochester City (West) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,0.08450704225352113,0.0,0.3312883435582822
24,Suffolk County (Central)--Islip Town (East) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
