,puma,Unemployment_BABS,Unemployment_HS,FT_Work_BABS,FT_Work_HS,Poverty_BABS,Poverty_HS,Working_Poor_BABS,Working_Poor_HS,Income_level_BABS,Income_level_HS,Rent_Burden_BABS,Rent_Burden_HS,Home_ownership_BABS,Home_ownership_HS
0,Total Geo,0.24715894371164923,2.5142086172493396,0.9105036277956092,0.7989958014863406,0.7065986039189976,1.5463308688613402,0.3855679040292915,1.2853585344252205,0.8859623534162256,0.7991649704970188,1.0893279122134714,1.2338612852556405,1.132913606633447,1.0705698125944587
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",#DIV/0!,#DIV/0!,0.6595510951751008,0.9977057308017061,2.479548380707141,0.660444969211865,2.479548380707141,0.660444969211865,0.32682713895066234,1.738947090143664,1.2827902677362912,0.6778750581567483,0.0,#DIV/0!
2,Ulster County (East) PUMA,0.0,#DIV/0!,1.0,1.0,6.442772457820337,0.0,6.442772457820337,0.0,1.9382010208942007,2.3831148671955846,#DIV/0!,0.0,8.903328773369813,1.8609430101441073
3,Albany County (East Central)--Albany City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,#DIV/0!,#DIV/0!,0.5708502024291497,0.42673635537039095,#DIV/0!,1.2186131680849717,#DIV/0!,1.2186131680849717,0.848371386117811,0.6005499196981783,#DIV/0!,0.0,1.3399696233410079,0.8862179953271482
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.09375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,0.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",#DIV/0!,9.654730117288713,0.996760865641108,1.067038846198214,0.8083858280838583,1.9042226279569028,0.8083858280838583,1.9042226279569028,1.132803893105336,1.155811386781665,0.0,4.276521381578948,0.976160875918777,0.6642370773995804
11,Livingston & Wyoming Counties PUMA,#DIV/0!,#DIV/0!,1.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,10.972222222222221,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,#DIV/0!,#DIV/0!,0.0,0.6659919028340081,#DIV/0!,20.68888888888889,#DIV/0!,20.68888888888889,0.0,1.5107960306956332,0.0,#DIV/0!,#DIV/0!,#DIV/0!
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,#DIV/0!,#DIV/0!,0.0,0.7769679300291545,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,1.1802098933512117,#DIV/0!,2.013868576327601,1.0,1.0408757321289959
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,#DIV/0!,#DIV/0!,1.0,0.6666666666666666,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.2,0.030649873090369234,#DIV/0!,#DIV/0!,1.0,1.8390804597701151
16,Monroe County (Central)--Rochester City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
17,Westchester County (Northwest) PUMA,#DIV/0!,#DIV/0!,0.34355828220858897,0.8531984280100036,#DIV/0!,2.718452568148381,#DIV/0!,2.718452568148381,0.7605654936789618,0.5806803482794499,#DIV/0!,#DIV/0!,3.767401819190992,2.1714433491541927
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,#DIV/0!,#DIV/0!,0.7058823529411765,1.0,#DIV/0!,1.785037878787879,#DIV/0!,1.785037878787879,0.722661826487743,0.5689194531806822,#DIV/0!,3.1696483415233416,1.104625056129322,#DIV/0!
19,Onondaga County (Central)--Syracuse City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,2.71875
20,Westchester County (Northeast) PUMA,#DIV/0!,#DIV/0!,1.0,0.16041666666666668,#DIV/0!,1.009675141242938,#DIV/0!,1.009675141242938,2.7160075329566857,0.7515135267966847,#DIV/0!,7.275862068965517,#DIV/0!,2.3248798076923074
21,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22,Erie County (West Central)--Buffalo City (West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
23,Monroe County (Central)--Rochester City (West) PUMA,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,0.5803037974683545,#DIV/0!,0.5803037974683545,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,0.5369697824477275
24,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.4751240864106426,#DIV/0!,#DIV/0!,#DIV/0!,1.0
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,#DIV/0!,#DIV/0!,1.5568733153638814,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.9347826086956523,#DIV/0!,#DIV/0!,#DIV/0!,1.5568733153638814,#DIV/0!
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",#DIV/0!,0.0,0.9248730964467005,0.8013427524914842,2.133674426301854,2.6809700471672304,2.133674426301854,2.6809700471672304,0.9182362217984706,0.7750839780058272,0.7948575387694703,7.1877677103530635,#DIV/0!,0.0
27,St. Lawrence County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
28,Columbia & Greene Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,1.0,#DIV/0!,1.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.0,#DIV/0!,1.0,0.8246268656716418,0.0,#DIV/0!,0.0,#DIV/0!,0.9413889814644206,0.2008823529411765,0.0,#DIV/0!,1.2859972690732158,0.17537313432835822
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.0,#DIV/0!,#DIV/0!,0.5957050844523404,#DIV/0!,2.2961931836555904,#DIV/0!,2.2961931836555904,#DIV/0!,0.7160065999122381,#DIV/0!,3.391304347826087,0.5356564893731793,0.6666034155597723
31,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
32,Schenectady County--Schenectady City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.6760407888393728,#DIV/0!,#DIV/0!,#DIV/0!,0.9102941176470588
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",#DIV/0!,#DIV/0!,0.8194640338504936,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.089052446408845,0.0,#DIV/0!,#DIV/0!,1.693091556947247,0.0
34,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.2830188679245283,#DIV/0!,0.0,#DIV/0!,0.0,0.0,0.13261765261765263,#DIV/0!,#DIV/0!,1.0,2.269927536231884
36,Suffolk County (East) PUMA,#DIV/0!,#DIV/0!,1.0,0.769969148467302,#DIV/0!,3.5446640059175922,#DIV/0!,3.5446640059175922,0.622981515215293,0.49951018586769314,#DIV/0!,0.4954382254574071,2.304635761589404,0.5977426500714101
37,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,1.6966101694915254,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,#DIV/0!,#DIV/0!,0.9399779735682819,1.0889235569422777,#DIV/0!,0.0,#DIV/0!,0.0,0.9320307921888271,0.9425191289759655,#DIV/0!,#DIV/0!,0.5904587314754425,#DIV/0!
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.3189590379556558,#DIV/0!,#DIV/0!,#DIV/0!,2.066037735849057
40,Westchester County (Central)--White Plains City PUMA,#DIV/0!,#DIV/0!,0.8770197486535009,0.9792235647826882,#DIV/0!,0.8992079998319363,#DIV/0!,0.8992079998319363,0.6968386466381219,0.6955525817703713,0.0,0.7224722006723558,3.4874166619242946,1.0203631704717975
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",#DIV/0!,0.5982980617765906,1.5454545454545454,0.909448513956584,0.6156517739060434,1.9977778772016168,0.6156517739060434,1.9977778772016168,0.5617231745072868,0.8881836886614872,1.864332603938731,0.9723032069970845,#DIV/0!,0.7792720774945923
42,Erie County (North Central) PUMA,0.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.4942528735632183,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
43,Chautauqua County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
44,Dutchess County (Southwest) PUMA,0.0,#DIV/0!,0.5323275862068966,0.8725409866537789,#DIV/0!,1.2496628695127576,#DIV/0!,1.2496628695127576,0.33609772166628044,1.0946374334800322,#DIV/0!,1.3673325938656689,0.669260700389105,0.6912733485390424
45,Westchester County (Southeast) PUMA,#DIV/0!,#DIV/0!,0.5744908896034298,0.5665399239543726,0.0,0.39490948941862936,0.0,0.39490948941862936,2.3438226046209523,1.0714436848756868,#DIV/0!,0.43428263161883573,2.9240892579138555,1.7795806667097636
46,Rockland County (North)--New City & Congers PUMA,#DIV/0!,#DIV/0!,1.683207159714347,0.7973154362416107,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.4195523325685567,0.8234502026298604,#DIV/0!,#DIV/0!,2.059322033898305,0.6703577512776832
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,#DIV/0!,#DIV/0!,1.0,#DIV/0!,#DIV/0!,0.19143239625167335,#DIV/0!,0.19143239625167335,0.23972868996394145,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!
48,Suffolk County (Southwest)--Islip Town (South) PUMA,#DIV/0!,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0110285416765277,0.0,#DIV/0!,#DIV/0!,3.2097437519772227,3.0571428571428574
