,puma,BABS_Home_Ownership_Total,BABS_Home_Ownership_M,BABS_Home_Ownership_F,HS_Home_Ownership_Total,HS_Home_Ownership_M,HS_Home_Ownership_F,HSINC_Home_Ownership_Total,HSINC_Home_Ownership_M,HSINC_Home_Ownership_F
0,Total Geo,0.4991926019809417,0.48483155199739913,0.5115268494441633,0.5509940737908622,0.5294586622020251,0.5737536862800169,0.5889813357319541,0.5769352041620684,0.6049848151638915
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.425168717745137,0.4868913857677903,0.39639115250291035,0.6593830334190232,0.3822525597269625,0.8268041237113402,#DIV/0!,#DIV/0!,#DIV/0!
2,Ulster County (East) PUMA,0.7448453608247423,0.0,1.0,0.04597701149425287,#DIV/0!,0.04597701149425287,#DIV/0!,#DIV/0!,#DIV/0!
3,Albany County (East Central)--Albany City PUMA,0.2942708333333333,0.6494252873563219,0.0,0.33891992551210426,0.0,0.4053452115812918,0.0,#DIV/0!,0.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1.0,1.0,1.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,0.9102222222222223,1.0,0.6699346405228758,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.9115351257588898,0.9296320206584894,0.8745046235138706,0.8524203069657615,0.6761658031088082,1.0,1.0,#DIV/0!,1.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.7044692737430167,0.8503496503496504,0.6074418604651163,0.5642807505211953,0.4629014396456257,0.7350746268656716,0.6737967914438503,0.642578125,1.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.9705882352941176,1.0,0.96415770609319,0.8272583201267829,0.7929824561403509,0.8554913294797688,#DIV/0!,#DIV/0!,#DIV/0!
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.6275752773375595,0.237012987012987,1.0,0.5712626995645863,0.5201965065502183,0.629262244265344,0.6800670016750419,1.0,0.39171974522292996
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
11,Livingston & Wyoming Counties PUMA,1.0,#DIV/0!,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.21090581342947273,0.29475308641975306,0.09317443120260022,0.13972602739726028,0.0,0.33774834437086093,0.0,#DIV/0!,0.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.7802197802197802,1.0,0.7396963123644251,0.5930851063829787,0.3210059171597633,1.0,#DIV/0!,#DIV/0!,#DIV/0!
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0.278393351800554,0.34366925064599485,0.20298507462686566,1.0,1.0,1.0,1.0,#DIV/0!,1.0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,0.8776458440887971,0.9517326732673267,0.8246235606731621,0.9696969696969697,1.0,0.9383561643835616,1.0,#DIV/0!,1.0
16,Monroe County (Central)--Rochester City (East) PUMA,0.49732620320855614,#DIV/0!,0.49732620320855614,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
17,Westchester County (Northwest) PUMA,0.850375939849624,0.7878315132605305,0.9085631349782293,1.0,1.0,1.0,0.8535469107551488,0.678391959798995,1.0
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.2413793103448276,0.38762214983713356,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
19,Onondaga County (Central)--Syracuse City PUMA,0.16818181818181818,0.6548672566371682,0.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
20,Westchester County (Northeast) PUMA,0.4429460580912863,0.39565217391304347,0.4861111111111111,1.0,1.0,1.0,1.0,#DIV/0!,1.0
21,Madison & Cortland Counties PUMA,1.0,1.0,1.0,0.7142857142857143,#DIV/0!,0.7142857142857143,#DIV/0!,#DIV/0!,#DIV/0!
22,Erie County (West Central)--Buffalo City (West) PUMA,1.0,1.0,1.0,1.0,#DIV/0!,1.0,1.0,1.0,#DIV/0!
23,Monroe County (Central)--Rochester City (West) PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
24,Suffolk County (Central)--Islip Town (East) PUMA,0.8545994065281899,1.0,0.743455497382199,0.0,#DIV/0!,0.0,1.0,#DIV/0!,1.0
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27,St. Lawrence County PUMA,0.8312586445366529,0.8227360308285164,0.8529411764705882,1.0,#DIV/0!,1.0,1.0,1.0,1.0
28,Columbia & Greene Counties PUMA,0.8174904942965779,1.0,0.7473684210526316,1.0,1.0,1.0,1.0,#DIV/0!,1.0
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.3884297520661157,0.49863387978142076,0.2763888888888889,0.7790594498669032,0.7203947368421053,0.8477842003853564,#DIV/0!,#DIV/0!,#DIV/0!
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.7122669873722188,0.8366592756836659,0.6269640141915864,0.8432956381260097,0.8130601792573624,0.8652416356877324,0.0,0.0,#DIV/0!
31,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
32,Schenectady County--Schenectady City PUMA,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",0.5158730158730159,0.0,0.6770833333333334,0.45052539404553416,0.4926829268292683,0.41620333598093723,0.0,0.0,0.0
34,Niagara County (North & East) PUMA,1.0,1.0,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,0.5589403973509933,0.38333333333333336,1.0,0.6867112100965108,0.5613305613305614,1.0,1.0,1.0,#DIV/0!
36,Suffolk County (East) PUMA,0.6198521647307286,0.5357917570498916,0.6995884773662552,0.24941905499612704,0.379746835443038,0.043912175648702596,#DIV/0!,#DIV/0!,#DIV/0!
37,Warren & Washington Counties PUMA,0.895397489539749,1.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,1.0
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0.6029320987654321,0.4968532626697582,0.695463738803814,0.5014289425824889,0.5218764095624718,0.4736519607843137,0.8513238289205702,0.8118556701030928,1.0
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",0.0,0.0,0.0,0.7153284671532847,#DIV/0!,0.7153284671532847,1.0,#DIV/0!,1.0
40,Westchester County (Central)--White Plains City PUMA,0.8119022316684378,0.7552521008403361,0.8698924731182796,0.888507718696398,1.0,0.0,1.0,1.0,#DIV/0!
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",0.3076923076923077,1.0,0.0,0.4927835051546392,0.29914529914529914,1.0,#DIV/0!,#DIV/0!,#DIV/0!
42,Erie County (North Central) PUMA,0.4579741379310345,0.3027027027027027,0.5609318996415771,1.0,1.0,1.0,0.4625,0.4625,#DIV/0!
43,Chautauqua County PUMA,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,1.0
44,Dutchess County (Southwest) PUMA,0.8010752688172043,0.8451178451178452,0.7718120805369127,1.0,1.0,1.0,1.0,#DIV/0!,1.0
45,Westchester County (Southeast) PUMA,0.7550802139037434,0.6073717948717948,0.8734746307000643,0.3212996389891697,0.17243920412675018,0.6683848797250859,1.0,1.0,1.0
46,Rockland County (North)--New City & Congers PUMA,1.0,#DIV/0!,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,0.8685945141399107,0.8808608762490392,0.8534031413612565,0.9361467889908257,0.9080971659919028,0.9593959731543624,0.9298597194388778,0.9222222222222223,1.0
48,Suffolk County (Southwest)--Islip Town (South) PUMA,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
49,Erie County (West Central)--Buffalo City (East) PUMA,0.27631578947368424,0.27631578947368424,#DIV/0!,0.5,0.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
50,Wayne & Seneca Counties PUMA,0.34146341463414637,0.34146341463414637,#DIV/0!,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
51,Monroe County (South) PUMA,0.7267869071476286,0.7902208201892744,0.6801853997682503,0.795425667090216,1.0,0.6193853427895981,0.6493150684931507,0.4859437751004016,1.0
52,Tompkins County PUMA,0.45454545454545453,0.3333333333333333,0.5298507462686567,0.23404255319148937,0.23404255319148937,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,0.0,#DIV/0!,0.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",1.0,#DIV/0!,1.0,0.8962264150943396,0.7582417582417582,1.0,#DIV/0!,#DIV/0!,#DIV/0!
55,NYC-Manhattan Community District 8--Upper East Side PUMA,0.2745637329286798,0.246644621668936,0.3011290024060707,0.6927453769559033,0.0,0.8310580204778157,0.0,0.0,#DIV/0!
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.3114209827357238,0.2393488049878767,0.43899448191293683,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",0.37718446601941746,0.30442978322337416,0.4544544544544545,0.15251299826689774,0.0,0.16988416988416988,0.0,#DIV/0!,0.0
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.9528735632183908,0.9519125683060109,0.953939393939394,0.8272574312955693,0.633769322235434,1.0,1.0,1.0,1.0
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",1.0,1.0,#DIV/0!,0.3941798941798942,0.5537190082644629,0.31906614785992216,0.0,0.0,0.0
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,1.0,#DIV/0!,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.5940912010276173,0.43243243243243246,0.6513043478260869,0.5415567282321899,0.36911281489594744,0.802653399668325,#DIV/0!,#DIV/0!,#DIV/0!
62,Saratoga County (South & Central) PUMA,0.7037037037037037,0.5428571428571428,1.0,1.0,1.0,1.0,0.0,#DIV/0!,0.0
63,Cattaraugus & Allegany Counties PUMA,0.6504065040650406,0.7325581395348837,0.4594594594594595,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
64,Genesee & Orleans Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!,1.0,#DIV/0!,1.0
65,Cayuga & Onondaga (South) Counties PUMA,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
66,Sullivan & Ulster (West) Counties PUMA,1.0,1.0,1.0,0.5154241645244216,0.6498316498316499,0.43243243243243246,1.0,1.0,#DIV/0!
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,0.434010152284264,0.2570281124497992,0.7379310344827587,1.0,1.0,1.0,1.0,1.0,#DIV/0!
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,0.1339579224194609,0.0636465743167353,0.18898329915030765,0.26696925933567156,0.2606837606837607,0.2756253065228053,0.502868068833652,0.6008230452674898,0.41785714285714287
70,Jefferson & Lewis Counties PUMA,0.5647058823529412,0.4307692307692308,1.0,0.4334763948497854,1.0,0.38461538461538464,0.0,#DIV/0!,0.0
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.8909444985394352,0.8392370572207084,0.9196969696969697,0.906896551724138,1.0,0.8841201716738197,1.0,1.0,1.0
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
73,Orange County (Northeast)--Greater Newburgh City PUMA,1.0,#DIV/0!,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.290633608815427,0.24845679012345678,0.3246268656716418,0.5322434150772025,0.5306345733041575,0.5401069518716578,0.07158836689038031,0.0,0.4383561643835616
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",0.0,#DIV/0!,0.0,0.6292134831460674,0.6292134831460674,#DIV/0!,0.0,#DIV/0!,0.0
76,Erie County (Central) PUMA,0.4057649667405765,0.37720706260032105,0.46953405017921146,0.49537366548042705,0.3605072463768116,0.5826494724501758,#DIV/0!,#DIV/0!,#DIV/0!
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.7284409874873182,0.7677419354838709,0.7000582411182295,0.7638248847926268,0.6172839506172839,0.8920086393088553,0.0,0.0,0.0
