,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,0.8682653581857854,0.9134756714971638,0.8233192981696559,0.8129496402877698,0.8895778064124915,0.7012048192771084,0.7461849890999689,0.8260627436421013,0.5832228744555955
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.985051140833989,1.0,0.9781734635267088,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
2,Ulster County (East) PUMA,0.6030927835051546,1.0,0.4671280276816609,0.9322033898305084,#DIV/0!,0.9322033898305084,#DIV/0!,#DIV/0!,#DIV/0!
3,Albany County (East Central)--Albany City PUMA,0.609375,1.0,0.2857142857142857,0.74487895716946,1.0,0.6948775055679287,#DIV/0!,#DIV/0!,#DIV/0!
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1.0,1.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.8762376237623762,1.0,0.3957703927492447,1.0,1.0,1.0,0.0,#DIV/0!,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.6124284546197875,1.0,0.26738794435857804,0.9166004765687054,1.0,0.7794117647058824,1.0,1.0,#DIV/0!
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",1.0,1.0,1.0,0.7680851063829788,0.7822878228782287,0.7487437185929648,#DIV/0!,#DIV/0!,#DIV/0!
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.8752997601918465,0.8311688311688312,1.0,0.8782571550619394,1.0,0.7764705882352941,0.0,0.0,0.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",1.0,1.0,#DIV/0!,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
11,Livingston & Wyoming Counties PUMA,1.0,#DIV/0!,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.7581446714522363,0.6964448495897904,0.8529411764705882,0.6,0.7429906542056075,0.0,1.0,#DIV/0!,1.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.76007326007326,1.0,0.7158351409978309,0.9120772946859903,1.0,0.7465181058495822,#DIV/0!,#DIV/0!,#DIV/0!
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0.646814404432133,0.6925064599483204,0.5940298507462687,1.0,1.0,1.0,1.0,#DIV/0!,1.0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,0.6650485436893204,0.9220945083014048,0.4323699421965318,0.6932551319648094,0.9079457364341085,0.3640416047548291,0.7745098039215687,#DIV/0!,0.7745098039215687
16,Monroe County (Central)--Rochester City (East) PUMA,0.0,#DIV/0!,0.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
17,Westchester County (Northwest) PUMA,1.0,1.0,1.0,0.860128617363344,0.8541666666666666,0.8652694610778443,1.0,1.0,1.0
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.6186612576064908,0.38762214983713356,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
19,Onondaga County (Central)--Syracuse City PUMA,0.9637681159420289,0.8760330578512396,1.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
20,Westchester County (Northeast) PUMA,1.0,1.0,1.0,1.0,1.0,1.0,0.0,#DIV/0!,0.0
21,Madison & Cortland Counties PUMA,0.4166666666666667,0.0,1.0,0.7142857142857143,#DIV/0!,0.7142857142857143,#DIV/0!,#DIV/0!,#DIV/0!
22,Erie County (West Central)--Buffalo City (West) PUMA,0.5694444444444444,1.0,0.0,1.0,#DIV/0!,1.0,0.0,0.0,#DIV/0!
23,Monroe County (Central)--Rochester City (West) PUMA,0.7230320699708455,0.5539906103286385,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
24,Suffolk County (Central)--Islip Town (East) PUMA,0.7152777777777778,1.0,0.4225352112676056,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,1.0,1.0,1.0,0.37185929648241206,0.524822695035461,0.0,#DIV/0!,#DIV/0!,#DIV/0!
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27,St. Lawrence County PUMA,0.46026986506746626,0.3063583815028902,1.0,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
28,Columbia & Greene Counties PUMA,0.6269430051813472,1.0,0.4,1.0,1.0,1.0,1.0,#DIV/0!,1.0
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.8976982097186701,0.9301496792587313,0.863568215892054,0.8461538461538461,1.0,0.5718475073313783,#DIV/0!,#DIV/0!,#DIV/0!
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.8597540711199734,0.9453067257945307,0.7898550724637681,0.7948539638386648,1.0,0.5509893455098934,1.0,1.0,#DIV/0!
31,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!
32,Schenectady County--Schenectady City PUMA,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",1.0,1.0,1.0,0.7661647475642162,0.9177057356608479,0.3944954128440367,1.0,1.0,1.0
34,Niagara County (North & East) PUMA,1.0,1.0,#DIV/0!,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!
36,Suffolk County (East) PUMA,0.8296488946684005,0.8251748251748252,0.8352941176470589,0.9259624876604146,0.8983739837398373,1.0,#DIV/0!,#DIV/0!,#DIV/0!
37,Warren & Washington Counties PUMA,0.895397489539749,1.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,1.0
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0.9293505621748616,1.0,0.8564120054570259,0.8437285812200137,0.888208269525268,0.7528675703858185,0.5154639175257731,0.5154639175257731,#DIV/0!
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",0.6790945406125166,0.5478424015009381,1.0,0.7883211678832117,#DIV/0!,0.7883211678832117,#DIV/0!,#DIV/0!,#DIV/0!
40,Westchester County (Central)--White Plains City PUMA,0.9199014171287738,1.0,0.8062593144560357,0.8073089700996677,0.8073089700996677,#DIV/0!,1.0,1.0,#DIV/0!
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",0.3076923076923077,1.0,0.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
42,Erie County (North Central) PUMA,0.8023088023088023,0.6297297297297297,1.0,0.8050314465408805,1.0,0.0,1.0,1.0,#DIV/0!
43,Chautauqua County PUMA,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
44,Dutchess County (Southwest) PUMA,0.6725043782837128,0.8653198653198653,0.4635036496350365,1.0,1.0,1.0,0.8260869565217391,#DIV/0!,0.8260869565217391
45,Westchester County (Southeast) PUMA,0.5695993391160677,0.8076923076923077,0.31628303495311166,0.8212795549374131,0.8703021370670597,0.0,0.39849624060150374,1.0,0.0
46,Rockland County (North)--New City & Congers PUMA,0.6698113207547169,#DIV/0!,0.6698113207547169,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,0.884847024813298,0.9610878661087866,0.78137421919364,0.8994630071599046,0.9059262329050974,0.8828541001064962,0.7788888888888889,0.7788888888888889,#DIV/0!
48,Suffolk County (Southwest)--Islip Town (South) PUMA,0.9058679706601467,1.0,0.8344086021505376,0.3929824561403509,0.42748091603053434,0.0,#DIV/0!,#DIV/0!,#DIV/0!
49,Erie County (West Central)--Buffalo City (East) PUMA,1.0,1.0,#DIV/0!,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
50,Wayne & Seneca Counties PUMA,1.0,1.0,#DIV/0!,0.3333333333333333,0.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
51,Monroe County (South) PUMA,0.8092224231464737,0.6585365853658537,0.8846675712347354,1.0,1.0,1.0,1.0,1.0,1.0
52,Tompkins County PUMA,0.7151664611590629,1.0,0.5167364016736402,0.5866261398176292,0.5866261398176292,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,1.0,#DIV/0!,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.5806451612903226,1.0,0.4628099173553719,#DIV/0!,#DIV/0!,#DIV/0!
55,NYC-Manhattan Community District 8--Upper East Side PUMA,0.9649837133550488,1.0,0.9254212091179386,1.0,1.0,1.0,1.0,1.0,#DIV/0!
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",0.7502844141069397,0.706880301602262,0.8163558106169297,0.45353159851301117,0.0,0.580952380952381,#DIV/0!,#DIV/0!,#DIV/0!
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.6643620364550598,0.6173120728929385,0.7223001402524544,1.0,1.0,1.0,1.0,#DIV/0!,1.0
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",1.0,1.0,#DIV/0!,0.5833333333333334,1.0,0.36123348017621143,1.0,1.0,#DIV/0!
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,1.0,#DIV/0!,1.0,0.9152073732718894,1.0,0.867816091954023,#DIV/0!,#DIV/0!,#DIV/0!
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.4923694779116466,0.2848297213622291,0.5650759219088937,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
62,Saratoga County (South & Central) PUMA,0.6481481481481481,1.0,0.0,0.6425339366515838,1.0,0.0,1.0,#DIV/0!,1.0
