,puma,BABS_Poverty_Total,BABS_Poverty_M,BABS_Poverty_F,HS_Poverty_Total,HS_Poverty_M,HS_Poverty_F,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
0,Total Geo,11.566326984472141,9.630548987299788,13.22796028764821,22.43252609882593,20.37750385208012,24.52978537819875,29.301336573511545,32.94460641399417,24.197782963827304
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,7.7382028566262875,5.037664783427495,9.421778690930438,47.540983606557376,#DIV/0!,47.540983606557376,0.0,0.0,0.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,68.06282722513089,100.0,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,4.958677685950414,0.0,9.688581314878892,15.870307167235495,0.0,31.52542372881356,76.43835616438356,76.43835616438356,#DIV/0!
4,Madison & Cortland Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
6,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,0.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,100.0,#DIV/0!,100.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.0,0.0,0.0,35.273972602739725,39.44444444444444,28.57142857142857,24.778761061946902,0.0,100.0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,3.7992444684295736,6.383561643835617,2.119323241317898,32.239382239382245,0.0,43.37662337662337,#DIV/0!,#DIV/0!,#DIV/0!
10,Suffolk County (Southwest)--Islip Town (South) PUMA,0.0,0.0,0.0,25.5050505050505,63.125,0.0,78.18181818181819,74.89539748953975,100.0
11,Erie County (Northwest) PUMA,100.0,100.0,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,0.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",14.833127317676142,19.7514715500327,10.427650849443468,18.803245436105477,16.109951287404314,22.56809338521401,0.0,#DIV/0!,0.0
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.0,0.0,0.0,34.23913043478261,100.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
14,Rockland County (North)--New City & Congers PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
