,puma,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
82,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
83,Dutchess County (Southwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
84,Erie County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
85,Genesee & Orleans Counties PUMA,100.0,#DIV/0!,100.0
86,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
87,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",28.38915470494418,20.140105078809107,35.28550512445095
88,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,83.67586611861421,100.0,78.19607843137256
89,Nassau County (West Central)--Hempstead Town (West Central) PUMA,29.365079365079367,0.0,35.46325878594249
90,Suffolk County (South Central)--Brookhaven Town (South) PUMA,15.574580177807047,0.0,29.71105527638191
91,Orange County (Northeast)--Greater Newburgh City PUMA,27.436619718309856,25.326370757180154,31.309904153354633
92,Sullivan & Ulster (West) Counties PUMA,0.0,#DIV/0!,0.0
93,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",31.900579330966174,31.848552338530066,31.93818415969092
94,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
95,Albany County (East Central)--Albany City PUMA,66.23600344530577,100.0,42.77372262773723
96,Nassau County (Northwest)--North Hempstead Town (North) PUMA,9.872611464968154,0.0,13.808463251670378
97,Rensselaer County--Troy City PUMA,43.947858472998135,0.0,100.0
98,Tompkins County PUMA,#DIV/0!,#DIV/0!,#DIV/0!
99,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,22.162162162162165,0.0,29.496402877697843
100,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,35.68407058254774,19.48878093916262,53.404201467982794
101,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,40.90056285178236,34.76419090652358,46.442234123947976
102,Columbia & Greene Counties PUMA,56.83453237410072,51.80722891566265,100.0
103,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
104,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,11.082474226804123,7.103064066852367,14.508393285371701
105,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,28.598342125094195,20.68345323741007,34.30609597924773
106,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",66.65773490532332,60.68052930056711,71.08003108003108
107,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,60.601915184678525,60.09174311926605,61.35593220338983
108,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!
109,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
110,Livingston & Wyoming Counties PUMA,0.0,0.0,0.0
111,Putnam County PUMA,21.768707482993197,32.377740303541316,0.0
112,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",10.114192495921696,16.939890710382514,0.0
113,Suffolk County (Northwest)--Huntington Town (North) PUMA,53.07108350586611,36.18090452261307,73.66003062787136
114,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",63.21215409658166,16.08832807570978,73.00131061598951
115,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,66.71703000215842,71.34888438133873,63.28447951897783
116,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,23.67549668874172,0.0,38.544474393531
117,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,42.8283506886127,52.52999478351591,25.28301886792453
118,Orange County (Northwest) PUMA,39.69072164948454,42.97872340425532,34.64052287581699
119,Nassau County (Central)--Hempstead Town (East Central) PUMA,30.396475770925107,0.0,45.6953642384106
120,Monroe County (North & West) PUMA,100.0,100.0,100.0
121,Suffolk County (Northwest)--Smithtown Town PUMA,0.0,0.0,0.0
122,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,4.4609665427509295,6.451612903225806,0.0
123,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",63.97977394408091,52.78733654507914,72.49869041382922
124,Suffolk County (Central)--Brookhaven Town (Central) PUMA,24.297752808988765,100.0,0.0
125,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,40.91049860637968,40.935297885970535,40.88729016786571
126,Erie County (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
127,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",49.398991857309035,73.41772151898735,40.25695931477516
128,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",48.45617529880478,31.476997578692494,60.32148900169205
129,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",70.45454545454545,0.0,83.78378378378379
130,Nassau County (West Central)--North Hempstead Town (South) PUMA,29.9812382739212,16.75,35.656836461126005
131,Monroe County (Central)--Greece & Gates Towns PUMA,50.51698670605613,100.0,0.0
132,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",33.46091740924586,25.048787287426823,39.782130512202784
133,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",41.424450854226755,50.07309941520468,28.063241106719367
134,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",50.43103448275862,44.6126269667397,55.396906340302564
135,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,76.0233918128655,#DIV/0!,76.0233918128655
136,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,64.42021803766104,56.79471292854193,71.45579268292683
137,NYC-Manhattan Community District 8--Upper East Side PUMA,#DIV/0!,#DIV/0!,#DIV/0!
138,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,54.36760246502983,48.085282550196645,59.996290801186944
139,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",59.010325345801675,36.61417322834646,73.68590777168656
140,Monroe County (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
141,Suffolk County (East) PUMA,0.0,0.0,0.0
142,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",57.872579287117595,60.354306658521686,55.7632398753894
143,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",55.33487807569237,48.47036328871893,58.970464135021096
144,Suffolk County (Central)--Islip Town (Northwest) PUMA,22.96214857860845,27.132327132327134,19.584991472427514
145,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,#DIV/0!,#DIV/0!,#DIV/0!
146,Capital Region,61.54801324503312,56.72844480257857,66.63829787234043
147,Central NY,38.89498719356019,31.781045751633986,44.66534128561961
148,Finger Lakes,46.56676783004553,51.79252479023646,44.837162332744256
149,Long Island,23.818254284575527,14.996780424983902,30.015833521827638
150,Mid-Hudson,42.41895522908888,35.960971500772146,48.80299771008257
151,Mohawk Valley,65.26442307692307,74.01869158878505,61.116031886625336
152,New York City,47.69259409927396,42.215783966139284,52.02145520084932
153,North Country,11.688311688311687,0.0,23.684210526315788
154,Southern Tier,12.906976744186046,16.920731707317074,0.0
155,Western NY,65.4225085259568,60.9935602575897,68.52448453608247
