,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
0,Total Geo,226684,138516,88168,38110.84829101304,39546.79213953623,35854.914186552945,41332,16413,24919,54300.72050711313,66351.07475781393,46363.706007464185,130500,78721,51779,36981.09014559387,38750.73080880578,34290.65806601132,54852,43382,11470,28599.319806023483,30850.283297220045,20085.693112467306
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,188,188,0,140000.0,140000.0,0.0,188,188,0,140000.0,140000.0,0.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,1539,509,1030,60240.41585445094,98153.2416502947,41504.854368932036,115,94,21,81779.13043478261,90000.0,44980.95238095238,1424,415,1009,58500.98314606742,100000.0,41432.50743310208,0,0,0,#DIV/0!,0.0,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,410,75,335,40582.92682926829,55000.0,37355.22388059701,134,75,59,43552.23880597015,55000.0,29000.0,276,0,276,39141.30434782609,0.0,39141.30434782609,0,0,0,#DIV/0!,0.0,0.0
4,Madison & Cortland Counties PUMA,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0
5,Ontario & Yates Counties PUMA,92,92,0,28000.0,28000.0,0.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0,92,92,0,28000.0,28000.0,0.0
6,Monroe County (Central)--Greece & Gates Towns PUMA,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,284,125,159,55415.49295774648,65368.0,47591.19496855346,61,61,0,71000.0,71000.0,0.0,152,64,88,48421.05263157895,60000.0,40000.0,71,0,71,57000.0,0.0,57000.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,1337,950,387,96671.19670905011,121462.51578947369,35813.95348837209,716,479,237,135306.41061452514,187410.0,30000.0,357,207,150,53697.47899159664,60000.0,45000.0,264,264,0,50000.0,50000.0,0.0
