,puma,BABS_Working_Poor_Total,BABS_Working_Poor_M,BABS_Working_Poor_F,HS_Working_Poor_Total,HS_Working_Poor_M,HS_Working_Poor_F,HSINC_Working_Poor_Total,HSINC_Working_Poor_M,HSINC_Working_Poor_F
0,Total Geo,6.877997176975584,8.870866051470166,4.6135710889825265,17.361999989288833,18.859750944867997,15.32125414378622,35.24582777637602,36.60517461422439,32.08885961498159
1,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
2,Tompkins County PUMA,2.3529411764705883,5.396290050590219,0.0,21.367521367521366,21.367521367521366,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.0,0.0,0.0,14.887026239067055,26.295461860315417,0.0,7.098937954164337,12.060778727445394,0.0
4,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",7.393907836500911,8.24617250265272,6.252537555826228,16.338794357644378,13.294861835534347,20.37363930567814,30.78893442622951,19.621962196219624,45.541022592152196
5,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,47.5609756097561,100.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
6,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,3.335155822854018,9.442724458204333,0.0,37.07339172455452,35.5015197568389,38.62545018007203,18.70144284128746,18.69857890800299,18.70967741935484
7,Dutchess County (Southwest) PUMA,0.0,0.0,0.0,19.152691968225948,30.097087378640776,0.0,100.0,100.0,#DIV/0!
8,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",11.87624750499002,14.40677966101695,10.493827160493826,25.700299156921403,24.976915974145893,26.73726009265387,59.019118869492935,51.868629671574176,78.75
9,Dutchess County (North & East) PUMA,0.0,0.0,0.0,18.153846153846153,36.14088820826952,0.0,41.91304347826087,69.45244956772333,0.0
10,Erie County (Central) PUMA,17.46987951807229,20.47058823529412,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
11,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.0,0.0,0.0,15.907005200367086,22.93488824101069,3.963666391412056,8.926553672316384,11.318051575931232,0.0
12,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,#DIV/0!
13,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,1.291638341264446,2.242328874901652,0.0,24.85762659689087,21.695696721311474,29.618202853837257,47.332576617480136,52.87531806615776,31.268436578171094
14,Westchester County (Northeast) PUMA,2.529325513196481,6.920762286860582,0.0,2.9697900665642605,7.987711213517665,0.4608294930875576,28.259041211101767,28.259041211101767,#DIV/0!
15,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,39.190166305133765,49.362477231329684,0.0
16,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,0.0,#DIV/0!,0.0,58.22784810126582,100.0,0.0,77.55102040816327,0.0,100.0
17,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
18,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,48.77049180327869,0.0,100.0
19,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",1.6271085236602478,0.9239130434782609,2.4842663133487908,9.745803357314148,11.757406545680162,6.485671191553545,9.35672514619883,13.195876288659795,0.0
