,puma,BABS_Rent_Burden_Total,BABS_Rent_Burden_M,BABS_Rent_Burden_F,HS_Rent_Burden_Total,HS_Rent_Burden_M,HS_Rent_Burden_F,HSINC_Rent_Burden_Total,HSINC_Rent_Burden_M,HSINC_Rent_Burden_F
0,Total Geo,19.11897784550463,19.774164495792217,18.50400858072609,26.025361426712163,24.42477355605223,27.615585994109672,33.20907062078419,32.96162201303403,33.54681847832533
1,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",1.9024390243902438,0.0,2.698961937716263,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0
2,Tompkins County PUMA,19.85592075641603,9.246575342465754,23.640806353084912,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
3,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,34.56511942316359,27.46305418719212,38.6638237384506,28.89617486338798,38.62002874940105,20.739549839228296,7.620528771384137,0.0,14.84848484848485
4,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",20.095081367708907,12.949640287769784,26.120660599932595,29.57400327689787,22.073450650344302,38.21627975315898,54.16375087473758,74.72698907956318,37.43654822335025
5,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.0,0.0,0.0,44.36936936936937,48.07422969187675,42.11423699914749,15.367282559711581,7.004377736085053,36.935483870967744
7,Dutchess County (Southwest) PUMA,0.0,0.0,0.0,44.61883408071749,47.767857142857146,41.44144144144144,100.0,100.0,#DIV/0!
8,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",9.407985314364389,17.05426356589147,3.9968652037617556,25.58414670215912,19.65412479551297,29.911323328785812,36.70985473105615,43.76731301939058,27.470534904805078
9,Dutchess County (North & East) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Erie County (Central) PUMA,26.08695652173913,33.088235294117645,0.0,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
11,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.0,#DIV/0!,0.0,33.6489439184268,29.131175468483818,37.02290076335878,63.713592233009706,100.0,20.689655172413794
12,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
13,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,10.76923076923077,9.15431560592851,14.180478821362799,23.841059602649008,16.84670781893004,32.73381294964029,35.40282991625758,42.19340896812534,27.60545905707196
14,Westchester County (Northeast) PUMA,0.0,0.0,0.0,9.027777777777777,0.0,10.70840197693575,28.259041211101767,28.259041211101767,#DIV/0!
15,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,8.433734939759036,0.0,15.07177033492823,0.0,0.0,#DIV/0!,15.753424657534246,0.0,100.0
16,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
17,Nassau County (Central)--Hempstead Town (East Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
18,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,100.0,#DIV/0!,100.0,0.0,#DIV/0!,0.0
19,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",0.0,0.0,0.0,37.80859916782247,33.39780786589297,41.139240506329116,64.44444444444444,64.44444444444444,#DIV/0!
20,"Chenango, Delaware & Broome (East) Counties PUMA",0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",24.794144556267156,38.87043189368771,19.444444444444446,33.44739093242087,34.68321358589158,32.48987854251012,45.83579444772593,48.90438247011952,41.36429608127721
23,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,49.754500818330605,72.57383966244726,35.294117647058826,68.33333333333333,57.74240231548481,74.01086113266098,100.0,100.0,#DIV/0!
24,Ontario & Yates Counties PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
25,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.0,0.0,0.0,26.037091264031236,17.647058823529413,33.19764812302125,13.972809667673717,21.541155866900176,8.233731739707835
26,Erie County (Northwest) PUMA,29.257641921397383,0.0,40.36144578313253,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
27,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,16.85097419694576,32.30691569914185,0.0,20.06669566478179,20.504281636536632,19.383587077608617,35.20240700218819,30.376728659990466,41.69339320076973
28,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",28.26666666666667,7.335907335907336,75.0,26.857473258167104,31.17767188563649,23.668341708542716,39.50437317784257,61.00278551532033,15.902140672782874
29,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",27.282608695652172,28.13435317592285,26.536556947276434,57.44125326370757,0.0,63.95348837209303,88.0813953488372,100.0,0.0
30,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",18.954758190327613,20.41904761904762,17.4190970834998,23.325586308894994,17.001545595054097,30.95571095571096,45.540511497958306,26.90909090909091,53.355704697986575
31,NYC-Queens Community District 1--Astoria & Long Island City PUMA,26.758213552361397,26.520183955033218,26.99845281072718,35.53588748787585,21.33874239350913,56.63050030138638,25.54897176716626,28.362408553742263,20.97069597069597
32,Erie County (West Central)--Buffalo City (West) PUMA,16.733067729083665,22.75189599133261,0.0,4.357142857142858,10.217755443886096,0.0,65.89285714285714,100.0,48.793565683646115
33,Schenectady County--Schenectady City PUMA,46.41025641025641,30.564784053156146,100.0,100.0,100.0,#DIV/0!,0.0,0.0,#DIV/0!
34,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,20.03491924923614,6.8407960199004965,27.168796234028246,37.48159057437408,46.179401993355484,20.21978021978022,31.15124153498871,#DIV/0!,31.15124153498871
35,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
36,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,34.89583333333333,56.88073394495413,22.805247225025226,21.231008959875343,26.250962278675903,16.08832807570978,44.1131498470948,37.42038216560509,50.294117647058826
37,Suffolk County (Northwest)--Huntington Town (North) PUMA,100.0,100.0,#DIV/0!,44.57274826789838,0.0,67.01388888888889,38.68421052631579,53.0241935483871,11.742424242424242
38,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
39,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
40,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.0,0.0,0.0,26.21035058430718,0.0,78.5,67.02508960573476,100.0,0.0
41,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",33.14285714285714,37.82051282051282,14.16184971098266,45.686680469289165,39.96815286624204,50.06090133982948,64.74045053868757,53.78690629011553,100.0
42,Erie County (West Central)--Buffalo City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
43,Suffolk County (Northwest)--Smithtown Town PUMA,0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
44,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,53.91180654338549,100.0,21.35922330097087,36.87315634218289,88.33922261484098,0.0,40.66924066924067,46.67651403249631,0.0
45,NYC-Manhattan Community District 8--Upper East Side PUMA,16.298222800173384,5.60303893637227,25.279106858054227,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
46,Suffolk County (Southwest)--Islip Town (South) PUMA,0.0,#DIV/0!,0.0,9.953343701399689,0.0,21.333333333333336,#DIV/0!,#DIV/0!,#DIV/0!
47,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.0,0.0,0.0,49.6,49.6,#DIV/0!,0.0,0.0,#DIV/0!
