,puma,BABS_Poverty_Total,BABS_Poverty_M,BABS_Poverty_F,HS_Poverty_Total,HS_Poverty_M,HS_Poverty_F,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
0,Total Geo,9.73811232602975,8.849575476004503,10.502434512486692,16.92466038211698,15.187926049706904,18.761131445720615,20.746570721834946,16.900520258552735,25.856110587496072
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",8.852719333068677,0.0,12.980209545983701,7.270560190703218,0.0,11.172161172161173,#DIV/0!,#DIV/0!,#DIV/0!
2,Ulster County (East) PUMA,0.0,0.0,0.0,4.597701149425287,#DIV/0!,4.597701149425287,#DIV/0!,#DIV/0!,#DIV/0!
3,Albany County (East Central)--Albany City PUMA,39.0625,0.0,71.42857142857143,0.0,0.0,0.0,0.0,#DIV/0!,0.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0.0,0.0,0.0,100.0,#DIV/0!,100.0,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.0,0.0,0.0,5.1417270929466055,7.951070336391437,0.0,0.0,0.0,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.0,0.0,0.0,22.503961965134707,25.263157894736842,20.23121387283237,#DIV/0!,#DIV/0!,#DIV/0!
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,11.568938193343898,23.7012987012987,0.0,30.827285921625545,35.64410480349345,25.356478611283322,45.22613065326633,0.0,85.98726114649682
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.0,0.0,#DIV/0!,56.58914728682171,100.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
11,Livingston & Wyoming Counties PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,23.16358720144209,23.53395061728395,22.643553629469125,15.068493150684931,25.70093457943925,0.0,100.0,#DIV/0!,100.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,23.992673992673993,0.0,28.41648590021692,31.826241134751772,53.10650887573964,0.0,#DIV/0!,#DIV/0!,#DIV/0!
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0.0,0.0,0.0,44.31330472103004,53.35917312661499,0.0,0.0,#DIV/0!,0.0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,4.439855446566856,0.0,7.6173604960141725,0.0,0.0,0.0,0.0,#DIV/0!,0.0
