,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,0.8618908114053643,0.8840660472215829,0.8447122197509315,0.831647533354018,0.864054302971093,0.795070009993223,0.7568795355587808,0.8603166496424923,0.6206792199058507
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,1.0,1.0,1.0,0.6847071884540661,0.5692582663092046,0.873992673992674,1.0,#DIV/0!,1.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.9511941848390446,1.0,0.9044715447154471,0.7472979927946475,0.7313109425785482,0.7617647058823529,1.0,1.0,1.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.8669879518072289,0.860127157129882,0.8747433264887063,0.9240976645435244,0.9457044673539519,0.8508158508158508,1.0,1.0,1.0
4,Madison & Cortland Counties PUMA,0.40540540540540543,1.0,0.0958904109589041,0.7770419426048565,1.0,0.22900763358778625,1.0,1.0,#DIV/0!
5,Ontario & Yates Counties PUMA,0.9494949494949495,0.919093851132686,1.0,0.9631782945736435,0.9372937293729373,1.0,0.0,#DIV/0!,0.0
6,Monroe County (Central)--Greece & Gates Towns PUMA,1.0,#DIV/0!,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.7510121457489879,1.0,0.525096525096525,0.9085290482076638,1.0,0.4714285714285714,1.0,1.0,1.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",1.0,1.0,#DIV/0!,0.7027027027027027,0.5258426966292135,0.8803611738148984,#DIV/0!,#DIV/0!,#DIV/0!
9,NYC-Manhattan Community District 8--Upper East Side PUMA,1.0,1.0,1.0,0.28510411105178857,0.13938053097345132,0.42105263157894735,#DIV/0!,#DIV/0!,#DIV/0!
10,Suffolk County (Southwest)--Islip Town (South) PUMA,1.0,1.0,1.0,0.7464635473340587,1.0,0.41967621419676215,0.5930232558139535,0.5930232558139535,#DIV/0!
11,Erie County (Northwest) PUMA,0.42724458204334365,#DIV/0!,0.42724458204334365,0.9022770398481973,0.7418546365914787,1.0,0.7165991902834008,1.0,0.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.9530968129885748,1.0,0.8827067669172932,0.8488431876606684,0.930921052631579,0.7119341563786008,1.0,#DIV/0!,1.0
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.6984872196139802,0.7221494102228048,0.682842287694974,0.8713826366559485,0.8115758343895226,0.9151965335809347,0.9312080536912751,1.0,0.856140350877193
14,Rockland County (North)--New City & Congers PUMA,0.8869294605809128,1.0,0.7665952890792291,0.8613032398980707,0.9468339307048984,0.727865796831314,0.8165137614678899,0.6825396825396826,1.0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.8423645320197044,1.0,0.7557251908396947,0.8266932270916335,0.9606481481481481,0.0,0.0,0.0,0.0
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,0.8316870802054523,0.84251968503937,0.8244224422442245,0.7141327623126338,0.6684272300469484,0.785063752276867,0.5584795321637427,1.0,0.13549618320610687
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,0.7884767166535123,0.5168539325842697,0.8328741965105602,0.8958333333333334,1.0,0.8071359691417551,0.0,#DIV/0!,0.0
18,Tompkins County PUMA,0.7212249208025343,0.6527777777777778,0.7990970654627539,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
19,Dutchess County (Southwest) PUMA,0.7258632840028189,0.78,0.7194641449960599,0.8820668693009118,0.9573991031390134,0.7928286852589641,0.7551462621885157,0.540650406504065,1.0
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,0.7950840230749937,0.757406372275014,0.8257506824385805,0.8385817307692308,0.8474344355758267,0.8287166454891995,1.0,1.0,1.0
21,Westchester County (Northwest) PUMA,0.9095200629425649,0.8337874659400545,0.9402654867256637,0.7568205666316894,0.8236220472440945,0.6900891452543262,1.0,1.0,#DIV/0!
22,Albany County (Outside Albany City) PUMA,0.9084507042253521,1.0,0.8834080717488789,0.7191521574564723,0.6505376344086021,0.8076256499133448,1.0,1.0,#DIV/0!
23,Monroe County (South) PUMA,1.0,1.0,1.0,0.89171974522293,0.8492239467849224,1.0,#DIV/0!,#DIV/0!,#DIV/0!
24,Jefferson & Lewis Counties PUMA,0.9309090909090909,0.7710843373493976,1.0,0.8220211161387632,1.0,0.2601880877742947,#DIV/0!,#DIV/0!,#DIV/0!
