,puma,BABS_Rent_Burden_Total,BABS_Rent_Burden_M,BABS_Rent_Burden_F,HS_Rent_Burden_Total,HS_Rent_Burden_M,HS_Rent_Burden_F,HSINC_Rent_Burden_Total,HSINC_Rent_Burden_M,HSINC_Rent_Burden_F
0,Total Geo,15.795340591648163,14.073299750380738,17.495351712971612,23.50104176944104,20.65439557655167,26.528229355655753,33.23297738807735,31.358717559145454,35.89348591549296
1,Monroe County (Central)--Rochester City (East) PUMA,0.0,0.0,#DIV/0!,68.26347305389223,78.08219178082192,0.0,#DIV/0!,#DIV/0!,#DIV/0!
2,NYC-Brooklyn Community District 4--Bushwick PUMA,38.724373576309794,22.727272727272727,47.85330948121646,15.014436958614052,13.248252810695838,18.067226890756302,18.709457152611815,15.700934579439252,22.356495468277945
3,NYC-Manhattan Community District 10--Central Harlem PUMA,11.305855161787365,3.502727533735286,27.208894090111173,21.62958992227285,14.867762687634023,25.686106346483704,7.551487414187644,10.65203357004519,0.0
4,Ontario & Yates Counties PUMA,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Albany County (Outside Albany City) PUMA,11.25769569041337,18.164616840113528,0.0,100.0,#DIV/0!,100.0,#DIV/0!,#DIV/0!,#DIV/0!
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,100.0,#DIV/0!,100.0,#DIV/0!,#DIV/0!,#DIV/0!
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,27.536231884057973,30.84688726864834,18.67966991747937,29.61101805322911,27.181581878945416,32.05223880597015,49.977487618190004,51.159072741806554,48.45360824742268
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,24.965453707968678,23.9086635325722,27.27272727272727
9,Warren & Washington Counties PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
