,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NRB_mf_t,Total_NRB_m,Total_NRB_f,Total_RB_mf_t,Total_RB_m,Total_RB_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NRB_mf_t,BABS_NRB_m,BABS_NRB_f,BABS_RB_mf_t,BABS_RB_m,BABS_RB_f,Total_HS,Total_HS_m,Total_HS_f,HS_NRB_mf_t,HS_NRB_m,HS_NRB_f,HS_RB_mf_t,HS_RB_m,HS_RB_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NRB_mf_t,HSINC_NRB_m,HSINC_NRB_f,HSINC_RB_mf_t,HSINC_RB_m,HSINC_RB_f
0,Total Geo,120696.0,60645.0,60051.0,94678.0,48814.0,45864.0,26018.0,11831.0,14187.0,26852.0,12072.0,14780.0,22793.0,10539.0,12254.0,4059.0,1533.0,2526.0,69360.0,35456.0,33904.0,55236.0,28316.0,26920.0,14124.0,7140.0,6984.0,24484.0,13117.0,11367.0,16649.0,9959.0,6690.0,7835.0,3158.0,4677.0
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",911.0,370.0,541.0,602.0,61.0,541.0,309.0,309.0,0.0,586.0,107.0,479.0,540.0,61.0,479.0,46.0,46.0,0.0,325.0,263.0,62.0,62.0,0.0,62.0,263.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Ulster County (East) PUMA,393.0,83.0,310.0,83.0,83.0,0.0,310.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,83.0,310.0,83.0,83.0,0.0,310.0,0.0,310.0
3,Albany County (East Central)--Albany City PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Ontario & Yates Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,133.0,0.0,133.0,0.0,0.0,0.0,133.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,133.0,0.0,0.0,0.0,133.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,919.0,634.0,285.0,919.0,634.0,285.0,0.0,0.0,0.0,270.0,270.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,649.0,364.0,285.0,649.0,364.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,46.0,0.0,46.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,46.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",1851.0,1023.0,828.0,1033.0,806.0,227.0,818.0,217.0,601.0,612.0,612.0,0.0,508.0,508.0,0.0,104.0,104.0,0.0,638.0,411.0,227.0,525.0,298.0,227.0,113.0,113.0,0.0,601.0,0.0,601.0,0.0,0.0,0.0,601.0,0.0,601.0
11,Livingston & Wyoming Counties PUMA,21.0,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,430.0,430.0,0.0,273.0,273.0,0.0,157.0,157.0,0.0,157.0,157.0,0.0,0.0,0.0,0.0,157.0,157.0,0.0,273.0,273.0,0.0,273.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,249.0,249.0,0.0,249.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,215.0,0.0,215.0,215.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,461.0,308.0,153.0,380.0,227.0,153.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,438.0,285.0,153.0,357.0,204.0,153.0,81.0,81.0,0.0
16,Monroe County (Central)--Rochester City (East) PUMA,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0
17,Westchester County (Northwest) PUMA,1334.0,562.0,772.0,1110.0,562.0,548.0,224.0,0.0,224.0,156.0,0.0,156.0,0.0,0.0,0.0,156.0,0.0,156.0,754.0,361.0,393.0,686.0,361.0,325.0,68.0,0.0,68.0,424.0,201.0,223.0,424.0,201.0,223.0,0.0,0.0,0.0
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,858.0,767.0,91.0,784.0,693.0,91.0,74.0,74.0,0.0,439.0,439.0,0.0,439.0,439.0,0.0,0.0,0.0,0.0,277.0,186.0,91.0,203.0,112.0,91.0,74.0,74.0,0.0,142.0,142.0,0.0,142.0,142.0,0.0,0.0,0.0,0.0
19,Onondaga County (Central)--Syracuse City PUMA,110.0,110.0,0.0,0.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Westchester County (Northeast) PUMA,232.0,138.0,94.0,145.0,51.0,94.0,87.0,87.0,0.0,94.0,0.0,94.0,94.0,0.0,94.0,0.0,0.0,0.0,138.0,138.0,0.0,51.0,51.0,0.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Madison & Cortland Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Erie County (West Central)--Buffalo City (West) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Monroe County (Central)--Rochester City (West) PUMA,562.0,74.0,488.0,101.0,34.0,67.0,461.0,40.0,421.0,421.0,0.0,421.0,0.0,0.0,0.0,421.0,0.0,421.0,101.0,34.0,67.0,101.0,34.0,67.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
24,Suffolk County (Central)--Islip Town (East) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,211.0,99.0,112.0,211.0,99.0,112.0,0.0,0.0,0.0,211.0,99.0,112.0,211.0,99.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",1887.0,543.0,1344.0,1128.0,543.0,585.0,759.0,0.0,759.0,192.0,0.0,192.0,118.0,0.0,118.0,74.0,0.0,74.0,1260.0,543.0,717.0,1010.0,543.0,467.0,250.0,0.0,250.0,435.0,0.0,435.0,0.0,0.0,0.0,435.0,0.0,435.0
27,St. Lawrence County PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Columbia & Greene Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,439.0,258.0,181.0,373.0,192.0,181.0,66.0,66.0,0.0,348.0,258.0,90.0,282.0,192.0,90.0,66.0,66.0,0.0,91.0,0.0,91.0,91.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",1681.0,588.0,1093.0,1004.0,588.0,416.0,677.0,0.0,677.0,61.0,61.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,1303.0,527.0,776.0,943.0,527.0,416.0,360.0,0.0,360.0,317.0,0.0,317.0,0.0,0.0,0.0,317.0,0.0,317.0
31,Monroe County (North & West) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
