,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,0.8569307795307679,0.8717890170110744,0.8477292545544531,0.8396080839362469,0.8572615874238569,0.8199544131254091,0.7466099908662966,0.8208308722189407,0.661123289742233
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,1.0,1.0,1.0,0.4473942969518191,0.2895069532237674,1.0,1.0,#DIV/0!,1.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,1.0,1.0,1.0,0.4191033138401559,0.40217391304347827,0.42280285035629456,1.0,#DIV/0!,1.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.9452380952380952,1.0,0.8729281767955801,0.9370015948963317,0.9201213346814965,1.0,1.0,1.0,1.0
4,Madison & Cortland Counties PUMA,0.0958904109589041,#DIV/0!,0.0958904109589041,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,1.0,1.0,1.0,0.9380097879282219,0.9018087855297158,1.0,#DIV/0!,#DIV/0!,#DIV/0!
6,Monroe County (Central)--Greece & Gates Towns PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,1.0,1.0,1.0,#DIV/0!
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.5684210526315789,1.0,0.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.8547945205479452,0.6882352941176471,1.0,#DIV/0!,#DIV/0!,#DIV/0!
9,NYC-Manhattan Community District 8--Upper East Side PUMA,1.0,1.0,1.0,0.2290351668169522,0.3,0.18577648766328012,#DIV/0!,#DIV/0!,#DIV/0!
10,Suffolk County (Southwest)--Islip Town (South) PUMA,1.0,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11,Erie County (Northwest) PUMA,0.5390625,#DIV/0!,0.5390625,0.7162534435261708,0.0,1.0,0.7165991902834008,1.0,0.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",1.0,1.0,1.0,0.8257261410788381,1.0,0.4915254237288136,1.0,#DIV/0!,1.0
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.765375854214123,1.0,0.6820987654320988,0.9070729872084274,0.8805340829234013,0.9376518218623482,1.0,#DIV/0!,1.0
14,Rockland County (North)--New City & Congers PUMA,0.8469101123595506,1.0,0.7665952890792291,0.9004081632653061,1.0,0.48523206751054854,1.0,1.0,#DIV/0!
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.8461538461538461,#DIV/0!,0.8461538461538461,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,1.0,#DIV/0!,1.0,0.6875631951466128,0.6852886405959032,0.6902654867256637,0.6387665198237885,1.0,0.3021276595744681
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,0.8436532507739938,#DIV/0!,0.8436532507739938,0.9004178272980501,1.0,0.8270858524788391,#DIV/0!,#DIV/0!,#DIV/0!
18,Tompkins County PUMA,0.848381601362862,1.0,0.6550387596899225,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
19,Dutchess County (Southwest) PUMA,0.7231040564373897,0.7155172413793104,0.7239685658153242,0.8726038338658147,0.9371900826446281,0.8122102009273571,0.80623973727422,0.6927083333333334,1.0
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,0.6844569288389513,0.5968586387434555,0.7332361516034985,0.8304812834224599,0.8423013245033113,0.8089123867069486,1.0,1.0,1.0
21,Westchester County (Northwest) PUMA,1.0,1.0,1.0,0.7266775777414075,1.0,0.5514771709937332,1.0,1.0,#DIV/0!
22,Albany County (Outside Albany City) PUMA,1.0,#DIV/0!,1.0,0.4479166666666667,0.4222222222222222,0.5,#DIV/0!,#DIV/0!,#DIV/0!
23,Monroe County (South) PUMA,1.0,1.0,1.0,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
24,Jefferson & Lewis Counties PUMA,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
25,"Chenango, Delaware & Broome (East) Counties PUMA",1.0,#DIV/0!,1.0,0.22167487684729065,0.14594594594594595,1.0,1.0,1.0,#DIV/0!
26,Erie County (Central) PUMA,0.6577540106951871,0.518796992481203,1.0,0.7667785234899329,0.5472312703583062,1.0,#DIV/0!,#DIV/0!,#DIV/0!
27,St. Lawrence County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!
28,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.0,0.0,#DIV/0!,0.5616,1.0,0.40948275862068967,#DIV/0!,#DIV/0!,#DIV/0!
29,Suffolk County (North Central)--Brookhaven Town (North) PUMA,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
30,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,0.8358098068350669,1.0,0.7488636363636364,0.7935554341889678,1.0,0.7114503816793893,1.0,1.0,#DIV/0!
31,Cayuga & Onondaga (South) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.264,0.22842639593908629,0.39622641509433965,#DIV/0!,#DIV/0!,#DIV/0!
32,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.8778523489932886,1.0,0.7868852459016393,0.7654867256637168,1.0,0.3727810650887574,1.0,#DIV/0!,1.0
33,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.8595959595959596,0.2057142857142857,1.0,#DIV/0!,#DIV/0!,#DIV/0!
34,Onondaga County (Central)--Syracuse City (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,1.0,1.0,#DIV/0!,1.0
35,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,0.782608695652174,1.0,0.7492625368731564,0.7500813537260006,0.5434007134363853,1.0,1.0,1.0,#DIV/0!
36,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,1.0,#DIV/0!,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
37,Suffolk County (Central)--Brookhaven Town (Central) PUMA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!
38,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",1.0,1.0,1.0,0.9060044893378226,0.9391534391534392,0.881578947368421,1.0,1.0,1.0
39,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
40,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",1.0,1.0,#DIV/0!,0.9005281690140845,0.978319783197832,0.7562814070351759,1.0,1.0,#DIV/0!
41,Suffolk County (Central)--Islip Town (East) PUMA,1.0,1.0,1.0,0.8626328699918234,1.0,0.8075601374570447,1.0,1.0,#DIV/0!
42,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",1.0,1.0,#DIV/0!,1.0,1.0,#DIV/0!,0.0,#DIV/0!,0.0
43,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",0.9443609022556391,0.8082901554404145,1.0,0.8293075684380032,0.6187050359712231,1.0,1.0,1.0,#DIV/0!
44,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,1.0,1.0,1.0,0.5982658959537572,1.0,0.35348837209302325,1.0,1.0,#DIV/0!
45,Saratoga County (Outer) PUMA,1.0,1.0,#DIV/0!,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
46,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",0.7555228276877761,0.3828996282527881,1.0,0.868944099378882,1.0,0.6580226904376013,1.0,1.0,1.0
47,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,1.0,1.0,#DIV/0!,1.0
48,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.518957345971564,1.0,0.22813688212927757,1.0,1.0,#DIV/0!
49,Schenectady County--Schenectady City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.421301775147929,1.0,0.1043956043956044,#DIV/0!,#DIV/0!,#DIV/0!
50,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,1.0,1.0,1.0,0.7437417654808959,0.8418740849194729,0.6634730538922156,0.0,#DIV/0!,0.0
51,Nassau County (Northwest)--North Hempstead Town (North) PUMA,1.0,1.0,#DIV/0!,0.8303571428571429,0.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
52,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,1.0,1.0,1.0,0.6116797110174593,0.4899497487437186,0.7236994219653179,0.0,#DIV/0!,0.0
53,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0.9044943820224719,#DIV/0!,0.9044943820224719,0.9015570065293822,0.8388157894736842,1.0,0.0,0.0,#DIV/0!
54,Columbia & Greene Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.415929203539823,0.21428571428571427,1.0,#DIV/0!,#DIV/0!,#DIV/0!
55,Rensselaer County--Troy City PUMA,1.0,#DIV/0!,1.0,1.0,#DIV/0!,1.0,0.25825825825825827,1.0,0.0
56,Erie County (West Central)--Buffalo City (West) PUMA,1.0,#DIV/0!,1.0,0.906437425029988,0.9015725101921956,0.9170918367346939,0.9196428571428571,1.0,0.0
57,Erie County (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
58,Oneida County (Central)--Greater Utica & Rome Cities PUMA,1.0,1.0,#DIV/0!,0.27761627906976744,0.16422287390029325,0.38904899135446686,#DIV/0!,#DIV/0!,#DIV/0!
59,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",0.9558823529411765,0.6454545454545455,1.0,0.6396953831508805,0.7725072604065828,0.5112359550561798,1.0,#DIV/0!,1.0
60,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,1.0,#DIV/0!,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
61,NYC-Manhattan Community District 10--Central Harlem PUMA,0.6220779220779221,0.5327102803738317,0.6859688195991092,0.8730221518987342,0.48966613672496023,1.0,0.17735849056603772,0.0,1.0
62,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.6149732620320856,1.0,0.556923076923077,0.8633440514469454,#DIV/0!,0.8633440514469454,1.0,#DIV/0!,1.0
63,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.313953488372093,#DIV/0!,0.313953488372093,0.9259708737864077,0.849009900990099,1.0,1.0,1.0,1.0
64,Albany County (East Central)--Albany City PUMA,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,#DIV/0!
65,Nassau County (West Central)--Hempstead Town (West Central) PUMA,1.0,#DIV/0!,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
66,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
67,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.7291666666666666,0.8962472406181016,0.5798816568047337,0.8189519306540584,0.8670162059103909,0.7850906648757555,0.706500328299409,0.821330902461258,0.4107981220657277
68,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",0.8676307007786429,0.0,1.0,0.8188325991189427,0.8751835535976505,0.785022026431718,0.7023809523809523,0.8536585365853658,0.47477064220183485
69,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.91875,0.7936507936507936,1.0,0.8025368529310936,0.7246474143720618,0.8837535014005602,1.0,1.0,1.0
70,Erie County (Northeast) PUMA,1.0,1.0,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
71,NYC-Manhattan Community District 11--East Harlem PUMA,0.7759651984774334,1.0,0.7255163224516988,0.8607423462476294,0.8734634851771511,0.8531195840554593,#DIV/0!,#DIV/0!,#DIV/0!
72,Orange County (Southeast) PUMA,0.8252069917203312,1.0,0.7570332480818415,0.9336645962732919,1.0,0.8507546115148128,1.0,1.0,#DIV/0!
73,Westchester County (Southeast) PUMA,1.0,1.0,1.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
74,NYC-Queens Community District 1--Astoria & Long Island City PUMA,0.784655061250806,0.8885496183206106,0.7087053571428571,0.8856825749167592,0.8271812080536913,1.0,#DIV/0!,#DIV/0!,#DIV/0!
75,Livingston & Wyoming Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.782608695652174,1.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
76,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,1.0,1.0,1.0,0.8615591397849462,0.7615740740740741,1.0,1.0,#DIV/0!,1.0
77,Westchester County (Southwest)--Yonkers City PUMA,1.0,1.0,1.0,0.9024457268480351,1.0,0.8197969543147208,0.8434782608695652,1.0,0.5522388059701493
78,Erie County (North Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
79,Saratoga County (South & Central) PUMA,1.0,1.0,#DIV/0!,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
80,Suffolk County (South Central)--Brookhaven Town (South) PUMA,1.0,#DIV/0!,1.0,0.9888623707239459,0.982521847690387,1.0,0.828125,#DIV/0!,0.828125
81,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",1.0,1.0,1.0,0.9482862297053518,1.0,0.8836265223274695,1.0,1.0,1.0
82,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,0.0,0.0,#DIV/0!,0.15013404825737264,0.15013404825737264,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
83,Niagara County (North & East) PUMA,1.0,1.0,#DIV/0!,1.0,1.0,1.0,1.0,1.0,#DIV/0!
84,Monroe County (Central)--Rochester City (East) PUMA,0.5585585585585585,1.0,0.43023255813953487,0.7458937198067633,0.7468982630272953,0.745253164556962,0.21523809523809523,0.08444444444444445,1.0
85,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.9398907103825137,0.9278688524590164,1.0,#DIV/0!,#DIV/0!,#DIV/0!
86,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.7908113391984359,1.0,0.3227848101265823,#DIV/0!,#DIV/0!,#DIV/0!
87,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,0.8045977011494253,0.4720496894409938,1.0,0.9899665551839465,0.9899665551839465,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
88,Onondaga County (Central)--Syracuse City PUMA,1.0,1.0,1.0,0.8163265306122449,0.862533692722372,0.7142857142857143,0.5829596412556054,0.4945652173913043,1.0
89,Westchester County (Central)--White Plains City PUMA,0.7938144329896907,#DIV/0!,0.7938144329896907,0.906312826698834,0.9072375127420998,0.9028571428571428,#DIV/0!,#DIV/0!,#DIV/0!
90,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,1.0,1.0,1.0,0.9766022380467956,0.9460093896713615,1.0,0.0,0.0,0.0
91,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",0.8397711015736766,1.0,0.746031746031746,0.6379107981220657,0.563918096292197,0.6783661119515885,0.7506377551020408,0.8703007518796992,0.6891891891891891
92,Cattaraugus & Allegany Counties PUMA,1.0,#DIV/0!,1.0,0.1951219512195122,1.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
93,Oswego County PUMA,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",0.8823529411764706,1.0,0.6302521008403361,0.9327951123718089,0.8864978902953586,0.98237686398554,1.0,#DIV/0!,1.0
95,Monroe County (East) PUMA,0.785234899328859,0.0,1.0,0.5354223433242506,1.0,0.30265848670756645,0.4427083333333333,1.0,0.0
96,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,1.0,1.0,1.0,0.7858942065491183,0.7271268057784912,1.0,#DIV/0!,#DIV/0!,#DIV/0!
