,puma,BABS_Poverty_Total,BABS_Poverty_M,BABS_Poverty_F,HS_Poverty_Total,HS_Poverty_M,HS_Poverty_F,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
0,Total Geo,0.09754673709083328,0.0891508823402511,0.1038683635595767,0.29119664395185185,0.23753355535371884,0.3450901218651942,0.5627226982184143,0.4962161052820605,0.6377608613852789
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,0.0,0.0,0.16019818331957061,0.19695431472081218,0.0,1.0,1.0,1.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.08323281061519903,0.0,0.22186495176848875,0.07217847769028872,0.5978260869565217,0.0,0.0,#DIV/0!,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.0,0.0,0.0,0.3984375,0.4054937867887508,0.37764932562620424,0.36773255813953487,0.49221789883268485,0.0
4,Madison & Cortland Counties PUMA,0.0,#DIV/0!,0.0,0.44594594594594594,0.515625,0.0,0.0,0.0,#DIV/0!
5,Ontario & Yates Counties PUMA,0.0,0.0,0.0,0.40336134453781514,0.5050651230101303,0.13409961685823754,1.0,1.0,1.0
6,Monroe County (Central)--Greece & Gates Towns PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.5632530120481928,0.0,1.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.22922636103151864,0.0,0.3448275862068966,#DIV/0!,#DIV/0!,#DIV/0!
9,NYC-Manhattan Community District 8--Upper East Side PUMA,0.0,0.0,0.0,0.5058611361587015,0.0,0.8142235123367199,1.0,#DIV/0!,1.0
10,Suffolk County (Southwest)--Islip Town (South) PUMA,0.0,0.0,0.0,0.37283236994219654,0.0,0.5405027932960894,1.0,1.0,#DIV/0!
11,Erie County (Northwest) PUMA,0.0,#DIV/0!,0.0,0.2837465564738292,1.0,0.0,1.0,1.0,1.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.0,0.0,0.0,0.16548463356973994,0.0,0.44025157232704404,0.7937293729372937,#DIV/0!,0.7937293729372937
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.263681592039801,0.0,0.32581967213114754,0.5436121087737301,0.45580678314491263,0.6311475409836066,0.8023648648648649,1.0,0.6443768996960486
14,Rockland County (North)--New City & Congers PUMA,0.0,0.0,0.0,0.04647160068846816,0.0,0.16463414634146342,#DIV/0!,#DIV/0!,#DIV/0!
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.15384615384615385,#DIV/0!,0.15384615384615385,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
