,puma,BABS_UnEmp_Total,BABS_UnEmp_M,BABS_UnEmp_F,HS_UnEmp_Total,HS_UnEmp_M,HS_UnEmp_F,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
0,Total Geo,0.03855322405014862,0.03840579710144928,0.03864583832478796,0.0759506177975621,0.0790866714071265,0.07246265377855887,0.18190127970749542,0.1810745370067404,0.1828610499126339
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.0,0.0,0.0,0.05572289156626506,0.06961429915333961,0.0,0.0,#DIV/0!,0.0
4,Madison & Cortland Counties PUMA,0.0,#DIV/0!,0.0,0.44594594594594594,0.515625,0.0,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,0.0,0.0,0.0,0.43066884176182707,0.09819121447028424,1.0,#DIV/0!,#DIV/0!,#DIV/0!
6,Monroe County (Central)--Greece & Gates Towns PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.10601719197707736,0.0,0.15948275862068967,#DIV/0!,#DIV/0!,#DIV/0!
9,NYC-Manhattan Community District 8--Upper East Side PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
10,Suffolk County (Southwest)--Islip Town (South) PUMA,0.24528301886792453,0.0,0.39634146341463417,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11,Erie County (Northwest) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.0,0.0,0.0,0.05726141078838174,0.08712121212121213,0.0,0.7401247401247402,#DIV/0!,0.7401247401247402
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.09111617312072894,0.0,0.12345679012345678,0.13525179856115108,0.16245954692556636,0.10121457489878542,0.43846153846153846,#DIV/0!,0.43846153846153846
14,Rockland County (North)--New City & Congers PUMA,0.15308988764044945,0.0,0.2334047109207709,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,0.0,#DIV/0!,0.0,0.1419047619047619,0.0,0.290448343079922,0.0,0.0,0.0
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
