,puma,BABS_Working_Poor_Total,BABS_Working_Poor_M,BABS_Working_Poor_F,HS_Working_Poor_Total,HS_Working_Poor_M,HS_Working_Poor_F,HSINC_Working_Poor_Total,HSINC_Working_Poor_M,HSINC_Working_Poor_F
0,Total Geo,4.68504703211158,4.408486953095177,4.992939692636717,13.841191733948083,16.746647738670205,7.943369040907097,16.773755096997405,21.967796747309652,0.0
1,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2,Tompkins County PUMA,12.25596529284165,0.0,28.109452736318406,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.0,0.0,0.0,16.014449127031906,12.866958151155528,100.0,0.0,#DIV/0!,0.0
4,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",0.0,0.0,0.0,6.065573770491803,8.008658008658008,0.0,0.0,0.0,0.0
5,Madison & Cortland Counties PUMA,0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
6,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7,Dutchess County (Southwest) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.0,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
9,Dutchess County (North & East) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
10,Erie County (Central) PUMA,0.0,#DIV/0!,0.0,44.27807486631016,52.359550561797754,36.93877551020408,0.0,0.0,0.0
11,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,0.0,0.0,100.0,100.0,#DIV/0!,0.0,0.0,0.0
13,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,0.0,0.0,0.0,27.475247524752476,53.493975903614455,0.0,#DIV/0!,#DIV/0!,#DIV/0!
14,Westchester County (Northeast) PUMA,0.0,0.0,0.0,37.46701846965699,37.46701846965699,#DIV/0!,0.0,0.0,#DIV/0!
15,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
16,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
17,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,#DIV/0!
18,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
19,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0,0.0,0.0
20,"Chenango, Delaware & Broome (East) Counties PUMA",0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21,Oswego County PUMA,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",16.78832116788321,35.025380710659896,0.0,74.27652733118971,74.27652733118971,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
23,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,7.688564476885645,0.0,19.19805589307412,18.92744479495268,31.195840554592717,0.0,0.0,0.0,0.0
24,Ontario & Yates Counties PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
25,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
26,Erie County (Northwest) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,0.0
27,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,6.916692284045496,11.299435028248588,4.220456802383317,27.36563209689629,27.941176470588236,26.53061224489796,0.0,0.0,0.0
28,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",29.295774647887324,37.410071942446045,0.0,43.039591315453386,43.039591315453386,#DIV/0!,12.837837837837837,19.289340101522843,0.0
29,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
30,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",#DIV/0!,#DIV/0!,#DIV/0!,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
31,NYC-Queens Community District 1--Astoria & Long Island City PUMA,8.801571709233793,4.923215898825655,11.78720445062587,15.985973597359738,20.806985847636252,5.50098231827112,54.9792531120332,54.9792531120332,#DIV/0!
32,Erie County (West Central)--Buffalo City (West) PUMA,18.51851851851852,100.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33,Schenectady County--Schenectady City PUMA,14.838709677419354,0.0,43.60189573459716,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
34,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,3.2520325203252036,0.0,13.707165109034266,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
35,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
36,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,3.0927835051546393,5.8422590068159685,0.0,28.5132382892057,35.44303797468354,0.0,6.851549755301795,6.851549755301795,#DIV/0!
37,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
38,Erie County (Northeast) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
39,Monroe County (North & West) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
40,Oneida County (Central)--Greater Utica & Rome Cities PUMA,10.273972602739725,0.0,16.62971175166297,10.707456978967496,12.761904761904763,8.637236084452974,0.0,0.0,0.0
