,puma,BABS_Poverty_Total,BABS_Poverty_M,BABS_Poverty_F,HS_Poverty_Total,HS_Poverty_M,HS_Poverty_F,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
0,Total Geo,11.091095734915262,9.987081596000547,12.069752069193457,21.57137868243159,21.087702106810386,22.073022003150566,26.571554441017998,28.293365561987148,24.608355091383814
1,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",14.074479737130337,0.0,19.294294294294296,0.0,0.0,0.0,0.0,#DIV/0!,0.0
2,Tompkins County PUMA,10.792741165234002,0.0,21.44212523719165,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.0,0.0,0.0,35.68298027757487,12.866958151155528,67.81002638522428,9.311224489795919,#DIV/0!,9.311224489795919
4,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",14.63614063777596,0.0,35.9437751004016,8.177468464549804,12.551440329218108,4.973624717407687,7.424812030075188,12.28615863141524,0.0
5,Madison & Cortland Counties PUMA,0.0,0.0,0.0,1.36986301369863,2.2556390977443606,0.0,#DIV/0!,#DIV/0!,#DIV/0!
6,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,55.6910569105691,#DIV/0!,55.6910569105691,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
7,Dutchess County (Southwest) PUMA,30.039525691699602,0.0,63.33333333333333,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0
8,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
9,Dutchess County (North & East) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
10,Erie County (Central) PUMA,0.0,#DIV/0!,0.0,56.4434845212383,62.741652021089635,52.07317073170732,0.0,0.0,0.0
11,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",11.055276381909549,0.0,16.923076923076923,39.436619718309856,100.0,0.0,0.0,0.0,0.0
13,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,0.0,0.0,0.0,16.075156576200417,32.408759124087595,1.196808510638298,66.26746506986028,61.224489795918366,68.36158192090396
