,puma,BABS_UnEmp_Total,BABS_UnEmp_M,BABS_UnEmp_F,HS_UnEmp_Total,HS_UnEmp_M,HS_UnEmp_F,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
0,Total Geo,5.332917511305162,5.093015814973946,5.578066068029753,6.28112783698007,5.725951821707544,7.0650392395056025,6.54132007678299,6.103184896959216,7.485634415281877
1,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",26.93649685973482,86.54708520179372,0.0,100.0,100.0,100.0,0.0,#DIV/0!,0.0
2,Tompkins County PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,8.908045977011495,8.667736757624397,9.263657957244655,8.835504885993485,0.0,25.380116959064324,0.0,#DIV/0!,0.0
4,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",0.0,0.0,0.0,5.344827586206897,0.0,10.264900662251655,0.0,0.0,0.0
5,Madison & Cortland Counties PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7,Dutchess County (Southwest) PUMA,39.175257731958766,0.0,63.33333333333333,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.0,#DIV/0!,0.0,0.0,0.0,0.0,100.0,100.0,#DIV/0!
9,Dutchess County (North & East) PUMA,0.0,0.0,0.0,5.482717520858165,0.0,9.643605870020965,#DIV/0!,#DIV/0!,#DIV/0!
10,Erie County (Central) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,66.14583333333334,100.0,50.0
11,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",30.718954248366014,68.11594202898551,0.0,60.56338028169014,0.0,100.0,0.0,0.0,0.0
13,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,6.5425023877745945,0.0,19.599427753934194,5.442729488220959,0.0,12.27106227106227,0.0,0.0,#DIV/0!
14,Westchester County (Northeast) PUMA,0.0,0.0,0.0,23.316062176165804,35.62005277044855,0.0,0.0,0.0,#DIV/0!
15,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
16,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
17,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,0.0,0.0,8.786127167630058,0.0,17.431192660550458,0.0,0.0,#DIV/0!
18,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
19,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0,0.0,0.0
20,"Chenango, Delaware & Broome (East) Counties PUMA",0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21,Oswego County PUMA,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",0.0,0.0,0.0,11.895910780669144,0.0,28.193832599118945,#DIV/0!,#DIV/0!,#DIV/0!
23,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.0,0.0,0.0,18.92744479495268,31.195840554592717,0.0,0.0,0.0,0.0
24,Ontario & Yates Counties PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
