,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,87.89378092315401,92.25274662978038,83.49687778768956,77.99307122139865,88.96918667635725,62.359122604840124,81.82599464132248,90.64173083975065,62.26814188089814
1,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",82.64686022957461,100.0,73.96149949341438,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
2,Tompkins County PUMA,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,93.69085173501577,100.0,84.29319371727748,72.24880382775119,100.0,8.595988538681947,54.6583850931677,#DIV/0!,54.6583850931677
4,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",93.97042093287827,92.19440353460972,100.0,70.23603914795625,100.0,36.40836408364084,81.24156545209176,100.0,38.22222222222222
5,Madison & Cortland Counties PUMA,94.28571428571428,90.57591623036649,100.0,100.0,#DIV/0!,100.0,#DIV/0!,#DIV/0!,#DIV/0!
6,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.0,#DIV/0!,0.0,17.525773195876287,17.525773195876287,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7,Dutchess County (Southwest) PUMA,37.28813559322034,0.0,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",100.0,#DIV/0!,100.0,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
9,Dutchess County (North & East) PUMA,29.107981220657276,55.35714285714286,0.0,87.36591179976162,100.0,77.77777777777779,#DIV/0!,#DIV/0!,#DIV/0!
10,Erie County (Central) PUMA,81.67006109979633,#DIV/0!,81.67006109979633,88.2908404154863,78.20738137082601,100.0,66.14583333333334,100.0,50.0
11,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,100.0,100.0,100.0,46.21951219512195,100.0,25.882352941176475,100.0,100.0,100.0
12,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",85.62091503267973,68.11594202898551,100.0,39.436619718309856,100.0,0.0,100.0,100.0,100.0
13,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,82.6158940397351,86.80513133781307,73.81258023106547,69.41580756013745,60.58394160583942,82.04592901878914,0.0,0.0,#DIV/0!
14,Westchester County (Northeast) PUMA,100.0,100.0,100.0,65.45768566493955,100.0,0.0,100.0,100.0,#DIV/0!
15,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,75.48460661345496,73.22834645669292,76.40449438202246,78.49462365591397,100.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
16,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
17,Nassau County (Central)--Hempstead Town (East Central) PUMA,100.0,100.0,100.0,76.80608365019012,100.0,49.166666666666664,100.0,100.0,#DIV/0!
18,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
19,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",100.0,100.0,100.0,100.0,100.0,#DIV/0!,100.0,100.0,100.0
20,"Chenango, Delaware & Broome (East) Counties PUMA",100.0,100.0,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
21,Oswego County PUMA,74.08993576017131,#DIV/0!,74.08993576017131,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",85.98326359832636,100.0,76.15658362989323,65.61181434599156,100.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
23,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
