,puma,BABS_Poverty_Total,BABS_Poverty_M,BABS_Poverty_F,HS_Poverty_Total,HS_Poverty_M,HS_Poverty_F,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
0,Total Geo,12.040746639035174,10.057629909438713,13.70228006156626,25.61612099248735,23.985560299909686,27.336093643863567,37.61295345399197,33.51805691563548,43.49517253138387
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,6.426494042593115,2.2956447114353145,9.636545515171724,42.674680691209616,51.736972704714645,36.53926921461571,41.51291512915129,48.205128205128204,39.40129449838188
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,8.39982269503546,10.047343503419253,7.200306396016852,8.731260410882843,17.441860465116278,1.8398806563898558,24.299065420560748,28.697571743929362,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,8.740822828646627,0.0,17.12812160694897,29.195804195804197,23.375,32.325268817204304,91.16135662898253,82.52032520325203,100.0
4,Madison & Cortland Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
5,Ontario & Yates Counties PUMA,0.0,0.0,0.0,38.18181818181819,#DIV/0!,38.18181818181819,#DIV/0!,#DIV/0!,#DIV/0!
6,Monroe County (Central)--Greece & Gates Towns PUMA,18.04180418041804,0.0,46.19718309859155,22.817314746881877,20.32967032967033,25.669291338582678,34.49367088607595,32.51231527093596,38.05309734513274
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,2.6843100189035916,0.0,4.408112582781457,0.0,0.0,0.0,26.340326340326342,37.244897959183675,17.167381974248926
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.0,0.0,0.0,32.80507131537242,18.733509234828496,53.96825396825397,21.83288409703504,38.405797101449274,12.017167381974248
9,NYC-Manhattan Community District 8--Upper East Side PUMA,5.033275819571112,2.797790585975024,6.590281843271724,16.725618999494692,0.0,20.195241000610128,0.0,0.0,#DIV/0!
10,Suffolk County (Southwest)--Islip Town (South) PUMA,0.0,0.0,0.0,13.012295081967212,23.13296903460838,0.0,16.52574942352037,71.03174603174604,3.4318398474737846
11,Erie County (Northwest) PUMA,14.16184971098266,36.708860759493675,0.3110419906687403,0.0,0.0,0.0,27.400468384074944,100.0,0.0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",8.98277506592605,9.461001902346226,8.603340712416985,14.750469546552186,13.08257345491388,16.628636622932117,19.815227779547627,18.383838383838384,22.260569456427955
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,27.1095717884131,25.26374236535258,29.52727272727273,21.45922746781116,16.16495562902384,26.825396825396826,61.03074141048824,59.87144168962351,61.597128757290264
14,Rockland County (North)--New City & Congers PUMA,0.0,0.0,0.0,10.95183486238532,5.532459226095298,19.002375296912113,25.40381791483113,39.33588761174968,16.746031746031743
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",35.949367088607595,31.788079470198678,38.52459016393443,57.360406091370564,88.33333333333333,9.090909090909092,23.4375,30.0,0.0
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,27.70408163265306,28.694158075601372,26.734006734006734,39.749206828826104,31.551724137931036,48.837209302325576,59.72744360902256,56.76113360323887,63.829787234042556
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,14.820561252023746,12.127894156560089,16.837758112094395,27.873327873327874,25.7820006405466,30.062583817612875,42.30690010298661,40.63627418825845,45.12735326688815
18,Tompkins County PUMA,7.733585858585859,1.9736842105263157,12.11111111111111,0.0,0.0,0.0,81.35593220338984,0.0,100.0
19,Dutchess County (Southwest) PUMA,17.506702412868634,17.857142857142858,17.22810394610202,19.244391971664697,26.90278824415976,14.313440077632217,14.87603305785124,14.87603305785124,#DIV/0!
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,14.923378474697078,10.413589364844904,19.12878787878788,25.506944444444446,22.85636264336428,28.250423968343696,25.417322834645667,23.615712257453858,29.001883239171374
21,Westchester County (Northwest) PUMA,6.279999999999999,14.137775776677172,0.0,40.017985611510795,33.63736871199558,47.57694826457106,30.87525844245348,16.98703620920876,77.59398496240601
22,Albany County (Outside Albany City) PUMA,2.7560674619498147,2.5838796760509064,2.9528426619656236,18.481548699334542,16.61631419939577,19.727547931382443,27.508090614886733,#DIV/0!,27.508090614886733
23,Monroe County (South) PUMA,8.420855213803451,12.468738835298321,3.9478878799842083,0.0,0.0,0.0,57.89090909090909,52.14477211796247,64.70588235294117
24,Jefferson & Lewis Counties PUMA,8.193277310924369,1.895306859205776,16.959798994974875,13.86861313868613,0.0,19.3033381712627,#DIV/0!,#DIV/0!,#DIV/0!
25,"Chenango, Delaware & Broome (East) Counties PUMA",18.014705882352942,0.0,24.137931034482758,6.229143492769744,0.0,10.486891385767791,0.0,0.0,#DIV/0!
26,Erie County (Central) PUMA,1.488833746898263,0.0,2.8846153846153846,22.55011135857461,24.45537596626845,15.281501340482572,0.0,#DIV/0!,0.0
27,St. Lawrence County PUMA,19.91701244813278,24.489795918367346,0.0,28.67448151487827,0.0,56.48312611012434,87.05882352941177,#DIV/0!,87.05882352941177
28,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",20.298672566371682,10.247275775356245,28.192890059249503,16.07711354793067,10.445262805490458,22.38470191226097,42.54835039817975,37.525987525987524,48.618090452261306
29,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,0.0,0.0,10.383889238514788,0.0,14.745308310991955,14.004914004914005,14.004914004914005,#DIV/0!
30,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,8.222344523940562,1.3917004048582995,13.481394895772453,24.626610420704594,24.059451927542963,25.173572228443447,18.181818181818183,32.57305773342837,2.8158295281582952
31,Cayuga & Onondaga (South) Counties PUMA,0.0,0.0,0.0,60.65573770491803,60.65573770491803,#DIV/0!,0.0,#DIV/0!,0.0
32,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
33,Fulton & Montgomery Counties PUMA,100.0,#DIV/0!,100.0,26.923076923076923,38.57142857142858,21.014492753623188,#DIV/0!,#DIV/0!,#DIV/0!
34,Onondaga County (Central)--Syracuse City (Outer) PUMA,0.0,0.0,0.0,7.251908396946565,0.0,17.47700394218134,65.0,59.950248756218905,100.0
