,puma,BABS_Working_Poor_Total,BABS_Working_Poor_M,BABS_Working_Poor_F,HS_Working_Poor_Total,HS_Working_Poor_M,HS_Working_Poor_F,HSINC_Working_Poor_Total,HSINC_Working_Poor_M,HSINC_Working_Poor_F
0,Total Geo,5.679188389127313,5.507126801941605,5.8588811312701825,16.93965300898429,18.071196613661016,15.161212251593298,27.242225268778412,26.08942651452079,30.46718728592958
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,1.2845138055222087,2.6770077558168626,0.0,0.0,0.0,0.0,27.911453320500478,#DIV/0!,27.911453320500478
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.12161751292186075,0.0,0.253324889170361,10.09994739610731,20.498162515312373,2.2741241548862936,0.0,0.0,0.0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,2.4542059398897385,0.0,5.686032138442522,17.529215358931552,0.0,30.129124820659968,76.43835616438356,76.43835616438356,#DIV/0!
4,Madison & Cortland Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
5,Ontario & Yates Counties PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,0.0,#DIV/0!,24.108527131782946,20.32967032967033,29.00355871886121,24.175824175824175,32.51231527093596,0.0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,18.76606683804627,37.244897959183675,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.0,0.0,0.0,0.0,0.0,0.0,24.778761061946902,0.0,100.0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,0.9769094138543518,0.0,1.8496276723516694,0.0,0.0,0.0,0.0,0.0,#DIV/0!
10,Suffolk County (Southwest)--Islip Town (South) PUMA,0.0,0.0,0.0,3.806734992679356,5.803571428571429,0.0,4.380242311276794,78.33333333333333,0.0
11,Erie County (Northwest) PUMA,0.2724795640326975,0.0,0.4132231404958678,0.0,0.0,#DIV/0!,100.0,100.0,#DIV/0!
