,puma,BABS_Home_Ownership_Total,BABS_Home_Ownership_M,BABS_Home_Ownership_F,HS_Home_Ownership_Total,HS_Home_Ownership_M,HS_Home_Ownership_F,HSINC_Home_Ownership_Total,HSINC_Home_Ownership_M,HSINC_Home_Ownership_F
0,Total Geo,0.38248775542259855,0.327966398319916,0.42005740334290054,0.2465476609123308,0.2347515299877601,0.26017556958302224,0.21831751418420914,0.2232638968284819,0.21149418036148
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.1195840554592721,0.23180291153415453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Ulster County (East) PUMA,0.2222222222222222,0.0,0.44,0.5256609642301711,0.3759124087591241,0.6368563685636857,#DIV/0!,#DIV/0!,#DIV/0!
3,Albany County (East Central)--Albany City PUMA,1.0,#DIV/0!,1.0,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.7805139186295503,0.0,0.8312428734321551,0.017543859649122806,0.038876889848812095,0.0,0.21170731707317073,0.1822289156626506,0.2659279778393352
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.4117647058823529,0.0,1.0,1.0,#DIV/0!,1.0,0.3522727272727273,1.0,0.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,1.0,#DIV/0!,1.0,0.35684647302904565,0.35684647302904565,#DIV/0!,0.7206703910614525,1.0,0.563953488372093
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.37681159420289856,1.0,0.2445095168374817,0.23345421577515865,0.2779126213592233,0.17680412371134022,0.05700609225413403,0.0,0.12140871177015755
11,Livingston & Wyoming Counties PUMA,0.0,0.0,0.0,1.0,#DIV/0!,1.0,0.0,#DIV/0!,0.0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.21643141512848355,0.2431924882629108,0.1263823064770932,0.13993174061433447,#DIV/0!,0.13993174061433447
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.5967213114754099,0.0,1.0,0.0,#DIV/0!,0.0
16,Monroe County (Central)--Rochester City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
17,Westchester County (Northwest) PUMA,0.3546099290780142,0.0,1.0,0.16655651024454726,0.14215341308937368,0.1881619937694704,0.937192118226601,1.0,0.8695652173913043
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.25386996904024767,#DIV/0!,0.25386996904024767,0.0,0.0,0.0,0.0,0.0,0.0
19,Onondaga County (Central)--Syracuse City PUMA,1.0,#DIV/0!,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
20,Westchester County (Northeast) PUMA,0.4627450980392157,0.0,1.0,0.22932745314222713,0.2958748221906117,0.0,0.0,0.0,0.0
21,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22,Erie County (West Central)--Buffalo City (West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
23,Monroe County (Central)--Rochester City (West) PUMA,0.0,0.0,#DIV/0!,0.3911290322580645,0.0,0.5705882352941176,0.47540983606557374,0.47540983606557374,#DIV/0!
24,Suffolk County (Central)--Islip Town (East) PUMA,0.0,#DIV/0!,0.0,1.0,1.0,1.0,1.0,#DIV/0!,1.0
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,1.0,1.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",0.11593375214163336,0.0,0.25598991172761665,0.04915221947037531,0.10086004691164972,0.0,0.010201342281879194,0.0,0.01981230448383733
27,St. Lawrence County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
28,Columbia & Greene Counties PUMA,1.0,1.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,1.0,#DIV/0!,1.0,0.2655367231638418,#DIV/0!,0.2655367231638418,0.0,0.0,#DIV/0!
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.5269186712485682,1.0,0.44489247311827956,0.6405990016638935,0.6593601895734598,0.5963687150837989,1.0,#DIV/0!,1.0
31,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
