,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,0.8599640068129961,0.9174347758162787,0.8197925197925198,0.8015243730451733,0.8786775399398882,0.6941721377821747,0.7920937794130231,0.8713436752334646,0.6346350439582907
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.9229422066549913,1.0,0.8390243902439024,0.8828480436760692,0.8714765100671141,0.9067796610169492,0.7383015597920277,1.0,0.0
2,Ulster County (East) PUMA,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
3,Albany County (East Central)--Albany City PUMA,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,0.5964125560538116,1.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.5682281059063137,1.0,0.511520737327189,0.6236794171220401,1.0,0.29198080877313226,1.0,1.0,1.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,1.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!,1.0,1.0,#DIV/0!
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.7578502415458938,1.0,0.7064421669106882,0.9125891946992865,0.9009329187027988,0.9282725642558278,0.9458293384467881,0.902333621434745,1.0
11,Livingston & Wyoming Counties PUMA,1.0,1.0,1.0,1.0,#DIV/0!,1.0,0.0,#DIV/0!,0.0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.428,1.0,0.0,0.7755102040816326,1.0,0.6659919028340081,1.0,#DIV/0!,1.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.9429742825195676,1.0,0.7233273056057866,1.0,#DIV/0!,1.0
