,puma,Total_Population,BABS_mf_t,BABS_m,BABS_f,HS_mf_t,HS_m,HS_f,HSINC_mf_t,HSINC_m,HSINC_f
24,Dutchess County (Southwest) PUMA,74,0,0,0,74,0,74,0,0,0
25,Westchester County (Northwest) PUMA,191,0,0,0,191,0,191,0,0,0
26,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0,0,0,0,0,0,0,0,0,0
27,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,390,0,0,0,390,0,390,0,0,0
28,Saratoga County (Outer) PUMA,0,0,0,0,0,0,0,0,0,0
29,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,380,0,0,0,328,60,268,52,0,52
30,Erie County (South) PUMA,291,0,0,0,147,147,0,144,144,0
31,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",553,0,0,0,461,287,174,92,0,92
32,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,566,0,0,0,566,248,318,0,0,0
33,Suffolk County (Central)--Brookhaven Town (Central) PUMA,67,0,0,0,67,0,67,0,0,0
34,St. Lawrence County PUMA,227,0,0,0,0,0,0,227,227,0
35,Genesee & Orleans Counties PUMA,0,0,0,0,0,0,0,0,0,0
36,Monroe County (Central)--Rochester City (West) PUMA,704,0,0,0,573,354,219,131,131,0
37,Wayne & Seneca Counties PUMA,205,0,0,0,149,0,149,56,56,0
38,Warren & Washington Counties PUMA,155,0,0,0,155,155,0,0,0,0
39,Erie County (North Central) PUMA,0,0,0,0,0,0,0,0,0,0
40,"Clinton, Franklin, Essex & Hamilton Counties PUMA",281,0,0,0,281,281,0,0,0,0
41,Dutchess County (North & East) PUMA,145,71,0,71,74,74,0,0,0,0
42,Tompkins County PUMA,156,0,0,0,118,118,0,38,38,0
43,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0,0,0,0,0,0,0,0,0,0
44,Onondaga County (Central)--Syracuse City PUMA,604,0,0,0,323,0,323,281,0,281
45,Suffolk County (South Central)--Brookhaven Town (South) PUMA,67,0,0,0,67,0,67,0,0,0
46,Suffolk County (Northwest)--Smithtown Town PUMA,0,0,0,0,0,0,0,0,0,0
47,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,60,0,0,0,0,0,0,60,60,0
48,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,558,0,0,0,558,109,449,0,0,0
49,Onondaga County (Central)--Syracuse City (Outer) PUMA,0,0,0,0,0,0,0,0,0,0
50,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0,0,0,0,0,0,0,0,0,0
51,Erie County (West Central)--Buffalo City (West) PUMA,1934,194,0,194,1106,126,980,634,218,416
52,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",169,38,0,38,0,0,0,131,43,88
53,Monroe County (North & West) PUMA,267,0,0,0,267,140,127,0,0,0
54,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,265,0,0,0,0,0,0,265,265,0
55,Cattaraugus & Allegany Counties PUMA,78,0,0,0,78,0,78,0,0,0
56,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",0,0,0,0,0,0,0,0,0,0
57,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0,0,0,0,0,0,0,0,0,0
58,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0,0,0,0,0,0,0,0,0,0
59,Jefferson & Lewis Counties PUMA,105,0,0,0,105,105,0,0,0,0
60,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,585,0,0,0,179,74,105,406,208,198
61,Schenectady County--Schenectady City PUMA,0,0,0,0,0,0,0,0,0,0
62,NYC-Queens Community District 1--Astoria & Long Island City PUMA,530,185,94,91,260,127,133,85,0,85
63,Suffolk County (North Central)--Brookhaven Town (North) PUMA,276,0,0,0,276,0,276,0,0,0
64,Fulton & Montgomery Counties PUMA,1399,131,63,68,685,265,420,583,583,0
65,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,583,0,0,0,0,0,0,583,448,135
66,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",229,0,0,0,229,0,229,0,0,0
67,Oswego County PUMA,0,0,0,0,0,0,0,0,0,0
68,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",1327,629,0,629,491,491,0,207,0,207
69,Monroe County (Central)--Rochester City (East) PUMA,2175,48,0,48,1194,711,483,933,179,754
70,Westchester County (Northeast) PUMA,0,0,0,0,0,0,0,0,0,0
71,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",5478,157,0,157,2564,1044,1520,2757,927,1830
72,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",144,0,0,0,144,144,0,0,0,0
73,Onondaga County (North) PUMA,323,135,0,135,188,0,188,0,0,0
74,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,160,0,0,0,160,160,0,0,0,0
75,Monroe County (South) PUMA,264,0,0,0,264,169,95,0,0,0
76,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",67,0,0,0,67,0,67,0,0,0
77,Rensselaer County--Troy City PUMA,0,0,0,0,0,0,0,0,0,0
78,Suffolk County (Central)--Islip Town (East) PUMA,0,0,0,0,0,0,0,0,0,0
79,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,64,0,0,0,64,0,64,0,0,0
80,Ontario & Yates Counties PUMA,485,120,0,120,365,0,365,0,0,0
81,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,92,92,0,92,0,0,0,0,0,0
82,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,103,0,0,0,103,103,0,0,0,0
83,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",1227,163,0,163,177,0,177,887,78,809
84,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",0,0,0,0,0,0,0,0,0,0
85,Chautauqua County PUMA,542,0,0,0,192,148,44,350,247,103
86,Orange County (Southeast) PUMA,40,0,0,0,40,0,40,0,0,0
87,Monroe County (East) PUMA,46,46,0,46,0,0,0,0,0,0
88,Broome (Outer West) & Tioga Counties PUMA,0,0,0,0,0,0,0,0,0,0
89,Suffolk County (East) PUMA,0,0,0,0,0,0,0,0,0,0
90,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",649,0,0,0,322,0,322,327,266,61
91,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,644,86,0,86,270,270,0,288,288,0
92,Albany County (Outside Albany City) PUMA,0,0,0,0,0,0,0,0,0,0
93,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",3898,0,0,0,2365,682,1683,1533,700,833
94,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0,0,0,0,0,0,0,0,0,0
95,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0,0,0,0,0,0,0,0,0,0
96,Erie County (West Central)--Buffalo City (East) PUMA,1004,465,224,241,185,0,185,354,32,322
97,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0,0,0,0,0,0,0,0,0,0
98,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",491,43,0,43,448,354,94,0,0,0
99,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",1206,138,0,138,664,355,309,404,0,404
100,Madison & Cortland Counties PUMA,0,0,0,0,0,0,0,0,0,0
101,Nassau County (Central)--Hempstead Town (East Central) PUMA,0,0,0,0,0,0,0,0,0,0
102,Nassau County (West Central)--North Hempstead Town (South) PUMA,0,0,0,0,0,0,0,0,0,0
103,Westchester County (Central)--White Plains City PUMA,82,0,0,0,82,0,82,0,0,0
104,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",82,82,82,0,0,0,0,0,0,0
105,Suffolk County (Northwest)--Huntington Town (South) PUMA,0,0,0,0,0,0,0,0,0,0
106,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,4439,265,0,265,3204,588,2616,970,970,0
107,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,1006,0,0,0,551,354,197,455,0,455
108,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,225,64,64,0,108,0,108,53,53,0
109,Suffolk County (Northwest)--Huntington Town (North) PUMA,0,0,0,0,0,0,0,0,0,0
110,Suffolk County (Southwest)--Islip Town (South) PUMA,242,0,0,0,242,0,242,0,0,0
111,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0,0,0,0,0,0,0,0,0,0
112,Ulster County (East) PUMA,427,350,350,0,77,77,0,0,0,0
113,NYC-Manhattan Community District 10--Central Harlem PUMA,702,0,0,0,476,89,387,226,0,226
114,NYC-Brooklyn Community District 4--Bushwick PUMA,1553,587,455,132,314,92,222,652,0,652
115,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",69,0,0,0,30,30,0,39,0,39
116,Oneida County (Central)--Greater Utica & Rome Cities PUMA,440,0,0,0,30,0,30,410,114,296
117,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",4024,89,0,89,3194,1138,2056,741,328,413
118,Erie County (Central) PUMA,432,0,0,0,264,264,0,168,77,91
119,Livingston & Wyoming Counties PUMA,81,81,81,0,0,0,0,0,0,0
120,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0,0,0,0,0,0,0,0,0,0
121,Niagara County (North & East) PUMA,0,0,0,0,0,0,0,0,0,0
122,Westchester County (Southwest)--Yonkers City PUMA,867,0,0,0,656,461,195,211,48,163
123,Sullivan & Ulster (West) Counties PUMA,564,30,30,0,465,465,0,69,69,0
124,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",169,102,0,102,67,67,0,0,0,0
125,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,186,0,0,0,186,0,186,0,0,0
126,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",2010,324,324,0,461,0,461,1225,974,251
127,NYC-Manhattan Community District 11--East Harlem PUMA,2228,219,219,0,1443,0,1443,566,363,203
128,Westchester County (Southeast) PUMA,0,0,0,0,0,0,0,0,0,0
129,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,93,0,0,0,93,41,52,0,0,0
130,Erie County (Northeast) PUMA,406,0,0,0,135,0,135,271,271,0
131,Monroe County (Central)--Greece & Gates Towns PUMA,692,104,0,104,0,0,0,588,588,0
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,49,0,0,0,0,0,0,49,0,49
133,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",1362,0,0,0,1054,497,557,308,308,0
134,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0,0,0,0,0,0,0,0,0,0
135,Albany County (East Central)--Albany City PUMA,578,0,0,0,250,0,250,328,328,0
136,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",418,0,0,0,418,343,75,0,0,0
137,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,314,194,0,194,120,0,120,0,0,0
138,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,120,0,0,0,51,51,0,69,0,69
139,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",100,0,0,0,100,0,100,0,0,0
140,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",2639,189,0,189,732,291,441,1718,857,861
141,NYC-Manhattan Community District 8--Upper East Side PUMA,0,0,0,0,0,0,0,0,0,0
142,Orange County (Northeast)--Greater Newburgh City PUMA,702,0,0,0,0,0,0,702,192,510
143,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",944,337,54,283,416,123,293,191,0,191
144,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,550,72,72,0,399,0,399,79,79,0
145,Suffolk County (Central)--Islip Town (Northwest) PUMA,589,0,0,0,353,353,0,236,236,0
146,Capital Region,898,0,0,0,424,174,250,474,328,146
147,Central NY,1016,135,0,135,511,0,511,370,89,281
148,Finger Lakes,4919,399,81,318,2812,1374,1438,1708,954,754
149,Long Island,2398,92,0,92,2001,788,1213,305,236,69
150,Mid-Hudson,4405,451,380,71,2278,1077,1201,1676,924,752
151,Mohawk Valley,1899,131,63,68,715,265,450,1053,757,296
152,New York City,51359,4211,1364,2847,28002,9257,18745,19146,9425,9721
153,North Country,613,0,0,0,386,386,0,227,227,0
154,Southern Tier,325,38,0,38,118,118,0,169,81,88
155,Western NY,5160,903,224,679,2301,726,1575,1956,989,967
