,puma,BABS_Rent_Burden_Total,BABS_Rent_Burden_M,BABS_Rent_Burden_F,HS_Rent_Burden_Total,HS_Rent_Burden_M,HS_Rent_Burden_F,HSINC_Rent_Burden_Total,HSINC_Rent_Burden_M,HSINC_Rent_Burden_F
0,Total Geo,15.53909730048838,15.881536325775103,15.242767043748124,23.912385618560414,22.902614626752555,25.25327071452533,39.820205479452056,38.435281267067175,42.14876033057851
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2,"Chenango, Delaware & Broome (East) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3,Cayuga & Onondaga (South) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,100.0,#DIV/0!,100.0,100.0,#DIV/0!,100.0,#DIV/0!,#DIV/0!,#DIV/0!
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",15.151515151515152,33.9622641509434,0.0,35.64356435643564,0.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",21.146025878003698,7.987866531850354,28.72960372960373,14.612754571131262,7.159353348729793,20.725108225108222,24.678111587982833,0.0,44.57364341085272
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8,Erie County (Northwest) PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,5.946082136558327,15.764863059452239,0.0,43.344709897610926,43.344709897610926,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",11.865271752998213,20.52469135802469,7.58673274876096,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!
11,Saratoga County (South & Central) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
