,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
0,Total Geo,0.8658403208166241,0.9071569737747873,0.8312017127431816,0.8152959588577201,0.8881294575318781,0.7200921667122792,0.8366920045570849,0.9029243992463155,0.6633108108108108
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.9051844932274637,0.8681818181818182,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.49471458773784355,1.0,0.08076923076923077,0.7587939698492462,0.6568627450980392,0.8022700119474313,1.0,1.0,#DIV/0!
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
4,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!
6,Monroe County (Central)--Greece & Gates Towns PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!,1.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.5223097112860893,0.6909722222222222,0.0,#DIV/0!,#DIV/0!,#DIV/0!
9,NYC-Manhattan Community District 8--Upper East Side PUMA,0.7953539823008849,1.0,0.6633303002729755,1.0,1.0,1.0,1.0,1.0,#DIV/0!
10,Suffolk County (Southwest)--Islip Town (South) PUMA,1.0,1.0,#DIV/0!,1.0,1.0,1.0,1.0,1.0,1.0
11,Erie County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.9464210966931771,1.0,0.8992918961447679,1.0,1.0,1.0,1.0,1.0,1.0
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.9502222222222222,0.9176470588235294,1.0,0.8924069187921431,0.9128383411969208,0.8629695885509839,0.6943844492440605,0.8604026845637583,0.5826558265582655
14,Rockland County (North)--New City & Congers PUMA,1.0,#DIV/0!,1.0,0.9055733049343273,0.8907782864617397,0.9231366459627329,0.8411843876177658,0.8241430700447094,1.0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",1.0,#DIV/0!,1.0,1.0,#DIV/0!,1.0,0.3888888888888889,0.3888888888888889,#DIV/0!
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,1.0,1.0,1.0,0.7192774652058039,0.7796867104598282,0.6337625178826896,0.8575279168271082,0.8881511746680286,0.7636932707355243
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,0.8132956152758133,0.7215189873417721,1.0,0.8227236099919419,1.0,0.5959595959595959,0.9282334384858044,1.0,0.7035830618892508
18,Tompkins County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!
19,Dutchess County (Southwest) PUMA,1.0,1.0,#DIV/0!,0.9456706281833617,1.0,0.8931552587646077,1.0,1.0,#DIV/0!
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,0.8669029970995811,1.0,0.7661381653454133,0.8691891891891892,0.8959943780744906,0.832641328648994,0.8015037593984963,0.9383802816901409,0.0
21,Westchester County (Northwest) PUMA,0.8802395209580839,0.8678414096916299,1.0,0.7609815950920246,0.967037037037037,0.3563636363636364,0.7798804780876494,0.7798804780876494,#DIV/0!
22,Albany County (Outside Albany City) PUMA,1.0,1.0,#DIV/0!,0.38636363636363635,1.0,0.0,1.0,#DIV/0!,1.0
23,Monroe County (South) PUMA,1.0,#DIV/0!,1.0,0.6566265060240963,1.0,0.0,0.7300613496932515,1.0,0.0
24,Jefferson & Lewis Counties PUMA,1.0,1.0,1.0,0.2636103151862464,1.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
25,"Chenango, Delaware & Broome (East) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,1.0,1.0,#DIV/0!
26,Erie County (Central) PUMA,1.0,1.0,1.0,0.6032171581769437,0.4393939393939394,1.0,#DIV/0!,#DIV/0!,#DIV/0!
27,St. Lawrence County PUMA,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
28,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.8454823221300742,1.0,0.6088397790055249,0.981083182171547,1.0,0.9558645707376058,0.9495558375634517,1.0,0.8725961538461539
29,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.7921810699588477,1.0,0.672077922077922,0.6759581881533101,1.0,0.3161764705882353,1.0,1.0,#DIV/0!
30,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,0.5703125,0.3359621451104101,0.8003095975232198,0.5763912310286677,0.798941798941799,0.27689873417721517,1.0,1.0,1.0
31,Cayuga & Onondaga (South) Counties PUMA,1.0,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
32,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,1.0,1.0,#DIV/0!,0.6012702893436839,0.4670571010248902,0.726158038147139,#DIV/0!,#DIV/0!,#DIV/0!
33,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
34,Onondaga County (Central)--Syracuse City (Outer) PUMA,1.0,1.0,1.0,0.4647887323943662,1.0,0.0,0.20095693779904306,0.20095693779904306,#DIV/0!
35,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,0.624,1.0,0.0,0.8203483043079743,0.9161528976572133,0.5428571428571428,1.0,1.0,#DIV/0!
36,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
37,Suffolk County (Central)--Brookhaven Town (Central) PUMA,0.3843843843843844,1.0,0.0,0.6836616454229433,0.8870320855614974,0.40530649588289114,1.0,1.0,1.0
38,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",1.0,1.0,1.0,0.8307585888863269,1.0,0.6348258706467662,0.7413236481033091,0.8414526129317981,0.6575240919199407
39,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,0.7978047371461583,0.76875,0.833981841763943,0.7787644297856147,0.8673924683205426,0.5609649122807018,0.7105610561056106,0.7461161079313164,0.5616438356164384
40,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.7631133671742809,1.0,0.6508728179551122,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
41,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
42,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",1.0,1.0,1.0,0.5569735642661805,1.0,0.42485207100591715,1.0,1.0,#DIV/0!
43,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",0.8745674740484429,0.8462643678160919,0.8867574257425742,0.865431405577391,0.9180537772087067,0.8243333333333334,0.8516483516483516,0.8874045801526718,0.0
44,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,0.8598989435002297,1.0,0.804361770365619,0.8799954522198852,0.9355270709776162,0.7986548970155527,0.9201423206167226,0.9525922466137319,0.7413127413127413
45,Saratoga County (Outer) PUMA,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
46,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",1.0,1.0,1.0,0.9197930142302717,0.8499697519661222,1.0,1.0,1.0,#DIV/0!
47,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",0.0,0.0,0.0,0.8057113717491076,0.767189384800965,0.833922261484099,1.0,1.0,#DIV/0!
48,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
49,Schenectady County--Schenectady City PUMA,0.8425925925925926,#DIV/0!,0.8425925925925926,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
50,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,1.0,1.0,1.0,0.9204398447606728,1.0,0.832425068119891,0.0,#DIV/0!,0.0
51,Nassau County (Northwest)--North Hempstead Town (North) PUMA,0.32947976878612717,#DIV/0!,0.32947976878612717,1.0,1.0,1.0,1.0,#DIV/0!,1.0
52,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.8579439252336448,1.0,0.8260869565217391,0.9627646008671258,1.0,0.8497942386831275,0.5529340592861464,0.4896949711459192,0.7272727272727273
53,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0.8084805653710248,0.78828125,1.0,0.6622922134733158,1.0,0.4776725304465494,#DIV/0!,#DIV/0!,#DIV/0!
54,Columbia & Greene Counties PUMA,0.0,#DIV/0!,0.0,1.0,1.0,#DIV/0!,1.0,1.0,1.0
55,Rensselaer County--Troy City PUMA,1.0,1.0,1.0,1.0,1.0,#DIV/0!,1.0,1.0,#DIV/0!
56,Erie County (West Central)--Buffalo City (West) PUMA,1.0,1.0,1.0,0.5785123966942148,#DIV/0!,0.5785123966942148,1.0,#DIV/0!,1.0
57,Erie County (South) PUMA,1.0,#DIV/0!,1.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
58,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.39,#DIV/0!,0.39,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
59,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",0.828016241299304,0.8007209062821833,0.8632138114209827,0.8653154625694671,0.8931965982991495,0.8347718865598027,0.9078184363127374,1.0,0.6816298342541437
60,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,1.0,1.0,1.0,1.0
61,NYC-Manhattan Community District 10--Central Harlem PUMA,0.8657142857142858,0.46285714285714286,1.0,0.398989898989899,#DIV/0!,0.398989898989899,0.5958005249343832,1.0,0.0
62,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.6827676240208878,1.0,0.352,0.8156089193825042,0.9293915040183697,0.47966101694915253,1.0,1.0,1.0
63,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,1.0,1.0,1.0,1.0,1.0,1.0,0.839142091152815,1.0,0.0
64,Albany County (East Central)--Albany City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,1.0,1.0,1.0,#DIV/0!
65,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.9090909090909091,1.0,0.625,0.8312869486130059,0.7896551724137931,0.9118825100133512,1.0,1.0,#DIV/0!
66,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
67,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.9790454016298021,1.0,0.9689655172413794,0.8114135206321335,0.8531598513011153,0.7567896230239157,0.6849865951742627,1.0,0.233278955954323
68,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",0.8028004667444574,0.6321243523316062,0.8898678414096917,0.8065739570164349,0.8921529175050302,0.712516585581601,0.6977578475336322,0.9299307958477508,0.4478584729981378
69,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.8530834340991535,0.7651122625215889,0.9004651162790698,0.8716401535929786,1.0,0.7570093457943925,0.532719836400818,1.0,0.0
70,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
71,NYC-Manhattan Community District 11--East Harlem PUMA,1.0,1.0,1.0,0.5770065075921909,1.0,0.11262798634812286,0.7226993865030675,1.0,0.0
72,Orange County (Southeast) PUMA,1.0,1.0,1.0,0.622093023255814,0.5494505494505495,0.8295964125560538,0.0,0.0,#DIV/0!
73,Westchester County (Southeast) PUMA,0.9266096352994146,1.0,0.8724569640062598,0.773038842345773,0.6743169398907104,1.0,0.9104523227383863,0.9762228260869565,0.3201219512195122
74,NYC-Queens Community District 1--Astoria & Long Island City PUMA,0.8360104594695554,0.9090291921249152,0.7466777408637874,0.8863213811420982,0.9217954650624711,0.8385286783042394,0.7518401682439537,1.0,0.148014440433213
75,Livingston & Wyoming Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,1.0,1.0,1.0,1.0
76,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,1.0,#DIV/0!,1.0,0.717978848413631,1.0,0.3741851368970013,0.8836858006042296,0.80306905370844,1.0
77,Westchester County (Southwest)--Yonkers City PUMA,1.0,1.0,1.0,0.8769230769230769,0.927876359473383,0.7776124953514317,0.7526146419951729,0.886295631358468,0.4785276073619632
78,Erie County (North Central) PUMA,1.0,1.0,1.0,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
79,Saratoga County (South & Central) PUMA,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
80,Suffolk County (South Central)--Brookhaven Town (South) PUMA,1.0,1.0,1.0,0.8435609334485739,0.9655377302436126,0.5182250396196514,1.0,1.0,1.0
81,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",1.0,1.0,#DIV/0!,0.41013824884792627,0.41013824884792627,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
82,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!
83,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
84,Monroe County (Central)--Rochester City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.8350668647845468,0.8837209302325582,0.7489711934156379,1.0,#DIV/0!,1.0
85,Warren & Washington Counties PUMA,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
86,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,1.0,1.0,1.0,0.7815457413249212,0.7666385846672283,1.0,0.8354838709677419,0.8354838709677419,#DIV/0!
87,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,0.6865671641791045,1.0,0.6433962264150943,0.7024482109227872,0.0,0.8270509977827051,#DIV/0!,#DIV/0!,#DIV/0!
88,Onondaga County (Central)--Syracuse City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,1.0,0.45714285714285713,1.0,0.0
89,Westchester County (Central)--White Plains City PUMA,0.7873338545738858,1.0,0.7328094302554028,0.7050237610319077,1.0,0.35294117647058826,0.6857142857142857,0.6433915211970075,1.0
90,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,0.7274167987321711,#DIV/0!,0.7274167987321711,0.604133545310016,0.7097203728362184,0.534330985915493,1.0,1.0,1.0
91,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",0.922263109475621,1.0,0.8495102404274265,0.8996434029546613,0.9788566953797964,0.7521865889212828,1.0,1.0,1.0
92,Cattaraugus & Allegany Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
93,Oswego County PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",0.8843023255813953,0.8464467005076142,0.9163090128755365,0.807007786429366,0.7694581280788177,0.855683269476373,0.8786266924564797,0.900319829424307,0.6666666666666666
95,Monroe County (East) PUMA,1.0,#DIV/0!,1.0,0.4583333333333333,1.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
96,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,1.0,1.0,1.0,0.5275401984262744,0.7630448127685697,0.23106646058732613,0.8330683624801272,1.0,0.0
97,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",1.0,#DIV/0!,1.0,1.0,1.0,#DIV/0!,0.8047677764077271,1.0,0.3790849673202614
98,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",1.0,1.0,1.0,0.5188888888888888,0.6763157894736842,0.40384615384615385,0.8229842446709916,0.8229842446709916,#DIV/0!
99,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",1.0,#DIV/0!,1.0,0.5630252100840336,0.32158590308370044,0.8522427440633246,1.0,1.0,#DIV/0!
100,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",0.8401937046004843,1.0,0.6748768472906403,0.7546403712296984,1.0,0.5225733634311512,0.8024691358024691,1.0,0.0
101,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",0.948859455481972,1.0,0.8088033012379643,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
102,Chautauqua County PUMA,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.9653652392947103,1.0,0.9562798092209857,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
104,Erie County (West Central)--Buffalo City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.6285714285714286,1.0,0.0,1.0,#DIV/0!,1.0
105,Genesee & Orleans Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.8917322834645669,1.0,0.8744292237442922,0.7745098039215687,1.0,0.6524310118265441,1.0,1.0,1.0
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,1.0,1.0,1.0,1.0,1.0,1.0,0.8046387154326494,0.7348668280871671,1.0
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",0.7147239263803681,1.0,0.42592592592592593,0.8015825914935707,0.8398109243697479,0.7784830212630911,0.7450657894736842,0.7335526315789473,0.7796052631578947
110,Suffolk County (East) PUMA,0.8834792122538293,1.0,0.19318181818181818,0.7566394723138344,0.8989407386200974,0.5374779541446209,1.0,1.0,1.0
111,Orange County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.8917062863180137,0.9430628272251309,0.6767123287671233,1.0,1.0,1.0
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.9550982226379794,0.8567164179104477,1.0,0.8758241758241758,0.8820754716981132,0.8655705996131529,0.8866517524235645,0.9488330341113106,0.5814977973568282
114,Suffolk County (Northwest)--Smithtown Town PUMA,1.0,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
115,Ulster County (East) PUMA,1.0,1.0,1.0,1.0,1.0,#DIV/0!,1.0,1.0,1.0
116,Westchester County (Northeast) PUMA,0.7381489841986456,1.0,0.4604651162790698,0.41871657754010694,1.0,0.21966977745872218,0.7904468412942989,0.9259927797833934,0.0
117,NYC-Brooklyn Community District 4--Bushwick PUMA,0.8500837520938024,1.0,0.8103813559322034,0.7359494512803458,0.7604731394775751,0.6850715746421268,0.8866587957497049,1.0,0.7563451776649747
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.8544542032622334,1.0,0.7033248081841432,0.8505434782608695,1.0,0.7147302904564315,0.8320251177394035,1.0,0.7562642369020501
119,Dutchess County (North & East) PUMA,1.0,1.0,1.0,0.9266862170087976,1.0,0.3697478991596639,1.0,1.0,#DIV/0!
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.5089722675367048,0.5495495495495496,0.4859335038363171,0.8971807628524047,0.90883420734167,0.8805970149253731,0.610126582278481,0.7082658022690438,0.4113785557986871
121,Broome (Outer West) & Tioga Counties PUMA,1.0,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",1.0,#DIV/0!,1.0,0.7439446366782007,0.0,1.0,0.6823027718550106,1.0,0.319634703196347
124,Orange County (Northeast)--Greater Newburgh City PUMA,1.0,#DIV/0!,1.0,0.8562464346833999,0.8967391304347826,0.8115246098439376,0.8882907133243607,0.8299180327868853,1.0
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.9250317662007624,1.0,0.8326241134751773,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0.847557003257329,0.9256038647342996,0.686,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
127,Onondaga County (North) PUMA,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,1.0,1.0,1.0,0.8281901584653878,1.0,0.7052932761087267,0.2542372881355932,0.33482142857142855,0.0
129,Monroe County (North & West) PUMA,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
130,Sullivan & Ulster (West) Counties PUMA,0.26865671641791045,0.0,1.0,0.8674418604651163,1.0,0.6666666666666666,0.9307568438003221,0.9307568438003221,#DIV/0!
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0.0,#DIV/0!,0.0,0.680976430976431,1.0,0.26407766990291265,1.0,#DIV/0!,1.0
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.6590229312063809,0.7697478991596639,0.49754901960784315,0.6941292550567341,0.8173719376391982,0.5961027457927369,0.6346153846153846,0.8210961737331954,0.16623376623376623
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",0.7699018538713195,0.5529801324503312,0.8764227642276423,0.7169956421430402,0.7854686156491831,0.6158730158730159,0.8870748299319728,0.8645333333333334,0.9267605633802817
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",0.8289156626506025,1.0,0.5080831408775982,0.8839841539332202,0.9394618834080718,0.8274285714285714,1.0,1.0,#DIV/0!
135,Monroe County (Central)--Rochester City (West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,1.0,#DIV/0!,1.0
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.7784776902887139,0.6318681318681318,0.8691588785046729,0.8525811601915912,0.9597024178549287,0.772027972027972,0.9398704902867715,1.0,0.84375
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.7749562171628721,0.8606896551724138,0.6258992805755396,0.8999689826302729,0.9405444126074498,0.8247787610619469,0.8298059964726632,0.8678581892762965,0.7141585040071238
138,Putnam County PUMA,0.7701453104359313,0.6158940397350994,1.0,1.0,1.0,1.0,1.0,1.0,#DIV/0!
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,0.8103855232100708,1.0,0.7255125284738041,0.7937877480586712,0.7838235294117647,0.8079331941544885,1.0,1.0,1.0
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.794392523364486,0.6652173913043479,1.0,1.0,1.0,#DIV/0!,1.0,#DIV/0!,1.0
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,1.0,#DIV/0!,1.0,0.21930870083432658,0.0,0.6891385767790262,1.0,1.0,#DIV/0!
