,puma,BABS_Working_Poor_Total,BABS_Working_Poor_M,BABS_Working_Poor_F,HS_Working_Poor_Total,HS_Working_Poor_M,HS_Working_Poor_F,HSINC_Working_Poor_Total,HSINC_Working_Poor_M,HSINC_Working_Poor_F
0,Total Geo,0.08970760233918129,0.07199157935963968,0.10591739831571403,0.20250773091708885,0.19173112830088024,0.21984380938369683,0.27525980067934935,0.25711164455432733,0.339564021595192
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.007142857142857143,0.0,0.011527377521613832,0.0,0.0,0.0,0.0,0.0,#DIV/0!
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.0,0.0,0.0,0.6629055007052186,0.6612903225806451,0.6632478632478632,1.0,#DIV/0!,1.0
4,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,Monroe County (Central)--Greece & Gates Towns PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.0,#DIV/0!,0.0,0.3184931506849315,0.0,1.0,1.0,1.0,#DIV/0!
9,NYC-Manhattan Community District 8--Upper East Side PUMA,0.02586206896551724,0.0,0.041848299912816043,0.31477927063339733,0.0,0.5222929936305732,0.0,0.0,#DIV/0!
10,Suffolk County (Southwest)--Islip Town (South) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0
11,Erie County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.0,0.0,0.0,0.0851609228140131,0.07404744787922359,0.09245283018867924,0.14305364511691884,0.17970265029088558,0.05362776025236593
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.35197613721103654,0.3764705882352941,0.3267776096822995,0.18545069925960747,0.1467065868263473,0.22582193424526037,0.5464657337639038,0.5404837013669821,0.5495642701525054
14,Rockland County (North)--New City & Congers PUMA,0.0,#DIV/0!,0.0,0.13905723905723905,0.049720323182100686,0.2446730345334313,0.23773364485981308,0.29210134128166915,0.2026897214217099
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,#DIV/0!,0.0,1.0,#DIV/0!,1.0,0.0,0.0,#DIV/0!
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,0.07718696397941681,0.0,0.15384615384615385,0.4482119205298013,0.38453764527539164,0.5183741648106904,0.5861951717103027,0.5516409266409267,0.6685845799769851
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,0.413012729844413,0.27848101265822783,0.6866952789699571,0.27332361516034986,0.4074790457769181,0.0989103101424979,0.2107250755287009,0.19562955254942768,0.25068870523415976
18,Tompkins County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
19,Dutchess County (Southwest) PUMA,0.625,0.625,#DIV/0!,0.19053254437869824,0.2141623488773748,0.1782178217821782,0.16463414634146342,0.16463414634146342,#DIV/0!
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,0.12914844352971444,0.0,0.19686274509803922,0.21978835978835978,0.16875,0.2724731182795699,0.21264367816091953,0.2012288786482335,0.2465753424657534
21,Westchester County (Northwest) PUMA,0.0,0.0,0.0,0.5297619047619048,0.45907204828366655,0.6082042695688573,0.29523809523809524,0.1892430278884462,1.0
22,Albany County (Outside Albany City) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,0.0
23,Monroe County (South) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Jefferson & Lewis Counties PUMA,0.0,0.0,0.0,0.015514809590973202,0.0,0.02095238095238095,#DIV/0!,#DIV/0!,#DIV/0!
25,"Chenango, Delaware & Broome (East) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!
26,Erie County (Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
27,St. Lawrence County PUMA,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0,1.0,#DIV/0!,1.0
28,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.2997711670480549,0.16470588235294117,0.46559048428207306,0.11409883720930232,0.0707482993197279,0.16380655226209048,0.42384483742156304,0.3719958202716823,0.4861809045226131
29,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,0.0,0.0,0.2971246006389776,0.0,0.34572490706319703,0.0,0.0,#DIV/0!
30,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,0.18560860793544048,0.017350157728706624,0.3106682297772567,0.41503456221198154,0.36160714285714285,0.4720238095238095,0.0,0.0,0.0
31,Cayuga & Onondaga (South) Counties PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0
32,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
33,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
34,Onondaga County (Central)--Syracuse City (Outer) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.7990430622009569,0.7990430622009569,#DIV/0!
35,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,0.0,0.0,0.0,0.7031823745410036,0.6997294860234445,0.7104761904761905,0.0,0.0,#DIV/0!
36,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.7039106145251397,0.7039106145251397,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
37,Suffolk County (Central)--Brookhaven Town (Central) PUMA,0.0,0.0,0.0,0.2230718085106383,0.0,0.4437830687830688,0.0,0.0,0.0
38,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",0.12361809045226131,0.23317535545023696,0.0,0.308948992557633,0.1543539767368752,0.5201890034364262,0.6037126715092817,0.3861824623560673,0.7857672349888807
39,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,0.12652608213096558,0.0,0.27078384798099764,0.3183595932506425,0.17563739376770537,0.5625568009694032,0.5872971460548405,0.5736581652074609,0.6251319957761352
40,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.0221483942414175,0.0,0.032362459546925564,#DIV/0!,#DIV/0!,#DIV/0!,0.10362694300518134,0.0,0.22813688212927757
41,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,1.0,1.0,#DIV/0!
42,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",0.0,0.0,0.0,0.2890262751159196,0.7023809523809523,0.1890595009596929,1.0,1.0,1.0
43,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",0.03659043659043659,0.0,0.054455445544554455,0.22670603674540682,0.16646415552855406,0.267714364488558,0.4827044025157233,0.31671858774662515,1.0
44,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,0.20169133192389008,0.0,0.273039496279336,0.34791480043794165,0.32510546629566467,0.37629844744778285,0.35697865353037767,0.3625587116976068,0.34156886967263744
45,Saratoga County (Outer) PUMA,0.16071428571428573,0.0,0.2571428571428571,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
46,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",0.09472049689440994,0.24497991967871485,0.0,0.4540131739448646,0.35939139559286465,0.5362517099863201,0.153954802259887,0.153954802259887,#DIV/0!
47,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",0.0,0.0,0.0,0.10157790927021697,0.24849215922798554,0.0,0.13450292397660818,0.13450292397660818,#DIV/0!
48,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
49,Schenectady County--Schenectady City PUMA,0.18026565464895636,#DIV/0!,0.18026565464895636,0.19343065693430658,0.0,0.4076923076923077,1.0,1.0,#DIV/0!
50,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,0.3704206241519674,0.0,0.5870967741935483,0.42921348314606744,0.36133603238866396,0.4834276475343573,1.0,#DIV/0!,1.0
51,Nassau County (Northwest)--North Hempstead Town (North) PUMA,0.48554913294797686,#DIV/0!,0.48554913294797686,0.0,0.0,0.0,0.0,#DIV/0!,0.0
52,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.0,0.0,0.0,0.070887313615253,0.05027932960893855,0.11898940505297473,0.07981927710843373,0.0,0.20410783055198972
53,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0.0,0.0,0.0,0.10869565217391304,0.0,0.167973124300112,1.0,1.0,#DIV/0!
54,Columbia & Greene Counties PUMA,0.0,#DIV/0!,0.0,0.3425925925925926,0.3425925925925926,#DIV/0!,0.0,0.0,0.0
