,puma,BABS_UnEmp_Total,BABS_UnEmp_M,BABS_UnEmp_F,HS_UnEmp_Total,HS_UnEmp_M,HS_UnEmp_F,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
0,Total Geo,3.1561727668588913,4.029721432203869,2.283059893259537,3.3710537941346383,2.437527234147358,4.561732482106351,3.2222422820003613,2.6244167962674965,4.246771317145825
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",5.684007707129094,7.2484778196578725,4.270369400052397,0.0,0.0,0.0,0.0,0.0,0.0
2,Ulster County (East) PUMA,16.666666666666664,27.397260273972602,0.0,12.263300270513977,44.299674267100976,0.0,0.0,0.0,0.0
3,Albany County (East Central)--Albany City PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
5,Ontario & Yates Counties PUMA,0.0,0.0,0.0,45.22292993630573,#DIV/0!,45.22292993630573,#DIV/0!,#DIV/0!,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,0.0,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,5.647408508266766,8.018555334658714,2.6215644820295982,1.73992673992674,0.0,2.9608192341941226,7.9976303317535535,10.646687697160884,0.0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",28.24858757062147,45.45454545454545,0.0,85.0,#DIV/0!,85.0,0.0,#DIV/0!,0.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.0,0.0,0.0,13.010590015128592,15.302491103202847,0.0,0.0,0.0,0.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",2.3597122302158273,4.250907205806117,0.0,8.404074702886248,2.489795918367347,17.065152420800956,14.3664047151277,19.401544401544403,9.15
