,puma,BABS_Working_Poor_Total,BABS_Working_Poor_M,BABS_Working_Poor_F,HS_Working_Poor_Total,HS_Working_Poor_M,HS_Working_Poor_F,HSINC_Working_Poor_Total,HSINC_Working_Poor_M,HSINC_Working_Poor_F
0,Total Geo,4.89395402119575,6.872771749030629,2.7785814434825187,14.978034368986142,15.162943992117189,14.684975767366721,25.19115237575096,26.038034865293184,23.312829525483302
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",6.218862738361106,12.123241795043537,0.0,18.03486083778465,18.64309052469729,16.378859236002093,45.539906103286384,45.539906103286384,#DIV/0!
2,Ulster County (East) PUMA,32.27513227513227,32.87671232876712,31.636363636363633,15.602189781021897,55.700325732899024,0.0,0.0,0.0,#DIV/0!
3,Albany County (East Central)--Albany City PUMA,14.296463506395787,41.94260485651214,0.0,0.0,0.0,0.0,29.6875,29.6875,#DIV/0!
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0.0,0.0,0.0,100.0,100.0,#DIV/0!,0.0,#DIV/0!,0.0
5,Ontario & Yates Counties PUMA,0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,7.722007722007722,8.88888888888889,0.0,40.27149321266968,100.0,33.50125944584383,0.0,#DIV/0!,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,6.072621035058431,10.482708933717579,0.0,28.24057450628366,28.392554991539765,28.068833652007648,22.47263361236317,22.241835834068844,23.095238095238095
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.0,0.0,0.0,100.0,#DIV/0!,100.0,0.0,#DIV/0!,0.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.0,0.0,0.0,92.12962962962963,92.12962962962963,#DIV/0!,0.0,0.0,#DIV/0!
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",24.579663730984787,25.868440502586843,23.056768558951966,30.736782902137232,24.826539462272333,41.64,25.087243117487397,13.55170199100835,42.66144814090019
11,Livingston & Wyoming Counties PUMA,28.83031301482702,35.93429158110883,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.0,0.0,0.0,15.863141524105753,0.0,33.62637362637363,100.0,#DIV/0!,100.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,5.509964830011723,9.362549800796813,0.0
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,15.620998719590268,16.689466484268127,0.0,0.0,#DIV/0!,0.0,100.0,100.0,#DIV/0!
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,1.1838284565557293,1.8512050296891371,0.0,2.4193548387096775,4.634831460674158,0.0,56.814701378254206,22.31404958677686,100.0
16,Monroe County (Central)--Rochester City (East) PUMA,16.445623342175068,22.463768115942027,0.0,0.0,0.0,0.0,79.41176470588235,#DIV/0!,79.41176470588235
17,Westchester County (Northwest) PUMA,0.0,0.0,0.0,20.13129102844639,12.309567336989641,28.369704749679077,0.0,0.0,0.0
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.0,0.0,0.0,24.546773023930385,27.498588368153587,19.250253292806484,0.0,0.0,#DIV/0!
19,Onondaga County (Central)--Syracuse City PUMA,17.743979721166035,24.462061155152888,9.20863309352518,75.0,84.98452012383902,0.0,0.0,0.0,0.0
20,Westchester County (Northeast) PUMA,0.0,0.0,0.0,34.36426116838488,28.733766233766232,65.47085201793722,14.012738853503185,16.458852867830423,0.0
21,Madison & Cortland Counties PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
22,Erie County (West Central)--Buffalo City (West) PUMA,47.85478547854785,42.377260981912144,51.91570881226054,64.5303867403315,68.41269841269842,55.63636363636364,74.3723849372385,100.0,67.93193717277487
23,Monroe County (Central)--Rochester City (West) PUMA,0.0,0.0,#DIV/0!,36.312849162011176,28.188976377952756,100.0,0.0,0.0,#DIV/0!
24,Suffolk County (Central)--Islip Town (East) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,0.0,0.0,20.6993006993007,0.0,38.04627249357326,0.0,0.0,#DIV/0!
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",15.280541185833666,19.25170068027211,9.683604985618409,18.97590361445783,16.94214876033058,22.03014184397163,22.10081071554459,13.04093567251462,35.84738243123336
27,St. Lawrence County PUMA,0.0,0.0,#DIV/0!,100.0,#DIV/0!,100.0,#DIV/0!,#DIV/0!,#DIV/0!
28,Columbia & Greene Counties PUMA,10.344827586206897,11.811023622047244,0.0,40.0,40.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,1.4914243102162565,0.0,2.5094102885821834,0.0,0.0,0.0,0.0,0.0,#DIV/0!
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",9.051000645577792,11.128048780487806,6.026006977481764,22.132557216563036,24.10846953937593,17.24137931034483,17.891682785299807,6.698564593301436,25.487012987012985
31,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
