,puma,BABS_Poverty_Total,BABS_Poverty_M,BABS_Poverty_F,HS_Poverty_Total,HS_Poverty_M,HS_Poverty_F,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
0,Total Geo,10.956868437918898,10.978766351562399,10.93785413172567,22.900976826371693,20.13758193263677,25.796741449167467,36.2798568535523,32.38164149255831,41.08487761371519
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",15.88538227914961,15.722222222222223,16.033224263780518,22.60303224428785,25.4622292657158,18.199077841063193,49.84126984126984,45.539906103286384,58.82352941176471
2,Ulster County (East) PUMA,67.9465776293823,32.87671232876712,79.24944812362031,14.108910891089108,41.70731707317073,0.0,78.88040712468194,0.0,100.0
3,Albany County (East Central)--Albany City PUMA,22.967812329514455,37.735849056603776,14.073426573426573,6.857807051530415,7.260479041916168,6.425702811244979,54.314720812182735,46.10778443113773,100.0
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0.0,0.0,0.0,100.0,100.0,#DIV/0!,0.0,#DIV/0!,0.0
5,Ontario & Yates Counties PUMA,28.893442622950822,0.0,48.122866894197955,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,5.5813953488372094,8.174386920980927,0.0,41.40715109573241,100.0,38.19951338199513,0.0,#DIV/0!,0.0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,11.472754050073638,16.141732283464567,7.052752293577981,29.625097341194795,31.745602165087956,28.14506989044201,25.164628410159924,18.327272727272728,37.68308921438083
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",0.0,0.0,0.0,100.0,#DIV/0!,100.0,0.0,0.0,0.0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.0,0.0,0.0,76.15942028985508,94.75308641975309,59.699453551912576,59.90939977349944,0.0,100.0
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",26.150420583869373,21.0477515067223,31.989389920424404,41.814825609637616,29.403095062638172,55.66289825282631,52.81531531531532,31.630740393626994,72.41977450130095
11,Livingston & Wyoming Counties PUMA,28.83031301482702,35.93429158110883,0.0,27.500000000000004,#DIV/0!,27.500000000000004,89.5,0.0,100.0
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,21.687126219704123,33.99772209567198,6.474313863476425,29.32991578176492,7.556270096463022,47.54539340954943,64.48087431693989,31.57894736842105,100.0
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,2.19560878243513,0.0,3.5483870967741935,3.236040609137056,0.0,12.308930008045053,50.698512843623256,42.19653179190752,56.12998522895125
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,60.6175972927242,57.64951321279555,65.2267818574514,15.154994259471872,0.0,16.296296296296298,100.0,100.0,100.0
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,3.6867918146456957,1.6094746431825082,6.297709923664121,2.522255192878338,6.790945406125166,0.0,37.43693239152371,22.31404958677686,46.17834394904459
16,Monroe County (Central)--Rochester City (East) PUMA,34.97536945812808,33.10657596371882,39.88095238095239,39.30131004366812,0.0,52.47813411078717,84.36724565756823,#DIV/0!,84.36724565756823
17,Westchester County (Northwest) PUMA,4.553415061295972,0.0,10.129870129870131,19.187779433681072,9.062359802602064,26.377827333545717,17.15210355987055,0.0,34.527687296416936
