,puma,Unemployment_BABS,Unemployment_HS,FT_Work_BABS,FT_Work_HS,Poverty_BABS,Poverty_HS,Working_Poor_BABS,Working_Poor_HS,Income_level_BABS,Income_level_HS,Rent_Burden_BABS,Rent_Burden_HS,Home_ownership_BABS,Home_ownership_HS
0,Total Geo,1.4280862191346824,0.7891306090013024,0.9902072545708137,1.004482769177984,1.859893614953042,1.17282870724861,2.6859785363608064,1.1933369654933754,0.665659871132787,0.8852614014599154,1.3655033921990904,1.1853426428483074,0.8805936277149513,0.8608703693472133
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,#DIV/0!,#DIV/0!,1.1159999999999999,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.195078811789233,#DIV/0!,#DIV/0!,#DIV/0!,5.475703324808184,#DIV/0!
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,#DIV/0!,#DIV/0!,1.8904936974789917,1.4581626682270334,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.349182508853216,1.7047226031298652,#DIV/0!,0.0,1.2113289760348585,1.2171751906583226
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!,2.657677017298807,#DIV/0!,2.657677017298807,1.2809482001755925,0.881645406090207,#DIV/0!,#DIV/0!,#DIV/0!,0.0
4,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
5,Ontario & Yates Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6,Monroe County (Central)--Greece & Gates Towns PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,#DIV/0!,1.720749838396897,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.4779141970081853,1.2507982284478318,#DIV/0!,#DIV/0!,1.0,0.45812711461566424
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,#DIV/0!,#DIV/0!,1.5124653739612188,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,1.143363082133929,#DIV/0!,0.0,#DIV/0!,0.0,1.0
